"STATION","NAME","DATE","PRCP","SNOW","TAVG"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2000-06","5.82","0.0","78.7"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2000-07","1.87","0.0","83.4"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2000-08","0.26","0.0","84.9"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2000-09","3.50","0.0","76.5"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2000-10","1.46","0.0","65.7"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2000-11","7.74","0.0","52.1"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2000-12","3.87","1.0","38.5"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2001-01","5.41","0.0","41.6"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2001-02","3.84","0.0","53.5"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2001-03","9.41","0.0","52.1"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2001-04","1.72","0.0","67.8"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2001-05","4.71","0.0","72.3"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2001-06","6.50","0.0","77.2"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2001-07","9.45","0.0","81.6"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2001-08","4.72","0.0","80.5"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2001-09","4.52","0.0","74.0"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2001-10","3.59","0.0","62.0"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2001-11","6.29","0.0","59.7"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2001-12","4.07","0.0","51.9"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2002-01","5.60","0.0","49.1"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2002-02","3.06","0.0","46.3"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2002-03","7.29","0.0","57.4"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2002-04","2.73","0.0","67.9"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2002-05","3.90","0.0","72.5"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2002-06","3.74","0.0","78.6"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2002-07","9.47","0.0","81.6"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2002-08","5.44","0.0","80.9"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2002-09","9.57","0.0","78.8"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2002-10","7.23","0.0","67.8"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2002-11","4.18","0.0","52.4"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2002-12","6.30","0.0","47.4"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2003-01","1.26","0.0","41.1"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2003-02","9.16","0.0","47.8"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2003-03","4.07","0.0","56.7"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2003-04","11.89","0.0","64.9"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2003-05","4.58","0.0","74.1"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2003-06","6.46","0.0","77.7"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2003-07","2.30","0.0","80.7"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2003-08","4.47","0.0","81.6"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2003-09","2.61","0.0","74.2"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2003-10","3.13","0.0","65.3"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2003-11","5.49","0.0","58.8"
"USW00003940","JACKSON INTERNATIONAL AIRPORT, MS US","2003-12","3.33","0.0","45.4"
