STATION,NAME,DATE,PRCP,SNOW,TAVG
USW00024130,"BAKER CITY AIRPORT, OR US",2011-09,0,,59.5
USW00024130,"BAKER CITY AIRPORT, OR US",2011-10,0.95,,45.3
USW00024130,"BAKER CITY AIRPORT, OR US",2011-11,0.76,,31.3
USW00024130,"BAKER CITY AIRPORT, OR US",2011-12,0,,26.1
USW00024130,"BAKER CITY AIRPORT, OR US",2012-01,0.47,,28.7
USW00024130,"BAKER CITY AIRPORT, OR US",2012-02,0.58,,31.3
USW00024130,"BAKER CITY AIRPORT, OR US",2012-03,0.6,,39.5
USW00024130,"BAKER CITY AIRPORT, OR US",2012-04,1.22,,45
USW00024130,"BAKER CITY AIRPORT, OR US",2012-05,0.94,,50.1
USW00024130,"BAKER CITY AIRPORT, OR US",2012-06,1.93,,56.7
USW00024130,"BAKER CITY AIRPORT, OR US",2012-07,0.41,,67.5
USW00024130,"BAKER CITY AIRPORT, OR US",2012-08,0,,65.6
USW00024130,"BAKER CITY AIRPORT, OR US",2012-09,0.06,,57.3
USW00024130,"BAKER CITY AIRPORT, OR US",2012-10,0.69,,42.8
USW00024130,"BAKER CITY AIRPORT, OR US",2012-11,0.53,,37
USW00024130,"BAKER CITY AIRPORT, OR US",2012-12,0.87,,26.7
USW00024130,"BAKER CITY AIRPORT, OR US",2013-01,0.78,,17.7
USW00024130,"BAKER CITY AIRPORT, OR US",2013-02,0.43,,31.1
USW00024130,"BAKER CITY AIRPORT, OR US",2013-03,0.31,,38
USW00024130,"BAKER CITY AIRPORT, OR US",2013-04,0.35,,41.9
USW00024130,"BAKER CITY AIRPORT, OR US",2013-05,1.53,,52.2
USW00024130,"BAKER CITY AIRPORT, OR US",2013-06,2.19,,59
USW00024130,"BAKER CITY AIRPORT, OR US",2013-07,0.05,,67.3
USW00024130,"BAKER CITY AIRPORT, OR US",2013-08,0.46,,67.5
USW00024130,"BAKER CITY AIRPORT, OR US",2013-09,1.61,,57.8
USW00024130,"BAKER CITY AIRPORT, OR US",2013-10,0.17,,41.6
USW00024130,"BAKER CITY AIRPORT, OR US",2013-11,0.37,,33.7
USW00024130,"BAKER CITY AIRPORT, OR US",2013-12,0.63,,19.6
USW00024130,"BAKER CITY AIRPORT, OR US",2014-01,0.5,,25.4
USW00024130,"BAKER CITY AIRPORT, OR US",2014-02,1.19,,29.9
USW00024130,"BAKER CITY AIRPORT, OR US",2014-03,1.04,,39.3
USW00024130,"BAKER CITY AIRPORT, OR US",2014-04,0.54,,43.4
USW00024130,"BAKER CITY AIRPORT, OR US",2014-05,0.58,,52.2
USW00024130,"BAKER CITY AIRPORT, OR US",2014-06,1.03,,56.9
USW00024130,"BAKER CITY AIRPORT, OR US",2014-07,0.05,,69.7
USW00024130,"BAKER CITY AIRPORT, OR US",2014-08,0.7,,65
USW00024130,"BAKER CITY AIRPORT, OR US",2014-09,0.38,,58.2
USW00024130,"BAKER CITY AIRPORT, OR US",2014-10,0.23,,49
USW00024130,"BAKER CITY AIRPORT, OR US",2014-11,0.49,,30.6
USW00024130,"BAKER CITY AIRPORT, OR US",2014-12,1.48,,31.9
USW00024130,"BAKER CITY AIRPORT, OR US",2015-01,0.39,,28.7
USW00024130,"BAKER CITY AIRPORT, OR US",2015-02,0.72,,38.7
USW00024130,"BAKER CITY AIRPORT, OR US",2015-03,0.52,,42.2
USW00024130,"BAKER CITY AIRPORT, OR US",2015-04,0.62,,42.6
USW00024130,"BAKER CITY AIRPORT, OR US",2015-05,1.98,,54
USW00024130,"BAKER CITY AIRPORT, OR US",2015-06,0.39,,64.3
USW00024130,"BAKER CITY AIRPORT, OR US",2015-07,2.72,,66.1
USW00024130,"BAKER CITY AIRPORT, OR US",2015-08,0.02,,65.2
USW00024130,"BAKER CITY AIRPORT, OR US",2015-09,0.68,,55.5
USW00024130,"BAKER CITY AIRPORT, OR US",2015-10,0.52,,50.5
USW00024130,"BAKER CITY AIRPORT, OR US",2015-11,0.69,,30.3
USW00024130,"BAKER CITY AIRPORT, OR US",2015-12,1.35,,27.8
USW00024130,"BAKER CITY AIRPORT, OR US",2016-01,0.4,,27.8
USW00024130,"BAKER CITY AIRPORT, OR US",2016-02,0.21,,33.9
USW00024130,"BAKER CITY AIRPORT, OR US",2016-03,0.32,,39.5
USW00024130,"BAKER CITY AIRPORT, OR US",2016-04,0.35,,48.8
USW00024130,"BAKER CITY AIRPORT, OR US",2016-05,1.07,,52.7
USW00024130,"BAKER CITY AIRPORT, OR US",2016-06,0.37,,59.9
USW00024130,"BAKER CITY AIRPORT, OR US",2016-07,0.8,,63.4
USW00024130,"BAKER CITY AIRPORT, OR US",2016-08,0.12,,64
USW00024130,"BAKER CITY AIRPORT, OR US",2016-09,0.07,,54.5
USW00024130,"BAKER CITY AIRPORT, OR US",2016-10,1.34,,46.3
USW00024130,"BAKER CITY AIRPORT, OR US",2016-11,0.48,,40
USW00024130,"BAKER CITY AIRPORT, OR US",2016-12,0.93,,14.8
USW00024130,"BAKER CITY AIRPORT, OR US",2017-01,0.68,,13.2
USW00024130,"BAKER CITY AIRPORT, OR US",2017-02,0.9,,32.5
USW00024130,"BAKER CITY AIRPORT, OR US",2017-03,1.04,,41.2
USW00024130,"BAKER CITY AIRPORT, OR US",2017-04,0.81,,41.8
USW00024130,"BAKER CITY AIRPORT, OR US",2017-05,0.39,,51
USW00024130,"BAKER CITY AIRPORT, OR US",2017-06,1,,59.3
USW00024130,"BAKER CITY AIRPORT, OR US",2017-07,0.08,,68.7
USW00024130,"BAKER CITY AIRPORT, OR US",2017-08,0.71,,70.1
USW00024130,"BAKER CITY AIRPORT, OR US",2017-09,0.17,,58.9
USW00024130,"BAKER CITY AIRPORT, OR US",2017-10,0.56,,44.5
USW00024130,"BAKER CITY AIRPORT, OR US",2017-11,0.53,,38.6
USW00024130,"BAKER CITY AIRPORT, OR US",2017-12,0.17,,24.9
USW00024130,"BAKER CITY AIRPORT, OR US",2018-01,0.96,,34.7
USW00024130,"BAKER CITY AIRPORT, OR US",2018-02,0.33,,30.6
USW00024130,"BAKER CITY AIRPORT, OR US",2018-03,0.83,,39.6
USW00024130,"BAKER CITY AIRPORT, OR US",2018-04,0.81,,46.7
USW00024130,"BAKER CITY AIRPORT, OR US",2018-05,0.93,,58.5
USW00024130,"BAKER CITY AIRPORT, OR US",2018-06,0.94,,60.3
USW00024130,"BAKER CITY AIRPORT, OR US",2018-07,0,,70.2
USW00024130,"BAKER CITY AIRPORT, OR US",2018-08,0,,67.9
USW00024130,"BAKER CITY AIRPORT, OR US",2018-09,0,,56.7
USW00024130,"BAKER CITY AIRPORT, OR US",2018-10,0.49,,46.4
USW00024130,"BAKER CITY AIRPORT, OR US",2018-11,0,,35.7
USW00024130,"BAKER CITY AIRPORT, OR US",2018-12,0.64,,29.4
USW00024130,"BAKER CITY AIRPORT, OR US",2019-01,0.54,,31.7
USW00024130,"BAKER CITY AIRPORT, OR US",2019-02,1.92,,29.3
USW00024130,"BAKER CITY AIRPORT, OR US",2019-03,1.17,,36.4
USW00024130,"BAKER CITY AIRPORT, OR US",2019-04,0.84,,47.4
