,state,year,yearly_population,prcp,snow,tavg,yearly_gdp_rel_2017,yearly_energy_prod,yearly_energy_use,yearly_energy_flow,yearly_num_plants,yearly_pop_density,yearly_energy_renew,yearly_energy_fossil,yearly_energy_total,yearly_renew_pct,yearly_fossil_pct,total_co2
487,IN,2022,,,,,399280.8,797529.0,2618930.0,-1821401.0,,,11438312.0,83618818.0,98054905.0,0.11665211444547312,0.8527754730882662,74295327.634
488,IN,2023,,,,,404290.3,,,,,,11162155.0,75877630.0,90046880.0,0.12395937538313369,0.8426458529157257,63492834.778
489,IN,2024,,,,,,,,,,,,,,,,63428948.003
490,KS,1990,2481349.0,1.6425,1.075,58.36666666666667,,1060601.0,1074330.0,-13729.0,,0.0331601882685587,13279.0,26297091.0,34184857.0,0.0003884468494339,0.7692614013274942,29749976.728669997
491,KS,1991,2498722.0,2.231666666666667,0.325,58.59166666666667,,1119985.0,1070386.0,49599.0,,0.032929633628711,10609.0,26761521.0,32630743.0,0.0003251228450421,0.8201321373528025,29942074.087749995
492,KS,1992,2532394.0,2.9491666666666667,0.5916666666666667,56.85,,1143319.0,1057319.0,86000.0,,0.0324917844537619,9881.0,23577954.0,32078493.0,0.0003080256918552,0.735008156399367,27044085.665409997
493,KS,1993,2556547.0,2.7608333333333337,1.2583333333333333,54.84166666666667,,1144508.0,1085811.0,58697.0,,0.0321848180377673,5043.0,28837981.0,36742567.0,0.0001372522502306,0.7848657117506243,32582214.564129993
494,KS,1994,2580513.0,2.0741666666666667,0.09999999999999999,57.225,,1169779.0,1111782.0,57997.0,,0.0318859079570612,9909.0,29080958.0,37619869.0,0.0002633980463887,0.7730212457677618,32699163.041269995
495,KS,1995,2601007.0,2.874166666666667,1.3416666666666668,55.80833333333334,,1181535.0,1078330.0,103205.0,,0.0316346707256074,11240.0,28347288.0,38420705.0,0.0002925505921872,0.7378128017171991,31594810.460839994
496,KS,1996,2614554.0,2.375,0.8583333333333334,55.49166666666667,,1132142.0,1109621.0,22521.0,,0.031470759448839,10969.0,31726319.0,39942156.0,0.0002746221310637,0.7943066218057934,36328610.208
497,KS,1997,2635292.0,3.0875,1.4666666666666668,55.65833333333333,108792.89999999998,1086013.0,1101084.0,-15071.0,13.0,0.0312231054471383,13881.0,29473149.0,37917485.0,0.0003660844067057,0.7772970438308343,34239922.989
498,KS,1998,2660598.0,2.89,1.2583333333333333,58.89166666666667,112625.7,1004025.0,1088778.0,-84753.0,14.0,0.0309261301406676,11425.0,31163085.0,41585228.0,0.0002747369811222,0.7493787216941555,35921396.941
499,KS,1999,2678338.0,3.7891666666666666,1.325,58.11666666666667,115486.39999999998,908885.0,1108236.0,-199351.0,17.0,0.030721290591404004,12367.0,32901244.0,42070230.0,0.0002939608364394,0.7820552442903214,39489093.49
500,KS,2000,2693681.0,2.654166666666667,1.6583333333333332,57.35833333333333,118840.89999999998,905908.0,1116017.0,-210109.0,17.0,0.0305463044807458,15332.0,35739739.0,44815905.0,0.00034211068592719993,0.7974789084366365,41430221.138000004
501,KS,2001,2702162.0,2.0433333333333334,0.3,58.291666666666664,119474.10000000002,865792.0,1063518.0,-197726.0,12.0,0.0304504319134085,65394.0,34336478.0,44748523.0,0.0014613666690183001,0.7673209236425524,40157706.895
502,KS,2002,2713535.0,2.7891666666666666,1.3416666666666668,56.80833333333334,121050.5,833617.0,1096719.0,-263102.0,12.0,0.0303228077028672,479425.0,37667319.0,47188446.0,0.0101597963196329,0.7982318171698216,45039403.032
503,KS,2003,2723004.0,2.7175,1.8166666666666667,56.666666666666664,123486.7,796702.0,1137945.0,-341243.0,12.0,0.0302173628830512,378374.0,37299518.0,46567560.0,0.0081252700377687,0.8009764308029023,45021956.786
504,KS,2004,2734373.0,3.1525,0.7916666666666666,57.39166666666667,124793.2,786499.0,1119141.0,-332642.0,12.0,0.030091724867090098,371179.0,36278743.0,46782659.0,0.0079341150745621,0.7754741559260238,43619670.124
505,KS,2005,2745299.0,3.0625,1.1166666666666665,57.833333333333336,129588.2,751279.0,1064308.0,-313029.0,14.0,0.0299719629810814,437160.0,36604591.0,45862696.0,0.0095319298281112,0.7981343050569901,43223785.631
506,KS,2006,2762931.0,2.4483333333333333,0.7000000000000001,59.50833333333333,136135.8,771638.0,1089406.0,-317768.0,13.0,0.0297806930393846,1001539.0,35171928.0,45523736.0,0.0220003692139854,0.7726063607784739,39893626.53
507,KS,2007,2783785.0,3.1658333333333335,2.0500000000000003,57.44166666666666,143586.6,786711.0,1151027.0,-364316.0,14.0,0.0295575987369714,1163039.0,38590021.0,50122196.0,0.0232040711065413,0.7699188000461911,43010570.964
508,KS,2008,2808076.0,4.485833333333334,1.1333333333333333,56.025,147265.0,825174.0,1109074.0,-283900.0,15.0,0.029301913480974096,1769986.0,36363175.0,46630321.0,0.0379578343455967,0.7798182431555639,40569466.274
509,KS,2009,2832704.0,3.1325,1.0833333333333333,56.35833333333333,141902.5,797412.0,1072068.0,-274656.0,14.0,0.0290471577686902,2876065.0,35032695.0,46677308.0,0.0616159140968455,0.7505294649811424,38901449.316
510,KS,2010,2858835.0,2.348333333333333,0.9333333333333332,58.25,143870.1,790203.0,1090262.0,-300059.0,16.0,0.028781654065379702,3418279.0,34895486.0,47923762.0,0.0713274346033185,0.7281457995722457,39756089.611
511,KS,2011,2872529.0,2.1733333333333333,1.4749999999999999,58.46666666666667,147836.8,758155.0,1074944.0,-316789.0,15.0,0.0286444453650424,3734724.0,34247475.0,45359840.0,0.0823354756101432,0.755017544153595,39123378.074
512,KS,2012,2891164.0,2.085,0.425,61.43333333333334,150077.1,757591.0,1037245.0,-279654.0,15.0,0.0284598175682873,5205705.0,30876714.0,44424691.0,0.1171804436411274,0.6950349750322405,35054521.985
513,KS,2013,2901727.0,3.3733333333333335,2.5749999999999997,56.224999999999994,150702.9,764908.0,1045615.0,-280707.0,16.0,0.0283562168322519,9447714.0,31798564.0,48472581.0,0.1949084163684207,0.6560113644453964,36325134.151
514,KS,2014,2911564.0,2.1350000000000002,2.1333333333333333,56.84166666666667,154110.1,809276.0,1076000.0,-266724.0,18.0,0.0282604126167242,10861075.0,30249686.0,49728363.0,0.21840805417222361,0.6082984473066205,34899396.097
515,KS,2015,2922703.0,3.5041666666666664,1.0666666666666667,59.26666666666667,158602.6,785493.0,1040591.0,-255098.0,20.0,0.028152706587018895,11019270.0,25815738.0,45527124.0,0.2420374719914221,0.5670408260359253,30499353.612
516,KS,2016,2927251.0,4.2175,0.4666666666666666,60.4,164643.7,709086.0,1017793.0,-308707.0,17.0,0.0281089663988499,14143521.0,25151595.0,47599991.0,0.297132850298228,0.5283949528477851,28270989.401
517,KS,2017,2927448.0,2.8191666666666664,0.0,59.35,166273.6,714055.0,985263.0,-271208.0,15.0,0.0281070748310473,18632571.0,21590844.0,50933296.0,0.3658229972001026,0.4239043159508075,24065418.419999998
518,KS,2018,2931587.0,2.569166666666667,0.47500000000000003,58.025,169796.9,676983.0,1043695.0,-366712.0,13.0,0.028067391484544,18941649.0,23531714.0,51710213.0,0.36630382860731975,0.4550689822144032,25312231.231
519,KS,2019,2933756.0,3.5108333333333337,0.7083333333333334,57.225,169562.3,656137.0,1030317.0,-374180.0,16.0,0.0280466405522477,21155335.0,20417204.0,50887992.0,0.4157235168563931,0.40121850357153016,22336460.180999998
520,KS,2020,,,,,168056.8,630118.0,970708.0,-340590.0,15.0,,24053821.0,19836860.0,54541831.0,0.4410160157622871,0.3636999278590409,21574057.766
521,KS,2021,,,,,172782.4,601734.0,967820.0,-366086.0,,,25784700.0,22207579.0,56630703.0,0.4553130834346167,0.3921473303977879,23352135.305
522,KS,2022,,,,,177470.1,628196.0,1000720.0,-372524.0,,,29785538.0,23368354.0,62197516.0,0.4788862950732631,0.3757120139653165,25015237.273
523,KS,2023,,,,,183795.6,,,,,,27367352.0,20718667.0,58456598.0,0.4681653215604507,0.3544282032970854,20956334.52
524,KS,2024,,,,,,,,,,,,,,,,18144297.2
525,KY,1990,3694048.0,4.790833333333333,0.9083333333333332,59.36666666666667,,4556004.0,1469560.0,3086444.0,,0.010939489687194099,3160383.0,70646903.0,73807286.0,0.0428193904867332,0.9571806095132668,74845761.02002999
526,KY,1991,3722328.0,3.1791666666666667,0.21666666666666667,59.63333333333333,,4204261.0,1491458.0,2712803.0,,0.010856378051584898,3657801.0,71847280.0,75505081.0,0.04844443515,0.95155556485,76152681.80223
527,KY,1992,3765469.0,3.401666666666667,0.375,57.333333333333336,,4264876.0,1556815.0,2708061.0,,0.0107319964657788,3767232.0,73584027.0,77351259.0,0.048702917686187806,0.9512970823138122,77434739.98238
528,KY,1993,3812206.0,3.9499999999999997,1.9166666666666667,56.63333333333333,,4110493.0,1599201.0,2511292.0,,0.0106004240064676,3155113.0,81842605.0,84997718.0,0.0371199730326877,0.9628800269673122,86276085.19871
529,KY,1994,3849088.0,2.999166666666667,1.9916666666666665,57.333333333333336,,4240919.0,1645098.0,2595821.0,,0.010498850636826101,4013590.0,80083444.0,84097034.0,0.0477257021930167,0.9522742978069832,84534346.1116
530,KY,1995,3887427.0,3.52,0.48333333333333334,57.21666666666667,,4043772.0,1719009.0,2324763.0,,0.0103953077446856,3423478.0,82738100.0,86165836.0,0.0397312688987315,0.9602193147641486,87341051.14053
531,KY,1996,3919535.0,4.1825,1.1916666666666667,55.85833333333333,,4001728.0,1737381.0,2264347.0,,0.0103101515868591,3496989.0,84941235.0,88447496.0,0.0395374562101792,0.9603577132358841,89886955.13501
532,KY,1997,3952747.0,4.1450000000000005,0.6,56.199999999999996,155770.4,4069913.0,1746301.0,2323612.0,20.0,0.0102235230334752,3380233.0,88177813.0,91572095.0,0.0369133522608606,0.9629332276388348,100192170.323
533,KY,1998,3985390.0,3.865,1.95,60.35,160810.1,3960221.0,1705476.0,2254745.0,21.0,0.0101397855667826,3116018.0,87801358.0,90933028.0,0.034267175178638,0.9655606981436932,98990652.045
534,KY,1999,4018053.0,3.1141666666666663,1.2916666666666667,59.208333333333336,165761.9,3622702.0,1798735.0,1823967.0,22.0,0.0100573586261803,2556572.0,90112927.0,92681908.0,0.0275843695406011,0.9722817424086697,104642964.645
535,KY,2000,4049021.0,3.7691666666666666,1.4083333333333334,57.03333333333333,161101.0,3397692.0,1787820.0,1609872.0,21.0,0.0099804372464356,2324568.0,90669112.0,93006083.0,0.0249937200344196,0.9748729230968688,103637011.608
536,KY,2001,4068132.0,3.6666666666666665,0.4749999999999999,58.59166666666667,161316.4,3457630.0,1807998.0,1649632.0,23.0,0.0099335518119864,3855508.0,91552565.0,95417626.0,0.040406664487754,0.9594932177415524,102738152.96700001
537,KY,2002,4089875.0,4.413333333333333,1.1666666666666667,59.14166666666667,165435.3,3244465.0,1959816.0,1284649.0,24.0,0.0098807420764693,4024749.0,87716454.0,92106668.0,0.0436966083715024,0.952335546434054,98033640.636
538,KY,2003,4117170.0,4.090833333333333,1.1166666666666667,56.76666666666667,170481.9,2956547.0,1895870.0,1060677.0,22.0,0.0098152371653344,3948052.0,87449856.0,91718820.0,0.0430451678292415,0.9534559646537101,95772060.704
539,KY,2004,4146101.0,4.359166666666667,1.1083333333333334,58.56666666666666,175344.6,3005366.0,1972000.0,1033366.0,22.0,0.0097467476069685,3780251.0,90321450.0,94529947.0,0.0399899832801133,0.9554797486557356,96548506.40900001
540,KY,2005,4182742.0,3.3241666666666667,0.4083333333333334,58.475,182017.9,3134440.0,1998023.0,1136417.0,24.0,0.0096613656783038,2961193.0,94417850.0,97822419.0,0.030271107893989,0.9651964341630112,100174369.272
541,KY,2006,4219239.0,4.740833333333334,0.4166666666666667,58.49166666666667,186332.6,3161081.0,1992491.0,1168590.0,21.0,0.0095777935310135,2591701.0,95716024.0,98792014.0,0.0262339119840192,0.9688639812525736,102327949.347
542,KY,2007,4256672.0,3.7133333333333334,0.3833333333333333,60.24166666666667,185790.0,3034406.0,2032093.0,1002313.0,21.0,0.0094935668052412,1668587.0,95070695.0,97225319.0,0.0171620624870359,0.9778388590321828,101821609.862
543,KY,2008,4289878.0,3.8991666666666664,1.6499999999999997,57.925000000000004,186515.9,3113172.0,1994217.0,1118955.0,23.0,0.0094200814102405,1917470.0,95473720.0,97863340.0,0.0195933431252193,0.9755820718974032,101434189.699
544,KY,2009,4317074.0,4.495833333333334,0.9333333333333332,57.0,178112.79999999996,2804741.0,1906737.0,898004.0,23.0,0.0093607383148864,3317641.0,86932308.0,90630427.0,0.0366062602794533,0.9591956131907003,92614351.307
545,KY,2010,4349159.0,3.2116666666666664,2.283333333333333,59.05833333333334,186720.6,2770729.0,1985167.0,785562.0,26.0,0.0092916814492181,2580246.0,95179418.0,98217658.0,0.0262706936058279,0.9690662548683456,101674686.76
546,KY,2011,4374302.0,5.672499999999999,0.9500000000000001,59.39166666666667,188389.79999999996,2831137.0,1916520.0,914617.0,23.0,0.0092382739006131,2969312.0,94936485.0,98350982.0,0.0301909746056221,0.9652825327153316,100916639.90799999
547,KY,2012,4394147.0,3.8091666666666666,0.8083333333333332,60.791666666666664,192060.1,2384403.0,1881825.0,502578.0,21.0,0.0091965516856855,2361782.0,87246951.0,89949689.0,0.0262567000092685,0.969952781048526,93168010.36
548,KY,2013,4415978.0,4.47,1.0833333333333333,57.44166666666667,196698.0,2120683.0,1820350.0,300333.0,22.0,0.0091510872563223,3275214.0,86130541.0,89741021.0,0.0364962863527037,0.959767785570436,92255592.591
549,KY,2014,4428854.0,3.609166666666667,2.0,56.699999999999996,196795.79999999996,2052345.0,1761356.0,290989.0,22.0,0.0091244823152896,3143567.0,87254937.0,90896435.0,0.0345840516187461,0.95993794476098,93176296.71599999
550,KY,2015,4443778.0,5.201666666666667,1.9916666666666665,59.199999999999996,199487.1,1665609.0,1709678.0,-44069.0,19.0,0.0090938386211012,3403481.0,79647369.0,83543671.0,0.0407389447849376,0.953362092503692,83849951.816
551,KY,2016,4457755.0,3.6308333333333334,1.25,60.64166666666667,201007.20000000004,1215112.0,1682976.0,-467864.0,22.0,0.009065325483343,3489662.0,76268993.0,80273501.0,0.0434721540300079,0.9501141977101509,79177545.903
552,KY,2017,4475829.0,3.715,0.23333333333333336,60.56666666666666,203564.0,1193839.0,1630214.0,-436375.0,22.0,0.0090287184787443,4525903.0,68113907.0,73179196.0,0.0618468533051387,0.930782390667424,68761812.783
553,KY,2018,4487302.0,5.7375,1.616666666666667,59.46666666666667,205940.1,1129168.0,1715581.0,-586413.0,22.0,0.0090056341204581,4457269.0,73853134.0,78804497.0,0.05656109955247849,0.9371690298334115,72498961.209
554,KY,2019,4498163.0,4.445,0.9916666666666667,60.09166666666667,211783.1,1022196.0,1681807.0,-659611.0,21.0,0.0089838896456175,4276541.0,67106256.0,71804254.0,0.059558323661436506,0.9345721494439592,64124624.401
555,KY,2020,,,,,206049.6,746517.0,1543824.0,-797307.0,20.0,,5048325.0,58080025.0,63539829.0,0.0794513469653813,0.91407273066473,53700564.421
556,KY,2021,,,,,215133.20000000004,785728.0,1647920.0,-862192.0,,,4922446.0,64500799.0,69908411.0,0.0704127862382682,0.9226471904789827,61116499.597
557,KY,2022,,,,,219755.6,865410.0,1673214.0,-807804.0,,,4576684.0,64068907.0,69147329.0,0.0661874300307391,0.926556497937903,60352642.824
558,KY,2023,,,,,224418.0,,,,,,4110093.0,58598104.0,63217080.0,0.0650155464314391,0.9269346828420421,54971232.707
559,KY,2024,,,,,,,,,,,,,,,,58484044.244
560,LA,1990,4221532.0,5.09,0.0,70.18333333333332,,3132466.0,3699880.0,-567414.0,,0.0122806128201799,656492.0,57563651.0,76465630.0,0.008585452052118,0.7528042468230498,37877392.134229995
561,LA,1991,4253279.0,8.530833333333334,0.0,69.45,,3087431.0,3703937.0,-616506.0,,0.012188948808672,656492.0,55387620.0,74972693.0,0.0087564148189261,0.7387705814435664,37944188.81329999
562,LA,1992,4293003.0,6.826666666666667,0.0,68.06666666666666,,3042223.0,3813285.0,-771062.0,,0.0120761620711655,656492.0,57883263.0,73374124.0,0.0089471868856655,0.7888784198636566,39472160.22904
563,LA,1993,4316428.0,4.3950000000000005,0.0,67.78333333333333,,3073739.0,3875810.0,-802071.0,,0.0120106254523416,1231946.0,59254519.0,78975535.0,0.015599083944160602,0.7502895548602488,41337870.6103
564,LA,1994,4347481.0,4.325,0.0,68.83333333333333,,3020881.0,4014247.0,-993366.0,,0.0119248364742709,971978.0,60995390.0,79385961.0,0.0122437013768719,0.7683397572021583,42778348.37440999
565,LA,1995,4378779.0,5.444166666666667,0.0,69.33333333333333,,3048210.0,4058533.0,-1010323.0,,0.0118396018616148,952144.0,63693435.0,84559724.0,0.0112600178307109,0.7532360796258039,43791101.19846
566,LA,1996,4398877.0,4.779166666666666,0.0,68.88333333333334,,3041485.0,4227956.0,-1186471.0,,0.011785507983060198,963924.0,56969257.0,77739896.0,0.012399347691435,0.7328187961558376,39038169.75894
567,LA,1997,4421071.0,4.310833333333333,0.0,68.95,202386.5,3009835.0,4319442.0,-1309607.0,20.0,0.011726344136974898,1035961.0,63869827.0,82821643.0,0.0125083367399509,0.7711731461304142,42435141.99
568,LA,1998,4440344.0,6.5874999999999995,0.0,70.86666666666666,209356.6,3010829.0,4040905.0,-1030076.0,19.0,0.011675446767187398,1062824.0,68050246.0,89648611.0,0.011855443025213097,0.7590775277042496,44180535.63
569,LA,1999,4460811.0,3.8608333333333333,0.0,70.44166666666668,213475.29999999996,2898947.0,4021156.0,-1122209.0,21.0,0.0116218777258216,801826.0,71113284.0,89941753.0,0.0089149474327012,0.7906593059176865,47693001.75
570,LA,2000,4471885.0,3.2416666666666667,0.0,70.06666666666666,206556.1,2746409.0,4327069.0,-1580660.0,21.0,0.01159309776526,532290.0,71694467.0,92865635.0,0.005731829648287,0.7720236554673857,54064749.707
571,LA,2001,4477875.0,5.795000000000001,0.0,69.425,210534.70000000004,2761293.0,3818700.0,-1057407.0,20.0,0.0115775898165982,732217.0,65790839.0,87894377.0,0.0083306466806175,0.7485215920012722,46599239.156
572,LA,2002,4497267.0,5.210833333333333,0.0,69.45833333333333,214856.1,2559795.0,3952588.0,-1392793.0,21.0,0.0115276678035793,891441.0,71816290.0,94970964.0,0.0093864583705815,0.7561920715051392,46890296.084
573,LA,2003,4521042.0,5.524166666666667,0.0,69.72500000000001,223576.0,2486714.0,3804204.0,-1317490.0,25.0,0.0114670467560354,891991.0,71261076.0,94885040.0,0.0094007548502904,0.7510254092742122,46868329.199
574,LA,2004,4552238.0,6.608333333333333,0.0,69.625,234620.79999999996,2501030.0,4005145.0,-1504115.0,24.0,0.0113884643114002,1098825.0,73730664.0,98172309.0,0.0111928201668354,0.751033206318902,50045023.672
575,LA,2005,4576628.0,4.4174999999999995,0.0,70.39166666666667,249560.9,2321934.0,3849745.0,-1527811.0,24.0,0.0113277723249519,810948.0,70796353.0,92616878.0,0.0087559418705519,0.7644001237009954,50379591.978
576,LA,2006,4302665.0,3.8241666666666667,0.0,70.66666666666667,247139.70000000004,2376258.0,4021804.0,-1645546.0,28.0,0.0120490440227161,713215.0,68200636.0,90921829.0,0.0078442658693106,0.7501018924729287,47564490.365
577,LA,2007,4375581.0,4.444166666666667,0.0,70.06666666666666,234216.4,2390799.0,4275768.0,-1884969.0,27.0,0.0118482551231482,826642.0,69216831.0,92578329.0,0.0089291091006838,0.7476569489604851,47548399.563
578,LA,2008,4435586.0,4.506666666666667,0.0,69.875,237061.6,2300506.0,4215374.0,-1914868.0,29.0,0.011687970879157702,1064373.0,71749441.0,92453141.0,0.0115125672149959,0.7760627732485584,48205078.252000004
579,LA,2009,4491648.0,6.609999999999999,0.0,70.28333333333333,241868.79999999996,2456635.0,4021354.0,-1564719.0,28.0,0.0115420887834487,1236351.0,68928109.0,90993676.0,0.0135872189623375,0.7575043896457156,46758297.138000004
580,LA,2010,4544804.0,4.4925,0.0,68.96666666666667,253466.9,3166761.0,4112605.0,-945844.0,27.0,0.011407092583090398,1108794.0,78548672.0,102884940.0,0.0107770291745322,0.7634613190229785,52660501.306
581,LA,2011,4577089.0,4.5525,0.0,71.00833333333334,241235.9,3974355.0,4125163.0,-150808.0,28.0,0.011326631402622902,1044019.0,83657460.0,105490737.0,0.0098967836389274,0.7930313350640446,56122511.908
582,LA,2012,4603590.0,5.690833333333333,0.0,71.90833333333333,242416.79999999996,3792696.0,3996789.0,-204093.0,28.0,0.011261428580737998,679944.0,83015473.0,103407706.0,0.0065753706981953,0.8027977431391816,53205808.776
583,LA,2013,4628239.0,5.531666666666666,0.0,69.38333333333334,236482.29999999996,3231342.0,3905340.0,-673998.0,26.0,0.011201452647540402,1044561.0,78299086.0,102010177.0,0.0102397724493704,0.7675615149653158,51247055.16
584,LA,2014,4648813.0,4.5625,0.0,68.81666666666666,243042.9,2848547.0,3922264.0,-1073717.0,25.0,0.0111518789850226,1090038.0,80572657.0,104229402.0,0.0104580663333365,0.7730319416012769,50693017.495000005
585,LA,2015,4670550.0,5.947500000000001,0.0,71.74166666666666,239584.1,2635513.0,3896151.0,-1260638.0,24.0,0.0110999775187076,999036.0,85618875.0,107812354.0,0.0092664334181962,0.7941471623929109,50904839.107999995
586,LA,2016,4685576.0,5.896666666666667,0.0,72.96666666666667,235554.20000000004,2615525.0,4012216.0,-1396691.0,24.0,0.0110643814122319,1103023.0,83312016.0,107268804.0,0.0102827938680103,0.7766658421958356,47993816.95
587,LA,2017,4678580.0,6.035,0.0,71.40833333333333,239830.70000000004,2886254.0,4180324.0,-1294070.0,27.0,0.011080926263951801,908660.0,75886770.0,97719213.0,0.009298683156607,0.776579831849444,44279636.396
588,LA,2018,4670033.0,5.134166666666666,0.0,71.70833333333333,245220.29999999996,3583560.0,4220852.0,-637292.0,25.0,0.0111012063512185,1181373.0,77946292.0,102128485.0,0.0115675171329526,0.7632179406166654,44497727.79
589,LA,2019,4664544.0,5.2124999999999995,0.0,72.27499999999999,246674.4,3923046.0,4257463.0,-334417.0,26.0,0.011114269690670702,1367170.0,80130303.0,100174762.0,0.0136478487465735,0.7999050998494012,41893883.666
590,LA,2020,,,,,228951.29999999996,3870550.0,4177587.0,-307037.0,29.0,,1243104.0,78128703.0,100773772.0,0.012335590653488599,0.7752880680103947,38286765.639
591,LA,2021,,,,,237839.20000000004,4106785.0,4256425.0,-149640.0,,,1255571.0,75729839.0,98715313.0,0.0127191107624811,0.7671539166370267,40316676.685
592,LA,2022,,,,,236854.1,4786753.0,4245986.0,540767.0,,,1112239.0,83554504.0,105504849.0,0.0105420652277318,0.7919494202583998,43807780.052
593,LA,2023,,,,,248615.5,,,,,,999277.0,80280522.0,97784565.0,0.0102191690477939,0.8209938040834972,38922757.596
594,LA,2024,,,,,,,,,,,,,,,,38143444.044
595,MA,1990,6022639.0,3.875833333333333,2.475,53.18333333333333,,110174.0,1405515.0,-1295341.0,,0.0017525539883761,1249242.0,32600387.0,39811011.0,0.0313793086038432,0.818878651436408,27843420.25036
596,MA,1991,6018470.0,3.5241666666666664,1.9749999999999999,53.40833333333333,,105052.0,1365471.0,-1260419.0,,0.0017537679842219,1114929.0,34475280.0,41019791.0,0.027180270128631296,0.8404547941260841,28562816.41642
597,MA,1992,6028709.0,3.6466666666666665,2.216666666666667,50.15833333333333,,111077.0,1433608.0,-1322531.0,,0.0017507894310372998,1010856.0,33270410.0,40087655.0,0.0252161419768754,0.8299415368646533,26920974.17306
598,MA,1993,6060569.0,3.6041666666666665,7.108333333333333,51.59166666666667,,109233.0,1435011.0,-1325778.0,,0.0017415856497962,882373.0,30572354.0,37079208.0,0.023796975383077196,0.8245147523107829,24212186.23912
599,MA,1994,6095241.0,3.9725,7.191666666666667,52.150000000000006,,107326.0,1440816.0,-1333490.0,,0.0017316788622467,937917.0,31738464.0,37939064.0,0.024721669464486496,0.8365642336352842,24586664.09463
600,MA,1995,6141445.0,2.9283333333333332,3.4583333333333335,51.43333333333333,,113682.0,1425706.0,-1312024.0,,0.0017186509038182001,868649.0,31084768.0,37654481.0,0.023068940984739595,0.8255263961811079,23624026.69242
601,MA,1996,6179756.0,4.3775,7.183333333333334,50.85833333333333,,126114.0,1443362.0,-1317248.0,,0.0017079962380390998,1188625.0,30027162.0,37954020.0,0.0313174994374772,0.7911457600538757,23012382.431169998
602,MA,1997,6226058.0,2.535833333333333,4.733333333333333,50.916666666666664,322389.9,110526.0,1443663.0,-1333137.0,10.0,0.0016952941973877999,1031687.0,37965043.0,44965328.0,0.0229440559179285,0.8443181599831764,26116285.894
603,MA,1998,6271838.0,4.473333333333334,1.2249999999999999,53.00833333333333,335504.4,119201.0,1418374.0,-1299173.0,11.0,0.0016829197437816,1029741.0,37355952.0,45683616.0,0.0225407069352828,0.8177100516736678,27436263.705
604,MA,1999,6317345.0,3.160833333333333,2.975,52.76666666666667,353837.9000000001,105737.0,1436226.0,-1330489.0,24.0,0.0016707968299974,974568.0,33516196.0,40575392.0,0.0240186958637392,0.8260227282585465,24133630.721
605,MA,2000,6361104.0,3.8033333333333332,2.4166666666666665,50.60833333333333,382599.5999999999,119709.0,1523680.0,-1403971.0,27.0,0.0016593031649851,1065159.0,30624013.0,38697881.0,0.0275249954900631,0.7913614959950909,21470002.385
606,MA,2001,6397634.0,2.561666666666667,3.875,52.525,388180.8,96843.0,1507342.0,-1410499.0,28.0,0.0016498286710368,702505.0,31259909.0,38478434.0,0.0182571099437154,0.812400759344832,21571461.969
607,MA,2002,6417206.0,3.4258333333333333,2.066666666666667,52.84166666666667,388451.5999999999,101030.0,1518553.0,-1417523.0,30.0,0.0016447968165584001,875076.0,34172131.0,42027818.0,0.0208213521815479,0.8130836342728999,21486934.431
608,MA,2003,6422565.0,3.6983333333333337,6.483333333333333,50.175000000000004,397069.9000000001,94985.0,1486082.0,-1391097.0,29.0,0.001643424395082,1075182.0,40779459.0,48385024.0,0.0222213799046581,0.8428115898010095,23847340.055
609,MA,2004,6412281.0,3.7175,2.4166666666666665,50.775,407886.0,106387.0,1485390.0,-1379003.0,26.0,0.0016460601149575003,998281.0,39031241.0,47500483.0,0.021016228403403798,0.8217019814303783,23838827.943
610,MA,2005,6403290.0,3.6391666666666667,7.283333333333332,50.98333333333333,417075.5999999999,91043.0,1491334.0,-1400291.0,23.0,0.0016483713840853,1041950.0,39429457.0,47515443.0,0.021928660120037097,0.8298240426801872,26290987.358
611,MA,2006,6410084.0,4.406666666666667,2.4083333333333337,53.11666666666667,426926.0999999999,96514.0,1416946.0,-1320432.0,22.0,0.0016466242876067999,1512645.0,36773263.0,45597775.0,0.0331736581445037,0.8064705569515179,23070167.408999998
612,MA,2007,6431559.0,3.2908333333333335,3.5999999999999996,51.59166666666667,440373.8,86736.0,1446750.0,-1360014.0,24.0,0.0016411262028382,797482.0,40000994.0,47075975.0,0.0169403182833706,0.8497114292375251,25044476.011
613,MA,2008,6468967.0,4.5424999999999995,4.133333333333334,52.01666666666667,447526.8,96536.0,1421073.0,-1324537.0,23.0,0.0016316360865652,1159563.0,34251121.0,42505478.0,0.0272803190214682,0.8058048659045781,21189865.14
614,MA,2009,6517613.0,3.625833333333333,4.658333333333333,50.80833333333334,441307.5999999999,97983.0,1360006.0,-1262023.0,30.0,0.0016194579211745,1207075.0,30913024.0,38966651.0,0.0309771296486321,0.7933200110012019,18661144.369
615,MA,2010,6569724.0,4.139166666666667,3.533333333333333,53.75833333333333,462330.8,105755.0,1416658.0,-1310903.0,29.0,0.0016066123934581997,1019335.0,34183378.0,42804824.0,0.023813554285376803,0.7985870471047841,19808042.981
616,MA,2011,6630673.0,4.366666666666666,5.0,53.31666666666666,472664.3,98165.0,1387947.0,-1289782.0,27.0,0.0015918444477657,1214911.0,30194982.0,38054821.0,0.0319252848410455,0.7934600979991471,15638213.033
