state,date,monthly_population,yearly_population,year,month,monthly_emissions,prcp,snow,tavg,gdp_rel_2017,yearly_gdp_rel_2017,gdp_rel_2017_interp,monthly_energy_prod,monthly_energy_use,yearly_energy_prod,yearly_energy_use,monthly_energy_flow,yearly_energy_flow,monthly_num_plants,yearly_num_plants
DE,1993-04-01,,,1993,4,610112.801183376,4.42,0.0,53.2,,,,168.27777777777777,21848.0,2492.0,265800.0,-21679.722222222223,-263308.0,,
DE,1993-05-01,,,1993,5,590927.1219929012,1.8,0.0,64.3,,,,173.20138888888889,21885.75,2492.0,265800.0,-21712.54861111111,-263308.0,,
DE,1993-06-01,,,1993,6,764307.1519931421,0.95,0.0,72.5,,,,178.125,21923.5,2492.0,265800.0,-21745.375,-263308.0,,
DE,1993-07-01,,,1993,7,1035832.265423654,3.16,0.0,79.6,,,,183.04861111111111,21961.25,2492.0,265800.0,-21778.20138888889,-263308.0,,
DE,1993-08-01,,,1993,8,934945.8581760916,4.79,0.0,76.2,,,,187.97222222222223,21999.0,2492.0,265800.0,-21811.027777777777,-263308.0,,
DE,1993-09-01,,,1993,9,660572.0908063396,3.7,0.0,69.8,,,,192.8958333333333,22036.75,2492.0,265800.0,-21843.854166666668,-263308.0,,
DE,1993-10-01,,,1993,10,586786.2489091855,3.63,0.0,57.6,,,,197.81944444444449,22074.5,2492.0,265800.0,-21876.680555555555,-263308.0,,
DE,1993-11-01,,,1993,11,520488.07549914217,3.32,0.0,48.3,,,,202.74305555555557,22112.25,2492.0,265800.0,-21909.506944444445,-263308.0,,
DE,1993-12-01,,,1993,12,611148.9663886124,4.32,3.1,36.8,,,,207.66666666666663,22150.0,2492.0,265800.0,-21942.33333333333,-263308.0,,
FL,1993-01-01,,,1993,1,7963621.557334071,3.86,0.0,59.1,,,,44541.131944444445,275802.15972222225,531541.0,3338698.0,-231261.0277777778,-2807157.0,,
FL,1993-02-01,,,1993,2,6877274.035551849,2.89,0.0,53.3,,,,44518.76388888889,276022.4027777778,531541.0,3338698.0,-231503.63888888893,-2807157.0,,
FL,1993-03-01,,,1993,3,7354900.564167006,5.98,0.0,60.2,,,,44496.395833333336,276242.6458333334,531541.0,3338698.0,-231746.25000000003,-2807157.0,,
FL,1993-04-01,,,1993,4,7724008.550186617,0.85,0.0,63.4,,,,44474.02777777778,276462.8888888889,531541.0,3338698.0,-231988.8611111111,-2807157.0,,
FL,1993-05-01,,,1993,5,9266991.140523098,1.6,0.0,72.8,,,,44451.65972222223,276683.13194444444,531541.0,3338698.0,-232231.47222222225,-2807157.0,,
FL,1993-06-01,,,1993,6,9973415.565724315,2.52,0.0,80.6,,,,44429.29166666667,276903.375,531541.0,3338698.0,-232474.0833333333,-2807157.0,,
FL,1993-07-01,,,1993,7,10743420.042243753,7.54,0.0,84.1,,,,44406.92361111111,277123.6180555556,531541.0,3338698.0,-232716.69444444444,-2807157.0,,
FL,1993-08-01,,,1993,8,10891230.746103542,2.96,0.0,81.9,,,,44384.55555555556,277343.8611111111,531541.0,3338698.0,-232959.3055555556,-2807157.0,,
FL,1993-09-01,,,1993,9,9793549.698069291,7.61,0.0,79.6,,,,44362.1875,277564.1041666666,531541.0,3338698.0,-233201.91666666663,-2807157.0,,
FL,1993-10-01,,,1993,10,8877899.095160022,8.84,0.0,69.8,,,,44339.819444444445,277784.3472222222,531541.0,3338698.0,-233444.52777777772,-2807157.0,,
FL,1993-11-01,,,1993,11,7270598.22048214,3.58,0.0,61.6,,,,44317.45138888889,278004.5902777777,531541.0,3338698.0,-233687.13888888888,-2807157.0,,
FL,1993-12-01,,,1993,12,7650360.768264288,1.9,0.0,51.4,,,,44295.083333333336,278224.8333333333,531541.0,3338698.0,-233929.75,-2807157.0,,
GA,1993-01-01,,,1993,1,5188428.516467742,3.94,0.0,47.0,,,,41142.97916666667,185911.01388888888,495319.0,2373461.0,-144768.0347222222,-1878142.0,,
GA,1993-02-01,,,1993,2,4461401.8447316745,4.44,0.0,45.1,,,,41155.125,186990.77777777775,495319.0,2373461.0,-145835.65277777778,-1878142.0,,
GA,1993-03-01,,,1993,3,4631403.395665815,5.73,4.2,51.7,,,,41167.270833333336,188070.54166666663,495319.0,2373461.0,-146903.2708333333,-1878142.0,,
GA,1993-04-01,,,1993,4,4544208.272921335,2.77,0.0,59.4,,,,41179.41666666667,189150.3055555556,495319.0,2373461.0,-147970.88888888888,-1878142.0,,
GA,1993-05-01,,,1993,5,5528838.741890165,4.87,0.0,71.1,,,,41191.5625,190230.06944444444,495319.0,2373461.0,-149038.50694444444,-1878142.0,,
GA,1993-06-01,,,1993,6,6302636.886832397,6.02,0.0,79.3,,,,41203.708333333336,191309.8333333333,495319.0,2373461.0,-150106.12499999997,-1878142.0,,
GA,1993-07-01,,,1993,7,6987985.799496864,3.05,0.0,85.3,,,,41215.85416666667,192389.59722222225,495319.0,2373461.0,-151173.74305555556,-1878142.0,,
GA,1993-08-01,,,1993,8,6987158.791687988,2.96,0.0,82.1,,,,41228.0,193469.3611111111,495319.0,2373461.0,-152241.3611111111,-1878142.0,,
GA,1993-09-01,,,1993,9,5806812.320856906,3.91,0.0,76.7,,,,41240.145833333336,194549.125,495319.0,2373461.0,-153308.97916666666,-1878142.0,,
GA,1993-10-01,,,1993,10,4759972.644842717,3.83,0.0,63.2,,,,41252.29166666667,195628.88888888888,495319.0,2373461.0,-154376.5972222222,-1878142.0,,
GA,1993-11-01,,,1993,11,4265769.381688538,4.01,0.0,53.8,,,,41264.4375,196708.65277777775,495319.0,2373461.0,-155444.21527777778,-1878142.0,,
GA,1993-12-01,,,1993,12,4923658.423217853,2.54,2.8,45.2,,,,41276.583333333336,197788.41666666663,495319.0,2373461.0,-156511.8333333333,-1878142.0,,
IA,1993-01-01,,,1993,1,2818988.496627672,1.59,11.1,21.3,,,,11247.083333333334,81179.84722222222,138529.0,1033373.0,-69932.76388888889,-894844.0,,
IA,1993-02-01,,,1993,2,2467922.602835334,1.53,10.1,21.5,,,,11274.083333333334,81628.44444444444,138529.0,1033373.0,-70354.36111111111,-894844.0,,
IA,1993-03-01,,,1993,3,2341872.5523407264,3.22,5.1,34.0,,,,11301.083333333334,82077.04166666667,138529.0,1033373.0,-70775.95833333334,-894844.0,,
IA,1993-04-01,,,1993,4,2012211.2529684252,2.96,1.5,47.1,,,,11328.083333333334,82525.63888888889,138529.0,1033373.0,-71197.55555555556,-894844.0,,
IA,1993-05-01,,,1993,5,2185276.5076605803,7.52,0.0,60.9,,,,11355.083333333334,82974.23611111111,138529.0,1033373.0,-71619.15277777778,-894844.0,,
IA,1993-06-01,,,1993,6,2684965.0237581097,7.68,0.0,69.0,,,,11382.083333333334,83422.83333333334,138529.0,1033373.0,-72040.75000000001,-894844.0,,
IA,1993-07-01,,,1993,7,3256306.33667316,9.76,0.0,73.8,,,,11409.083333333334,83871.43055555556,138529.0,1033373.0,-72462.34722222223,-894844.0,,
IA,1993-08-01,,,1993,8,3173961.3082398954,12.24,0.0,73.8,,,,11436.083333333334,84320.02777777778,138529.0,1033373.0,-72883.94444444445,-894844.0,,
IA,1993-09-01,,,1993,9,2561656.595102488,5.8,0.0,59.2,,,,11463.083333333334,84768.625,138529.0,1033373.0,-73305.54166666667,-894844.0,,
IA,1993-10-01,,,1993,10,2344686.00721034,1.7,0.2,50.3,,,,11490.083333333334,85217.22222222222,138529.0,1033373.0,-73727.13888888889,-894844.0,,
IA,1993-11-01,,,1993,11,2297332.913503518,1.06,0.9,36.4,,,,11517.083333333334,85665.81944444445,138529.0,1033373.0,-74148.73611111112,-894844.0,,
IA,1993-12-01,,,1993,12,2686946.984159749,0.86,2.0,28.3,,,,11544.083333333334,86114.41666666667,138529.0,1033373.0,-74570.33333333334,-894844.0,,
ID,1993-01-01,,,1993,1,10.015705383887637,1.97,0.0,24.9,,,,4155.888888888889,30891.0,59217.0,366600.0,-26735.11111111111,-307383.0,,
ID,1993-02-01,,,1993,2,8.218781826079935,1.33,0.0,28.1,,,,4226.694444444444,30860.0,59217.0,366600.0,-26633.305555555555,-307383.0,,
ID,1993-03-01,,,1993,3,7.144935676975986,4.23,0.8,40.7,,,,4297.5,30829.0,59217.0,366600.0,-26531.5,-307383.0,,
ID,1993-04-01,,,1993,4,4.513751384125408,2.41,0.0,47.9,,,,4368.305555555556,30798.0,59217.0,366600.0,-26429.694444444445,-307383.0,,
ID,1993-05-01,,,1993,5,3.656127228689951,0.96,0.0,61.8,,,,4439.111111111111,30767.0,59217.0,366600.0,-26327.88888888889,-307383.0,,
ID,1993-06-01,,,1993,6,5.65354506417847,2.23,0.0,61.1,,,,4509.916666666667,30736.0,59217.0,366600.0,-26226.08333333333,-307383.0,,
ID,1993-07-01,,,1993,7,12.640125900258582,0.28,0.0,63.8,,,,4580.722222222223,30705.0,59217.0,366600.0,-26124.277777777777,-307383.0,,
ID,1993-08-01,,,1993,8,14.48976871197915,0.5,0.0,67.0,,,,4651.527777777777,30674.0,59217.0,366600.0,-26022.472222222223,-307383.0,,
ID,1993-09-01,,,1993,9,11.722280131241058,0.0,0.0,62.0,,,,4722.333333333333,30643.0,59217.0,366600.0,-25920.666666666668,-307383.0,,
ID,1993-10-01,,,1993,10,8.669725340009197,0.29,0.0,52.7,,,,4793.138888888889,30612.0,59217.0,366600.0,-25818.86111111111,-307383.0,,
ID,1993-11-01,,,1993,11,9.991571909484264,0.63,0.0,32.6,,,,4863.944444444444,30581.0,59217.0,366600.0,-25717.055555555555,-307383.0,,
ID,1993-12-01,,,1993,12,11.310061443090351,1.13,0.0,34.0,,,,4934.75,30550.0,59217.0,366600.0,-25615.25,-307383.0,,
IL,1993-01-01,,,1993,1,6390255.538622145,2.77,0.0,26.4,,,,194422.51388888888,304851.1736111111,1974593.0,3752683.0,-110428.65972222223,-1778090.0,,
IL,1993-02-01,,,1993,2,5611021.85563507,0.8,4.3,25.0,,,,191706.77777777775,305566.84722222225,1974593.0,3752683.0,-113860.06944444448,-1778090.0,,
IL,1993-03-01,,,1993,3,5448029.794860291,1.87,2.0,33.7,,,,188991.04166666663,306282.5208333333,1974593.0,3752683.0,-117291.47916666666,-1778090.0,,
IL,1993-04-01,,,1993,4,4763257.458519921,4.52,0.0,46.9,,,,186275.3055555556,306998.19444444444,1974593.0,3752683.0,-120722.88888888888,-1778090.0,,
IL,1993-05-01,,,1993,5,5065034.398121455,2.9,0.0,61.8,,,,183559.56944444444,307713.8680555556,1974593.0,3752683.0,-124154.29861111112,-1778090.0,,
IL,1993-06-01,,,1993,6,6244794.526446066,11.69,0.0,69.0,,,,180843.8333333333,308429.5416666666,1974593.0,3752683.0,-127585.70833333331,-1778090.0,,
IL,1993-07-01,,,1993,7,7324796.493660845,4.35,0.0,75.0,,,,178128.09722222222,309145.2152777777,1974593.0,3752683.0,-131017.11805555552,-1778090.0,,
IL,1993-08-01,,,1993,8,7159980.769799627,6.83,0.0,73.2,,,,175412.3611111111,309860.8888888889,1974593.0,3752683.0,-134448.52777777778,-1778090.0,,
IL,1993-09-01,,,1993,9,5895424.965019861,6.42,0.0,59.8,,,,172696.625,310576.5625,1974593.0,3752683.0,-137879.9375,-1778090.0,,
IL,1993-10-01,,,1993,10,5478927.7386391135,2.33,0.0,51.7,,,,169980.88888888888,311292.2361111111,1974593.0,3752683.0,-141311.34722222225,-1778090.0,,
IL,1993-11-01,,,1993,11,5450142.247935989,1.5,0.3,38.9,,,,167265.15277777778,312007.9097222222,1974593.0,3752683.0,-144742.7569444444,-1778090.0,,
IL,1993-12-01,,,1993,12,6060603.097649603,1.16,1.6,29.3,,,,164549.41666666666,312723.5833333333,1974593.0,3752683.0,-148174.16666666666,-1778090.0,,
IN,1993-01-01,,,1993,1,9954968.277281512,3.28,0.0,33.0,,,,62651.73611111111,205479.0625,720315.0,2566462.0,-142827.32638888888,-1846147.0,,
IN,1993-02-01,,,1993,2,8714550.018108528,2.61,13.7,28.2,,,,62413.05555555556,206242.0416666667,720315.0,2566462.0,-143828.98611111112,-1846147.0,,
IN,1993-03-01,,,1993,3,8545718.638741594,2.67,1.3,38.4,,,,62174.375,207005.0208333333,720315.0,2566462.0,-144830.64583333334,-1846147.0,,
IN,1993-04-01,,,1993,4,7744095.680228533,5.02,0.0,50.8,,,,61935.694444444445,207768.0,720315.0,2566462.0,-145832.30555555556,-1846147.0,,
IN,1993-05-01,,,1993,5,8249658.452335801,4.71,0.0,64.4,,,,61697.01388888889,208530.9791666667,720315.0,2566462.0,-146833.9652777778,-1846147.0,,
IN,1993-06-01,,,1993,6,9378575.31113132,7.87,0.0,70.6,,,,61458.33333333333,209293.9583333333,720315.0,2566462.0,-147835.625,-1846147.0,,
IN,1993-07-01,,,1993,7,10469210.09870962,3.17,0.0,78.8,,,,61219.652777777774,210056.9375,720315.0,2566462.0,-148837.28472222222,-1846147.0,,
IN,1993-08-01,,,1993,8,10387628.118244678,8.22,0.0,76.1,,,,60980.97222222222,210819.9166666667,720315.0,2566462.0,-149838.94444444447,-1846147.0,,
IN,1993-09-01,,,1993,9,8753995.884062145,10.2,0.0,63.5,,,,60742.29166666666,211582.8958333333,720315.0,2566462.0,-150840.6041666667,-1846147.0,,
IN,1993-10-01,,,1993,10,8311123.1254094355,7.77,2.3,52.8,,,,60503.61111111111,212345.875,720315.0,2566462.0,-151842.26388888888,-1846147.0,,
IN,1993-11-01,,,1993,11,8380520.017838848,7.75,0.0,43.0,,,,60264.93055555556,213108.8541666667,720315.0,2566462.0,-152843.92361111112,-1846147.0,,
IN,1993-12-01,,,1993,12,9446708.293057973,2.42,2.7,33.3,,,,60026.25,213871.8333333333,720315.0,2566462.0,-153845.58333333334,-1846147.0,,
KS,1993-01-01,,,1993,1,2922968.109770345,1.13,7.7,28.6,,,,95284.84027777778,88307.77777777778,1144508.0,1085811.0,6977.0625,58697.0,,
KS,1993-02-01,,,1993,2,2472680.8544068355,2.25,5.1,32.1,,,,95293.09722222222,88505.63888888889,1144508.0,1085811.0,6787.4583333333285,58697.0,,
KS,1993-03-01,,,1993,3,2330150.387084096,1.75,2.2,43.1,,,,95301.35416666666,88703.5,1144508.0,1085811.0,6597.854166666657,58697.0,,
KS,1993-04-01,,,1993,4,2159440.283385604,2.11,0.0,52.5,,,,95309.61111111112,88901.36111111111,1144508.0,1085811.0,6408.25,58697.0,,
KS,1993-05-01,,,1993,5,2455786.71512547,9.62,0.0,63.4,,,,95317.86805555556,89099.22222222222,1144508.0,1085811.0,6218.645833333343,58697.0,,
KS,1993-06-01,,,1993,6,2959970.017905205,4.44,0.0,74.5,,,,95326.125,89297.08333333334,1144508.0,1085811.0,6029.041666666657,58697.0,,
KS,1993-07-01,,,1993,7,3464504.6646827883,6.21,0.0,81.7,,,,95334.38194444444,89494.94444444445,1144508.0,1085811.0,5839.437499999985,58697.0,,
KS,1993-08-01,,,1993,8,3351343.9361607973,1.31,0.0,81.0,,,,95342.63888888888,89692.80555555556,1144508.0,1085811.0,5649.8333333333285,58697.0,,
KS,1993-09-01,,,1993,9,2767513.3098158976,1.78,0.0,67.4,,,,95350.89583333334,89890.66666666667,1144508.0,1085811.0,5460.229166666672,58697.0,,
KS,1993-10-01,,,1993,10,2476638.750458641,1.68,0.0,55.3,,,,95359.15277777778,90088.52777777778,1144508.0,1085811.0,5270.625,58697.0,,
KS,1993-11-01,,,1993,11,2442012.494617099,0.55,0.0,40.7,,,,95367.40972222222,90286.38888888888,1144508.0,1085811.0,5081.0208333333285,58697.0,,
KS,1993-12-01,,,1993,12,2779205.0407172143,0.3,0.1,37.8,,,,95375.66666666669,90484.25,1144508.0,1085811.0,4891.416666666672,58697.0,,
KY,1993-01-01,,,1993,1,7970244.030027773,3.5,0.0,38.4,,,,354334.2291666666,130028.93055555556,4110493.0,1599201.0,224305.29861111107,2511292.0,,
KY,1993-02-01,,,1993,2,6955856.177077979,4.2,15.9,34.0,,,,353262.125,130323.27777777778,4110493.0,1599201.0,222938.84722222225,2511292.0,,
KY,1993-03-01,,,1993,3,6862880.534376392,5.2,1.1,44.0,,,,352190.0208333333,130617.625,4110493.0,1599201.0,221572.3958333333,2511292.0,,
KY,1993-04-01,,,1993,4,6107098.608074746,3.57,0.0,54.9,,,,351117.9166666666,130911.97222222222,4110493.0,1599201.0,220205.9444444444,2511292.0,,
KY,1993-05-01,,,1993,5,6696953.181805021,2.8,0.0,66.8,,,,350045.8125,131206.31944444444,4110493.0,1599201.0,218839.4930555556,2511292.0,,
KY,1993-06-01,,,1993,6,7572653.134188708,4.05,0.0,74.5,,,,348973.7083333333,131500.66666666666,4110493.0,1599201.0,217473.04166666663,2511292.0,,
KY,1993-07-01,,,1993,7,8295858.737919769,4.58,0.0,81.9,,,,347901.6041666666,131795.01388888888,4110493.0,1599201.0,216106.59027777772,2511292.0,,
KY,1993-08-01,,,1993,8,8269996.047842723,5.74,0.0,79.0,,,,346829.5,132089.36111111112,4110493.0,1599201.0,214740.13888888888,2511292.0,,
KY,1993-09-01,,,1993,9,7091028.892733842,3.9,0.0,68.0,,,,345757.3958333333,132383.70833333334,4110493.0,1599201.0,213373.6875,2511292.0,,
KY,1993-10-01,,,1993,10,6537005.714069703,4.03,2.4,55.8,,,,344685.2916666666,132678.05555555556,4110493.0,1599201.0,212007.23611111107,2511292.0,,
KY,1993-11-01,,,1993,11,6458978.61219781,3.26,0.0,45.8,,,,343613.1875,132972.40277777778,4110493.0,1599201.0,210640.78472222225,2511292.0,,
KY,1993-12-01,,,1993,12,7457531.528395531,2.57,3.6,36.5,,,,342541.0833333333,133266.75,4110493.0,1599201.0,209274.3333333333,2511292.0,,
LA,1993-01-01,,,1993,1,3448049.030885039,6.22,0.0,57.1,,,,253737.44444444444,318207.9513888889,3073739.0,3875810.0,-64470.50694444444,-802071.0,,
LA,1993-02-01,,,1993,2,2906931.6930510653,2.34,0.0,54.7,,,,253956.3055555556,318642.1527777777,3073739.0,3875810.0,-64685.84722222219,-802071.0,,
LA,1993-03-01,,,1993,3,2850380.683503383,5.65,0.0,58.8,,,,254175.1666666667,319076.3541666667,3073739.0,3875810.0,-64901.1875,-802071.0,,
LA,1993-04-01,,,1993,4,2763344.697747919,6.83,0.0,64.0,,,,254394.02777777775,319510.5555555556,3073739.0,3875810.0,-65116.52777777778,-802071.0,,
LA,1993-05-01,,,1993,5,3489022.2732190173,7.23,0.0,71.9,,,,254612.88888888888,319944.75694444444,3073739.0,3875810.0,-65331.86805555556,-802071.0,,
LA,1993-06-01,,,1993,6,3936263.95057936,4.96,0.0,80.4,,,,254831.75,320378.9583333334,3073739.0,3875810.0,-65547.20833333337,-802071.0,,
LA,1993-07-01,,,1993,7,4360570.41891407,5.76,0.0,83.2,,,,255050.61111111112,320813.15972222225,3073739.0,3875810.0,-65762.54861111112,-802071.0,,
LA,1993-08-01,,,1993,8,4377057.467573408,2.27,0.0,83.6,,,,255269.47222222225,321247.3611111111,3073739.0,3875810.0,-65977.8888888889,-802071.0,,
LA,1993-09-01,,,1993,9,3719933.4862647257,2.47,0.0,79.7,,,,255488.3333333333,321681.5625,3073739.0,3875810.0,-66193.22916666669,-802071.0,,
LA,1993-10-01,,,1993,10,3176519.484969154,3.68,0.0,69.8,,,,255707.19444444444,322115.7638888889,3073739.0,3875810.0,-66408.56944444444,-802071.0,,
LA,1993-11-01,,,1993,11,2997903.813966114,2.43,0.0,58.0,,,,255926.0555555556,322549.9652777778,3073739.0,3875810.0,-66623.90972222225,-802071.0,,
LA,1993-12-01,,,1993,12,3311893.609626739,2.9,0.0,52.2,,,,256144.91666666663,322984.1666666667,3073739.0,3875810.0,-66839.25000000003,-802071.0,,
MA,1993-01-01,,,1993,1,2256015.8222753108,2.17,12.9,32.4,,,,9243.611111111111,119477.07638888888,109233.0,1435011.0,-110233.46527777778,-1325778.0,,
MA,1993-02-01,,,1993,2,1948750.351883612,4.95,19.6,27.1,,,,9230.805555555557,119486.81944444444,109233.0,1435011.0,-110256.01388888888,-1325778.0,,
MA,1993-03-01,,,1993,3,1905615.8771063052,7.67,39.0,36.4,,,,9218.0,119496.5625,109233.0,1435011.0,-110278.5625,-1325778.0,,
MA,1993-04-01,,,1993,4,1727998.514961092,4.87,2.2,48.3,,,,9205.194444444443,119506.30555555556,109233.0,1435011.0,-110301.11111111112,-1325778.0,,
MA,1993-05-01,,,1993,5,1681175.546584386,1.04,0.0,60.3,,,,9192.388888888889,119516.04861111112,109233.0,1435011.0,-110323.65972222222,-1325778.0,,
MA,1993-06-01,,,1993,6,1990275.2122576127,1.75,0.0,69.4,,,,9179.583333333332,119525.79166666666,109233.0,1435011.0,-110346.20833333331,-1325778.0,,
MA,1993-07-01,,,1993,7,2588428.027481062,1.75,0.0,74.7,,,,9166.777777777776,119535.53472222222,109233.0,1435011.0,-110368.75694444444,-1325778.0,,
MA,1993-08-01,,,1993,8,2473853.964822904,1.32,0.0,73.6,,,,9153.972222222224,119545.27777777778,109233.0,1435011.0,-110391.30555555556,-1325778.0,,
MA,1993-09-01,,,1993,9,1927793.2400766355,4.65,0.0,64.8,,,,9141.166666666666,119555.02083333331,109233.0,1435011.0,-110413.85416666666,-1325778.0,,
MA,1993-10-01,,,1993,10,1910027.630493236,3.61,0.0,52.3,,,,9128.361111111111,119564.76388888888,109233.0,1435011.0,-110436.40277777778,-1325778.0,,
MA,1993-11-01,,,1993,11,1779996.3576133535,2.86,0.0,45.6,,,,9115.555555555557,119574.50694444444,109233.0,1435011.0,-110458.95138888888,-1325778.0,,
MA,1993-12-01,,,1993,12,2022255.6935644895,6.61,11.6,34.2,,,,9102.75,119584.25,109233.0,1435011.0,-110481.5,-1325778.0,,
MD,1993-01-01,,,1993,1,2831434.640144197,2.73,1.4,37.8,,,,19293.555555555555,104227.74305555556,251803.0,1298604.0,-84934.1875,-1046801.0,,
MD,1993-02-01,,,1993,2,2443102.412103237,2.84,8.9,31.4,,,,19447.194444444445,104590.40277777778,251803.0,1298604.0,-85143.20833333334,-1046801.0,,
MD,1993-03-01,,,1993,3,2432265.6936725806,8.12,12.7,39.4,,,,19600.833333333336,104953.0625,251803.0,1298604.0,-85352.22916666666,-1046801.0,,
MD,1993-04-01,,,1993,4,1991228.9435185865,3.68,0.0,52.5,,,,19754.472222222223,105315.72222222222,251803.0,1298604.0,-85561.25,-1046801.0,,
MD,1993-05-01,,,1993,5,2183633.0187371536,3.66,0.0,65.0,,,,19908.11111111111,105678.38194444444,251803.0,1298604.0,-85770.27083333333,-1046801.0,,
MD,1993-06-01,,,1993,6,2733440.0849232613,2.56,0.0,72.2,,,,20061.75,106041.04166666666,251803.0,1298604.0,-85979.29166666666,-1046801.0,,
MD,1993-07-01,,,1993,7,3397376.23402957,1.71,0.0,80.1,,,,20215.38888888889,106403.70138888888,251803.0,1298604.0,-86188.3125,-1046801.0,,
MD,1993-08-01,,,1993,8,3139397.3409255133,2.55,0.0,76.6,,,,20369.027777777777,106766.36111111112,251803.0,1298604.0,-86397.33333333333,-1046801.0,,
MD,1993-09-01,,,1993,9,2529345.520664781,4.09,0.0,68.8,,,,20522.666666666664,107129.02083333331,251803.0,1298604.0,-86606.35416666666,-1046801.0,,
MD,1993-10-01,,,1993,10,2124425.9438064806,3.02,0.0,55.5,,,,20676.305555555555,107491.68055555556,251803.0,1298604.0,-86815.375,-1046801.0,,
MD,1993-11-01,,,1993,11,2060167.216353352,3.09,0.0,46.4,,,,20829.944444444445,107854.34027777778,251803.0,1298604.0,-87024.39583333334,-1046801.0,,
MD,1993-12-01,,,1993,12,2441115.035011287,4.45,2.9,36.2,,,,20983.58333333333,108217.0,251803.0,1298604.0,-87233.41666666667,-1046801.0,,
ME,1993-01-01,,,1993,1,143168.93994892703,2.8,17.1,23.4,,,,15936.284722222224,35807.784722222226,196058.0,433680.0,-19871.500000000004,-237622.0,,
ME,1993-02-01,,,1993,2,111719.68071694823,3.85,33.5,16.8,,,,15972.819444444443,35837.98611111111,196058.0,433680.0,-19865.166666666664,-237622.0,,
ME,1993-03-01,,,1993,3,101375.62847383883,6.26,49.0,29.7,,,,16009.354166666666,35868.1875,196058.0,433680.0,-19858.833333333336,-237622.0,,
ME,1993-04-01,,,1993,4,94264.03008670756,5.7,11.1,43.2,,,,16045.888888888889,35898.38888888889,196058.0,433680.0,-19852.5,-237622.0,,
ME,1993-05-01,,,1993,5,102801.739802998,1.15,0.0,54.8,,,,16082.423611111111,35928.59027777778,196058.0,433680.0,-19846.16666666667,-237622.0,,
ME,1993-06-01,,,1993,6,118391.9715756562,2.89,0.0,64.5,,,,16118.958333333332,35958.79166666667,196058.0,433680.0,-19839.83333333334,-237622.0,,
ME,1993-07-01,,,1993,7,151043.13070072007,2.73,0.0,69.8,,,,16155.493055555557,35988.993055555555,196058.0,433680.0,-19833.5,-237622.0,,
ME,1993-08-01,,,1993,8,149267.31859033866,1.21,0.0,69.5,,,,16192.027777777776,36019.194444444445,196058.0,433680.0,-19827.166666666668,-237622.0,,
ME,1993-09-01,,,1993,9,116544.4087347361,4.11,0.0,59.6,,,,16228.5625,36049.395833333336,196058.0,433680.0,-19820.833333333336,-237622.0,,
ME,1993-10-01,,,1993,10,114995.60160986966,3.75,0.2,46.2,,,,16265.097222222224,36079.59722222222,196058.0,433680.0,-19814.5,-237622.0,,
ME,1993-11-01,,,1993,11,114941.30340298534,4.05,0.0,38.9,,,,16301.631944444443,36109.79861111111,196058.0,433680.0,-19808.166666666664,-237622.0,,
ME,1993-12-01,,,1993,12,124860.88114627416,5.41,12.3,29.9,,,,16338.166666666666,36140.0,196058.0,433680.0,-19801.833333333336,-237622.0,,
MI,1993-01-01,,,1993,1,6259818.095750759,,,,,,,50411.15277777778,236479.1180555556,689731.0,2836830.0,-186067.96527777775,-2147099.0,,
MI,1993-02-01,,,1993,2,5452132.964288264,,,,,,,51053.55555555556,236472.15277777775,689731.0,2836830.0,-185418.59722222225,-2147099.0,,
MI,1993-03-01,,,1993,3,5542921.757069669,,,,,,,51695.958333333336,236465.1875,689731.0,2836830.0,-184769.22916666663,-2147099.0,,
MI,1993-04-01,,,1993,4,5118541.806818592,,,,,,,52338.36111111111,236458.22222222225,689731.0,2836830.0,-184119.86111111112,-2147099.0,,
MI,1993-05-01,,,1993,5,5532498.017620149,,,,,,,52980.76388888889,236451.25694444444,689731.0,2836830.0,-183470.4930555556,-2147099.0,,
MI,1993-06-01,,,1993,6,6352842.592837398,,,,,,,53623.16666666667,236444.2916666667,689731.0,2836830.0,-182821.125,-2147099.0,,
MI,1993-07-01,,,1993,7,7250512.895702269,,,,,,,54265.569444444445,236437.3263888889,689731.0,2836830.0,-182171.75694444447,-2147099.0,,
MI,1993-08-01,,,1993,8,7062968.37073847,,,,,,,54907.97222222223,236430.36111111112,689731.0,2836830.0,-181522.3888888889,-2147099.0,,
MI,1993-09-01,,,1993,9,6019629.913477291,,,,,,,55550.375,236423.3958333333,689731.0,2836830.0,-180873.0208333333,-2147099.0,,
MI,1993-10-01,,,1993,10,5738527.207800462,,,,,,,56192.77777777778,236416.4305555556,689731.0,2836830.0,-180223.65277777775,-2147099.0,,
MI,1993-11-01,,,1993,11,5574360.420231393,,,,,,,56835.18055555556,236409.46527777775,689731.0,2836830.0,-179574.28472222222,-2147099.0,,
MI,1993-12-01,,,1993,12,5925007.451375282,,,,,,,57477.583333333336,236402.5,689731.0,2836830.0,-178924.91666666666,-2147099.0,,
MN,1993-01-01,,,1993,1,3107005.96076682,1.8,25.0,11.9,,,,14984.368055555557,119654.38194444444,188067.0,1476438.0,-104670.01388888888,-1288371.0,,
MN,1993-02-01,,,1993,2,2689499.8366368827,0.39,10.0,14.5,,,,15046.902777777776,119961.84722222222,188067.0,1476438.0,-104914.94444444444,-1288371.0,,
