,year,month,state,monthly_num_plants,total_facility_age,total_weighted_facility_age,date,yearly_num_plants
6321,2007,10,MI,36,4077,845786356.4100001,2007-10,33
6322,2007,10,MN,24,2175,339083397.84999996,2007-10,23
6323,2007,10,MO,28,3286,928733483.23,2007-10,26
6324,2007,10,MS,19,1699,297811759.01,2007-10,17
6325,2007,10,MT,5,458,216785876.42,2007-10,5
6326,2007,10,NC,23,2339,780688874.0400001,2007-10,25
6327,2007,10,ND,7,910,308420958.3,2007-10,7
6328,2007,10,NE,11,1148,242625136.76000002,2007-10,13
6329,2007,10,NH,4,409,82582294.57,2007-10,5
6330,2007,10,NJ,32,3548,264590888.53,2007-10,30
6331,2007,10,NM,13,1264,381004208.76000005,2007-10,14
6332,2007,10,NV,10,919,159264787.23,2007-10,9
6333,2007,10,NY,86,8765,618703583.15,2007-10,83
6334,2007,10,OH,37,4417,1815421637.6699998,2007-10,34
6335,2007,10,OK,21,2367,554689902.6899999,2007-10,20
6336,2007,10,OR,7,601,162024157.22,2007-10,7
6337,2007,10,PA,64,6874,1411112972.64,2007-10,62
6338,2007,10,RI,6,606,48683083.79,2007-10,5
6339,2007,10,SC,20,2246,477106953.15,2007-10,20
6340,2007,10,SD,5,473,33152471.31,2007-10,5
6341,2007,10,TN,11,1325,770789238.6,2007-10,9
6342,2007,10,TX,109,11065,2781036281.52,2007-10,106
6343,2007,10,UT,10,943,466136135.79,2007-10,10
6344,2007,10,VA,28,2452,414233735.61,2007-10,27
6345,2007,10,VT,1,130,3883425.0,2007-10,1
6346,2007,10,WA,6,480,160740558.35,2007-10,7
6347,2007,10,WI,33,3762,549553338.38,2007-10,31
6348,2007,10,WV,18,2226,1136936426.44,2007-10,17
6349,2007,10,WY,7,883,551043712.66,2007-10,8
6350,2007,11,AL,20,2164,911617962.35,2007-11,23
6351,2007,11,AR,9,642,263015562.52,2007-11,13
6352,2007,11,AZ,23,2269,709136029.73,2007-11,22
6353,2007,11,CA,86,6184,603200539.37,2007-11,84
6354,2007,11,CO,25,2561,488675873.05,2007-11,25
6355,2007,11,CT,17,1744,47684861.75,2007-11,17
6356,2007,11,DC,1,80,0.0,2007-11,0
6357,2007,11,DE,7,809,86800558.17999999,2007-11,8
6358,2007,11,FL,56,6616,1442088928.54,2007-11,51
6359,2007,11,GA,20,2302,1130160215.94,2007-11,22
6360,2007,11,IA,23,2881,427249308.0,2007-11,24
6361,2007,11,ID,3,240,12179893.490000002,2007-11,4
6362,2007,11,IL,48,5292,1112736507.28,2007-11,47
6363,2007,11,IN,34,4046,1479022933.88,2007-11,36
6364,2007,11,KS,16,2045,479373294.03,2007-11,14
6365,2007,11,KY,23,3145,1030408530.88,2007-11,21
6366,2007,11,LA,24,2478,461305178.43,2007-11,27
6367,2007,11,MA,25,2783,308139997.51,2007-11,24
6368,2007,11,MD,11,1402,352559640.0,2007-11,11
6369,2007,11,ME,6,567,38033503.34,2007-11,6
6370,2007,11,MI,32,3730,800415071.31,2007-11,33
6371,2007,11,MN,24,2199,357482184.84,2007-11,23
6372,2007,11,MO,28,3368,967654841.4399999,2007-11,26
6373,2007,11,MS,16,1400,222662453.35999998,2007-11,17
6374,2007,11,MT,5,463,218034808.11,2007-11,5
6375,2007,11,NC,24,2406,730650883.2800001,2007-11,25
6376,2007,11,ND,7,917,301788392.89,2007-11,7
6377,2007,11,NE,12,1365,245501359.04999998,2007-11,13
6378,2007,11,NH,4,413,85537601.99,2007-11,5
6379,2007,11,NJ,29,3238,249337695.91,2007-11,30
6380,2007,11,NM,14,1366,356984560.24,2007-11,14
6381,2007,11,NV,10,908,143387631.70999998,2007-11,9
6382,2007,11,NY,75,7782,532708061.26,2007-11,83
6383,2007,11,OH,32,4114,1780553818.11,2007-11,34
6384,2007,11,OK,19,2126,481897272.1,2007-11,20
6385,2007,11,OR,7,608,172149640.21,2007-11,7
6386,2007,11,PA,63,6921,1408470777.8100002,2007-11,62
6387,2007,11,RI,6,612,36970905.97,2007-11,5
6388,2007,11,SC,19,2204,496676112.71,2007-11,20
6389,2007,11,SD,4,347,3041760.92,2007-11,5
6390,2007,11,TN,10,1235,772779081.28,2007-11,9
6391,2007,11,TX,107,10912,2567532052.7,2007-11,106
6392,2007,11,UT,10,953,420718445.27,2007-11,10
6393,2007,11,VA,26,2344,359365597.03000003,2007-11,27
6394,2007,11,VT,1,131,4123290.5,2007-11,1
6395,2007,11,WA,6,486,152731901.57000002,2007-11,7
6396,2007,11,WI,30,3528,491561879.11,2007-11,31
6397,2007,11,WV,17,2248,1049809952.06,2007-11,17
6398,2007,11,WY,7,890,558203045.71,2007-11,8
6399,2007,12,AL,23,2379,1040501321.64,2007-12,23
6400,2007,12,AR,13,990,367849585.68,2007-12,13
6401,2007,12,AZ,22,2160,756569463.36,2007-12,22
6402,2007,12,CA,84,6141,664204779.15,2007-12,84
6403,2007,12,CO,25,2586,541609691.91,2007-12,25
6404,2007,12,CT,17,1761,95265365.7,2007-12,17
6405,2007,12,DC,1,81,0.0,2007-12,0
6406,2007,12,DE,8,948,91176893.91,2007-12,8
6407,2007,12,FL,51,6189,1522456621.11,2007-12,51
6408,2007,12,GA,22,2553,1218906052.83,2007-12,22
6409,2007,12,IA,24,3036,472702449.9,2007-12,24
6410,2007,12,ID,4,318,13588935.840000002,2007-12,4
6411,2007,12,IL,47,5208,1285573240.56,2007-12,47
6412,2007,12,IN,36,4317,1670196472.14,2007-12,36
6413,2007,12,KS,14,1797,509195887.0500001,2007-12,14
6414,2007,12,KY,21,2958,1176868783.5,2007-12,21
6415,2007,12,LA,27,2832,529360338.27,2007-12,27
6416,2007,12,MA,24,2688,337001391.75,2007-12,24
6417,2007,12,MD,11,1413,406714766.64,2007-12,11
6418,2007,12,ME,6,573,62730427.05,2007-12,6
6419,2007,12,MI,33,3861,795060119.82,2007-12,33
6420,2007,12,MN,23,2190,463871528.40000004,2007-12,23
6421,2007,12,MO,26,3240,1075660036.41,2007-12,26
6422,2007,12,MS,17,1548,261086764.95,2007-12,17
6423,2007,12,MT,5,468,223829086.71,2007-12,5
6424,2007,12,NC,25,2514,718166690.4300001,2007-12,25
6425,2007,12,ND,7,924,363947800.92,2007-12,7
6426,2007,12,NE,13,1434,281418235.2,2007-12,13
6427,2007,12,NH,5,573,96376015.35,2007-12,5
6428,2007,12,NJ,30,3372,287775601.23,2007-12,30
6429,2007,12,NM,14,1380,349605982.83,2007-12,14
6430,2007,12,NV,9,846,150668078.22,2007-12,9
6431,2007,12,NY,83,8556,671153207.73,2007-12,83
6432,2007,12,OH,34,4218,1914970598.19,2007-12,34
6433,2007,12,OK,20,2277,589753130.49,2007-12,20
6434,2007,12,OR,7,615,190228421.88,2007-12,7
6435,2007,12,PA,62,6930,1526898230.19,2007-12,62
6436,2007,12,RI,5,507,50717593.86,2007-12,5
6437,2007,12,SC,20,2286,541247516.28,2007-12,20
6438,2007,12,SD,5,483,8922020.64,2007-12,5
6439,2007,12,TN,9,1155,779535705.0,2007-12,9
6440,2007,12,TX,106,10887,2784720859.44,2007-12,106
6441,2007,12,UT,10,963,481079317.44,2007-12,10
6442,2007,12,VA,27,2460,409682159.46,2007-12,27
6443,2007,12,VT,1,132,3090549.0,2007-12,1
6444,2007,12,WA,7,516,170840448.06,2007-12,7
6445,2007,12,WI,31,3639,570888336.66,2007-12,31
6446,2007,12,WV,17,2265,1185342204.36,2007-12,17
6447,2007,12,WY,8,975,586250748.66,2007-12,8
6448,2008,1,AL,23,2402,1124580784.67,2008-01,19
6449,2008,1,AR,11,800,399239719.88,2008-01,11
6450,2008,1,AZ,23,2315,767730257.47,2008-01,24
6451,2008,1,CA,90,6870,650866701.98,2008-01,86
6452,2008,1,CO,24,2526,541971485.02,2008-01,24
6453,2008,1,CT,17,1778,89088451.44,2008-01,16
6454,2008,1,DC,1,82,0.0,2008-01,0
6455,2008,1,DE,7,745,100231719.67,2008-01,7
6456,2008,1,FL,67,6844,1523423073.05,2008-01,59
6457,2008,1,GA,26,2768,1302599929.82,2008-01,23
6458,2008,1,IA,26,2930,514155382.44,2008-01,26
6459,2008,1,ID,4,322,14442983.71,2008-01,4
6460,2008,1,IL,48,5358,1369679203.84,2008-01,48
6461,2008,1,IN,36,4176,1786823713.13,2008-01,37
6462,2008,1,KS,16,2002,491645299.15,2008-01,15
6463,2008,1,KY,25,3343,1335005987.4,2008-01,23
6464,2008,1,LA,28,2779,629222021.09,2008-01,29
6465,2008,1,MA,24,2712,302010854.55,2008-01,23
6466,2008,1,MD,13,1690,427491730.8,2008-01,13
6467,2008,1,ME,6,579,47524717.67,2008-01,6
6468,2008,1,MI,40,4021,886276320.9,2008-01,35
6469,2008,1,MN,27,2172,486660691.71,2008-01,31
6470,2008,1,MO,36,3558,1045842733.9,2008-01,36
6471,2008,1,MS,19,1831,374810399.9,2008-01,20
6472,2008,1,MT,5,473,233620675.76,2008-01,5
6473,2008,1,NC,30,2658,790340662.48,2008-01,30
6474,2008,1,ND,7,931,367922360.82,2008-01,7
6475,2008,1,NE,13,1447,277281892.3,2008-01,13
6476,2008,1,NH,5,578,99347836.19999999,2008-01,5
6477,2008,1,NJ,38,3905,284418752.22,2008-01,34
6478,2008,1,NM,13,1303,345772521.27,2008-01,15
6479,2008,1,NV,10,949,175964282.09,2008-01,13
6480,2008,1,NY,78,8088,664807532.01,2008-01,78
6481,2008,1,OH,31,4102,2028445925.8999999,2008-01,34
6482,2008,1,OK,21,2430,646123303.43,2008-01,20
6483,2008,1,OR,7,622,183981967.56,2008-01,7
6484,2008,1,PA,70,7597,1660712210.28,2008-01,70
6485,2008,1,RI,6,624,48992350.730000004,2008-01,6
6486,2008,1,SC,22,2368,600436181.54,2008-01,20
6487,2008,1,SD,5,488,46992546.96,2008-01,5
6488,2008,1,TN,10,1255,829345337.36,2008-01,10
6489,2008,1,TX,110,11117,2903662155.12,2008-01,110
6490,2008,1,UT,10,973,482348067.16,2008-01,10
6491,2008,1,VA,34,2722,466592677.0,2008-01,33
6492,2008,1,VT,1,133,2933880.25,2008-01,1
6493,2008,1,WA,6,498,160286006.99,2008-01,8
6494,2008,1,WI,35,3830,598736616.76,2008-01,31
6495,2008,1,WV,19,2347,1388505039.27,2008-01,19
6496,2008,1,WY,9,984,584949808.43,2008-01,8
6497,2008,2,AL,22,2354,993976032.36,2008-02,19
6498,2008,2,AR,11,937,310696392.74,2008-02,11
6499,2008,2,AZ,22,2267,632704135.98,2008-02,24
6500,2008,2,CA,79,6038,526620471.42,2008-02,86
6501,2008,2,CO,25,2636,513621314.47999996,2008-02,24
6502,2008,2,CT,16,1661,78945127.36,2008-02,16
6503,2008,2,DC,2,217,258496.72,2008-02,0
6504,2008,2,DE,6,696,87012029.15,2008-02,7
6505,2008,2,FL,63,6660,1409263227.22,2008-02,59
6506,2008,2,GA,28,2978,1198506554.88,2008-02,23
6507,2008,2,IA,27,3090,481522729.81,2008-02,26
6508,2008,2,ID,3,192,12285743.950000001,2008-02,4
6509,2008,2,IL,47,5224,1300923335.1299999,2008-02,48
6510,2008,2,IN,37,4337,1647039642.35,2008-02,37
6511,2008,2,KS,14,1825,469639929.36,2008-02,15
6512,2008,2,KY,24,3297,1196976187.65,2008-02,23
6513,2008,2,LA,28,2873,506570596.53000003,2008-02,29
6514,2008,2,MA,23,2623,274135141.25,2008-02,23
6515,2008,2,MD,11,1435,409958254.36,2008-02,13
6516,2008,2,ME,6,585,38892218.92,2008-02,6
6517,2008,2,MI,38,3967,734586946.66,2008-02,35
6518,2008,2,MN,30,2283,493590013.66,2008-02,31
6519,2008,2,MO,31,3170,1081430969.15,2008-02,36
6520,2008,2,MS,20,1984,298117258.08,2008-02,20
6521,2008,2,MT,5,478,225513372.13000003,2008-02,5
6522,2008,2,NC,29,2596,735145748.6999999,2008-02,30
6523,2008,2,ND,7,938,336487680.06,2008-02,7
6524,2008,2,NE,13,1460,258734169.51,2008-02,13
6525,2008,2,NH,4,425,90124086.77000001,2008-02,5
6526,2008,2,NJ,36,3726,260822600.07,2008-02,34
6527,2008,2,NM,12,1182,296947994.19,2008-02,15
6528,2008,2,NV,10,959,170079698.18,2008-02,13
6529,2008,2,NY,81,8481,602316971.41,2008-02,78
6530,2008,2,OH,33,4248,1879696127.44,2008-02,34
6531,2008,2,OK,21,2451,573358486.61,2008-02,20
6532,2008,2,OR,7,629,182978755.35,2008-02,7
6533,2008,2,PA,69,7596,1581992555.59,2008-02,70
6534,2008,2,RI,6,630,37788348.49,2008-02,6
6535,2008,2,SC,21,2325,510763393.16,2008-02,20
6536,2008,2,SD,5,493,44280099.76,2008-02,5
6537,2008,2,TN,10,1265,741263477.36,2008-02,10
6538,2008,2,TX,108,11073,2524710274.74,2008-02,110
6539,2008,2,UT,10,983,423084089.25,2008-02,10
6540,2008,2,VA,32,2692,415604747.45,2008-02,33
6541,2008,2,VT,1,134,4152023.5,2008-02,1
6542,2008,2,WA,7,530,160120428.51000002,2008-02,8
6543,2008,2,WI,32,3553,547376114.27,2008-02,31
6544,2008,2,WV,19,2366,1229831424.3600001,2008-02,19
6545,2008,2,WY,9,993,553570104.4,2008-02,8
6546,2008,3,AL,19,2181,1062453690.6,2008-03,19
6547,2008,3,AR,10,813,285766541.73,2008-03,11
6548,2008,3,AZ,21,2091,656243638.7099999,2008-03,24
6549,2008,3,CA,84,6519,512722749.93,2008-03,86
6550,2008,3,CO,24,2565,493392433.89,2008-03,24
6551,2008,3,CT,16,1677,78697475.37,2008-03,16
6552,2008,3,DC,1,84,0.0,2008-03,0
6553,2008,3,DE,7,837,85236101.55,2008-03,7
6554,2008,3,FL,62,6879,1468907029.35,2008-03,59
6555,2008,3,GA,22,2508,1141548227.94,2008-03,23
6556,2008,3,IA,27,3117,475629453.66,2008-03,26
6557,2008,3,ID,3,195,13334500.92,2008-03,4
6558,2008,3,IL,45,5100,1257470050.5,2008-03,48
6559,2008,3,IN,32,3882,1517713386.99,2008-03,37
6560,2008,3,KS,17,2169,445928105.21999997,2008-03,15
6561,2008,3,KY,22,3171,1179104546.61,2008-03,23
6562,2008,3,LA,28,2850,527125630.83,2008-03,29
6563,2008,3,MA,23,2706,268949577.9,2008-03,23
6564,2008,3,MD,11,1446,378352387.62,2008-03,13
6565,2008,3,ME,6,591,39605409.989999995,2008-03,6
6566,2008,3,MI,36,3765,786169200.96,2008-03,35
6567,2008,3,MN,29,2232,410387209.8,2008-03,31
6568,2008,3,MO,30,3195,974490011.64,2008-03,36
6569,2008,3,MS,18,1734,305261212.92,2008-03,20
6570,2008,3,MT,5,483,245314313.36999997,2008-03,5
6571,2008,3,NC,27,2559,754710033.63,2008-03,30
6572,2008,3,ND,7,945,324330660.9,2008-03,7
6573,2008,3,NE,13,1473,251517542.51999998,2008-03,13
6574,2008,3,NH,5,588,95646967.2,2008-03,5
6575,2008,3,NJ,35,3627,258076505.37,2008-03,34
6576,2008,3,NM,13,1329,285398203.53,2008-03,15
6577,2008,3,NV,10,969,169707312.18,2008-03,13
6578,2008,3,NY,76,8055,602979364.41,2008-03,78
6579,2008,3,OH,31,4176,1780540015.86,2008-03,34
6580,2008,3,OK,22,2547,603129523.05,2008-03,20
6581,2008,3,OR,7,636,180826940.57999998,2008-03,7
6582,2008,3,PA,62,7110,1537255007.64,2008-03,70
6583,2008,3,RI,5,522,36989867.760000005,2008-03,6
6584,2008,3,SC,19,2178,473805725.07,2008-03,20
6585,2008,3,SD,5,498,47427872.94,2008-03,5
6586,2008,3,TN,9,1182,690416934.9,2008-03,10
6587,2008,3,TX,113,11610,2534670314.7599998,2008-03,110
6588,2008,3,UT,10,993,463991819.07,2008-03,10
6589,2008,3,VA,28,2436,345719416.59,2008-03,33
6590,2008,3,VT,1,135,5297265.0,2008-03,1
6591,2008,3,WA,8,540,166421274.81,2008-03,8
6592,2008,3,WI,33,3747,537016348.56,2008-03,31
6593,2008,3,WV,19,2385,1234985063.31,2008-03,19
6594,2008,3,WY,9,1002,567006371.91,2008-03,8
6595,2008,4,AL,24,2544,1018793376.36,2008-04,19
6596,2008,4,AR,12,1032,249213268.36,2008-04,11
6597,2008,4,AZ,23,2384,721408737.42,2008-04,24
6598,2008,4,CA,90,7005,625995548.58,2008-04,86
6599,2008,4,CO,24,2598,430689228.77,2008-04,24
6600,2008,4,CT,16,1693,70364408.43,2008-04,16
6601,2008,4,DC,1,85,0.0,2008-04,0
6602,2008,4,DE,10,1093,56471388.89,2008-04,7
6603,2008,4,FL,69,7179,1533748382.42,2008-04,59
6604,2008,4,GA,23,2480,1127721839.06,2008-04,23
6605,2008,4,IA,27,2988,449283805.46999997,2008-04,26
6606,2008,4,ID,3,198,14134254.219999999,2008-04,4
6607,2008,4,IL,53,5945,1098075873.77,2008-04,48
6608,2008,4,IN,35,4208,1527699975.6299999,2008-04,37
6609,2008,4,KS,16,2149,403693750.20000005,2008-04,15
6610,2008,4,KY,22,3139,980273910.2,2008-04,23
6611,2008,4,LA,29,3065,483162469.81,2008-04,29
6612,2008,4,MA,26,3044,316410696.40999997,2008-04,23
6613,2008,4,MD,12,1593,252176811.21,2008-04,13
6614,2008,4,ME,6,597,57088588.08,2008-04,6
6615,2008,4,MI,36,3885,760599225.59,2008-04,35
6616,2008,4,MN,27,2163,352874020.25,2008-04,31
6617,2008,4,MO,35,3392,948751796.94,2008-04,36
6618,2008,4,MS,19,1885,285240241.24,2008-04,20
6619,2008,4,MT,5,488,219003686.67999998,2008-04,5
6620,2008,4,NC,28,2605,667004461.8,2008-04,30
6621,2008,4,ND,7,952,285848542.72,2008-04,7
6622,2008,4,NE,12,1380,257958174.61,2008-04,13
6623,2008,4,NH,5,593,46544694.14,2008-04,5
6624,2008,4,NJ,34,3580,241420740.06,2008-04,34
6625,2008,4,NM,13,1300,341505046.17,2008-04,15
6626,2008,4,NV,11,980,148319419.27,2008-04,13
6627,2008,4,NY,75,8013,511334945.87,2008-04,78
6628,2008,4,OH,34,4522,1669170069.74,2008-04,34
6629,2008,4,OK,21,2433,519966904.28000003,2008-04,20
6630,2008,4,OR,7,643,160557122.57999998,2008-04,7
6631,2008,4,PA,64,7264,1316911577.21,2008-04,70
6632,2008,4,RI,6,642,58607893.58,2008-04,6
6633,2008,4,SC,19,2197,434647437.13,2008-04,20
6634,2008,4,SD,4,367,42226438.81,2008-04,5
6635,2008,4,TN,9,1191,690104412.5600001,2008-04,10
6636,2008,4,TX,112,11587,2679947599.23,2008-04,110
6637,2008,4,UT,11,1028,384577002.82,2008-04,10
6638,2008,4,VA,32,2738,275641420.9,2008-04,33
6639,2008,4,VT,1,136,2305472.0,2008-04,1
6640,2008,4,WA,9,549,120966284.74000001,2008-04,8
6641,2008,4,WI,32,3728,527664917.81,2008-04,31
6642,2008,4,WV,19,2404,996053329.08,2008-04,19
6643,2008,4,WY,9,1011,467873511.26,2008-04,8
6644,2008,5,AL,28,2582,1090316995.0,2008-05,19
6645,2008,5,AR,16,1553,307618879.67,2008-05,11
6646,2008,5,AZ,24,2409,710876240.14,2008-05,24
6647,2008,5,CA,90,7158,503003307.21999997,2008-05,86
6648,2008,5,CO,24,2613,476886927.39,2008-05,24
6649,2008,5,CT,24,2043,86076857.07,2008-05,16
6650,2008,5,DC,1,86,0.0,2008-05,0
6651,2008,5,DE,10,1022,49628667.94,2008-05,7
6652,2008,5,FL,69,7314,1886487340.62,2008-05,59
6653,2008,5,GA,23,2764,1328366814.03,2008-05,23
6654,2008,5,IA,27,3105,439836229.01,2008-05,26
6655,2008,5,ID,2,163,2996872.26,2008-05,4
6656,2008,5,IL,52,5303,1018621124.97,2008-05,48
6657,2008,5,IN,38,4309,1581085052.23,2008-05,37
6658,2008,5,KS,19,2489,378609851.58,2008-05,15
6659,2008,5,KY,25,3308,1031057175.31,2008-05,23
6660,2008,5,LA,29,3109,696806769.64,2008-05,29
6661,2008,5,MA,35,3619,229853304.79000002,2008-05,23
6662,2008,5,MD,12,1605,233828522.56,2008-05,13
6663,2008,5,ME,6,603,58551483.11,2008-05,6
6664,2008,5,MI,43,4313,775129457.52,2008-05,35
6665,2008,5,MN,30,2430,377007035.49,2008-05,31
6666,2008,5,MO,31,3401,1002763229.71,2008-05,36
6667,2008,5,MS,21,2121,325345472.45,2008-05,20
6668,2008,5,MT,5,493,176487585.48,2008-05,5
6669,2008,5,NC,35,2914,784733105.83,2008-05,30
6670,2008,5,ND,7,959,291254023.86,2008-05,7
6671,2008,5,NE,11,1348,285426227.32,2008-05,13
6672,2008,5,NH,7,710,67441584.52000001,2008-05,5
6673,2008,5,NJ,39,4080,209326767.45,2008-05,34
6674,2008,5,NM,14,1450,380932174.57,2008-05,15
6675,2008,5,NV,12,1068,157324072.15,2008-05,13
6676,2008,5,NY,79,8291,536669139.86,2008-05,78
6677,2008,5,OH,43,4589,1686032258.5,2008-05,34
6678,2008,5,OK,22,2591,595528195.4,2008-05,20
6679,2008,5,OR,6,513,55118356.059999995,2008-05,7
6680,2008,5,PA,68,7552,1205840810.35,2008-05,70
6681,2008,5,RI,6,648,40642966.79,2008-05,6
6682,2008,5,SC,26,2317,582976419.04,2008-05,20
6683,2008,5,SD,4,371,32014944.34,2008-05,5
6684,2008,5,TN,16,1508,832138525.63,2008-05,10
6685,2008,5,TX,117,12384,3108969682.82,2008-05,110
6686,2008,5,UT,11,1039,461339318.15,2008-05,10
6687,2008,5,VA,38,2926,315689829.89,2008-05,33
6688,2008,5,VT,1,137,3409656.0,2008-05,1
6689,2008,5,WA,8,529,50655796.95,2008-05,8
6690,2008,5,WI,31,3623,483617310.71999997,2008-05,31
6691,2008,5,WV,23,2557,1108621611.44,2008-05,19
6692,2008,5,WY,9,1020,471222987.27000004,2008-05,8
6693,2008,6,AL,31,2811,1271563716.72,2008-06,19
6694,2008,6,AR,18,1668,379557046.86,2008-06,11
6695,2008,6,AZ,24,2433,831497326.44,2008-06,24
6696,2008,6,CA,91,7323,586732522.59,2008-06,86
6697,2008,6,CO,25,2736,518559563.1,2008-06,24
6698,2008,6,CT,23,2133,95063397.53999999,2008-06,16
6699,2008,6,DC,2,225,6730265.5200000005,2008-06,0
6700,2008,6,DE,9,1053,98469113.64,2008-06,7
6701,2008,6,FL,69,7254,1982696776.68,2008-06,59
6702,2008,6,GA,33,3546,1479588379.08,2008-06,23
6703,2008,6,IA,29,3243,451325655.36,2008-06,26
6704,2008,6,ID,3,258,888407.55,2008-06,4
6705,2008,6,IL,63,6453,1332598382.22,2008-06,48
6706,2008,6,IN,42,4722,1704769275.6899998,2008-06,37
6707,2008,6,KS,21,2574,487092997.05,2008-06,15
6708,2008,6,KY,28,3567,1183094357.7,2008-06,23
6709,2008,6,LA,31,3348,698875676.22,2008-06,29
6710,2008,6,MA,34,3555,338497074.27,2008-06,23
6711,2008,6,MD,16,2040,444638270.43,2008-06,13
6712,2008,6,ME,6,609,49593969.24,2008-06,6
6713,2008,6,MI,48,4659,901338442.02,2008-06,35
6714,2008,6,MN,30,2556,414382163.85,2008-06,31
6715,2008,6,MO,35,3630,1113022150.2,2008-06,36
6716,2008,6,MS,21,2127,450771336.51,2008-06,20
6717,2008,6,MT,5,498,135633545.70000002,2008-06,5
6718,2008,6,NC,36,3039,912820068.2099999,2008-06,30
6719,2008,6,ND,7,966,318114598.5,2008-06,7
6720,2008,6,NE,14,1638,267685367.28,2008-06,13
6721,2008,6,NH,6,660,81248687.19,2008-06,5
6722,2008,6,NJ,45,4689,357939346.47,2008-06,34
6723,2008,6,NM,14,1464,441897742.77,2008-06,15
6724,2008,6,NV,13,1197,175796935.07999998,2008-06,13
6725,2008,6,NY,87,9258,784247562.39,2008-06,78
6726,2008,6,OH,52,5436,1826702877.96,2008-06,34
6727,2008,6,OK,22,2613,788935912.74,2008-06,20
6728,2008,6,OR,7,657,42699468.480000004,2008-06,7
6729,2008,6,PA,76,8334,1659478613.07,2008-06,70
6730,2008,6,RI,6,654,51181149.87,2008-06,6
6731,2008,6,SC,28,2655,672708341.4300001,2008-06,20
6732,2008,6,SD,5,513,44819310.36,2008-06,5
6733,2008,6,TN,16,1524,873797445.66,2008-06,10
6734,2008,6,TX,119,12777,3629038935.6,2008-06,110
6735,2008,6,UT,11,1050,456808843.11,2008-06,10
6736,2008,6,VA,38,3024,503959034.76,2008-06,33
6737,2008,6,VT,1,138,3464386.5,2008-06,1
6738,2008,6,WA,3,222,17959947.779999997,2008-06,8
6739,2008,6,WI,34,3822,551921108.79,2008-06,31
6740,2008,6,WV,23,2574,1275140019.54,2008-06,19
6741,2008,6,WY,9,1029,518300778.24,2008-06,8
6742,2008,7,AL,32,2906,1361818796.37,2008-07,19
6743,2008,7,AR,18,1686,466039317.19000006,2008-07,11
6744,2008,7,AZ,24,2457,933310981.61,2008-07,24
6745,2008,7,CA,92,7553,782790924.0699999,2008-07,86
6746,2008,7,CO,25,2761,593518514.05,2008-07,24
6747,2008,7,CT,22,2098,120279329.16,2008-07,16
6748,2008,7,DC,2,227,1359290.73,2008-07,0
6749,2008,7,DE,10,1123,113550145.88,2008-07,7
6750,2008,7,FL,66,7113,2002870812.03,2008-07,59
6751,2008,7,GA,33,3579,1484925652.3,2008-07,23
6752,2008,7,IA,27,2838,553941066.36,2008-07,26
6753,2008,7,ID,4,346,8011753.24,2008-07,4
6754,2008,7,IL,65,6701,1491305579.93,2008-07,48
6755,2008,7,IN,43,4801,1935850848.86,2008-07,37
6756,2008,7,KS,22,2710,564720620.7900001,2008-07,15
6757,2008,7,KY,28,3595,1355022947.93,2008-07,23
6758,2008,7,LA,31,3379,788341513.0600001,2008-07,29
6759,2008,7,MA,35,3689,406825260.76,2008-07,23
6760,2008,7,MD,15,1995,505284414.92,2008-07,13
6761,2008,7,ME,6,615,68463325.37,2008-07,6
6762,2008,7,MI,47,4676,952499599.0,2008-07,35
6763,2008,7,MN,29,2444,482190195.23,2008-07,31
6764,2008,7,MO,34,3838,1241359110.67,2008-07,36
6765,2008,7,MS,22,2287,470231559.95,2008-07,20
6766,2008,7,MT,5,503,219844323.51999998,2008-07,5
6767,2008,7,NC,36,3075,897235233.04,2008-07,30
6768,2008,7,ND,7,973,385207997.84000003,2008-07,7
6769,2008,7,NE,14,1652,300211088.78,2008-07,13
6770,2008,7,NH,5,608,98462382.06,2008-07,5
6771,2008,7,NJ,43,4612,395218954.33,2008-07,34
6772,2008,7,NM,14,1478,474286576.66999996,2008-07,15
6773,2008,7,NV,14,1322,258401220.25,2008-07,13
6774,2008,7,NY,88,9346,952120813.4300001,2008-07,78
6775,2008,7,OH,49,5239,1973044402.23,2008-07,34
6776,2008,7,OK,22,2635,871871714.75,2008-07,20
6777,2008,7,OR,7,664,134059431.8,2008-07,7
6778,2008,7,PA,75,8328,1828166148.06,2008-07,70
6779,2008,7,RI,6,660,65774398.41,2008-07,6
6780,2008,7,SC,28,2680,666358079.17,2008-07,20
6781,2008,7,SD,5,518,51337523.62,2008-07,5
6782,2008,7,TN,17,1637,854225717.9,2008-07,10
6783,2008,7,TX,119,12896,3878355580.97,2008-07,110
6784,2008,7,UT,11,1061,515106409.37,2008-07,10
6785,2008,7,VA,38,3062,558916638.37,2008-07,33
6786,2008,7,VT,1,139,2827155.75,2008-07,1
6787,2008,7,WA,9,576,137194894.0,2008-07,8
6788,2008,7,WI,37,4087,695187723.2900001,2008-07,31
6789,2008,7,WV,22,2518,1397009043.4,2008-07,19
6790,2008,7,WY,9,1038,616093514.52,2008-07,8
6791,2008,8,AL,31,2873,1284960304.04,2008-08,19
6792,2008,8,AR,18,1704,448559511.88,2008-08,11
6793,2008,8,AZ,24,2481,966654834.41,2008-08,24
6794,2008,8,CA,92,7645,964157680.08,2008-08,86
6795,2008,8,CO,25,2786,592424912.58,2008-08,24
6796,2008,8,CT,21,1848,96034916.08,2008-08,16
6797,2008,8,DC,2,229,800770.6,2008-08,0
