,year,month,state,monthly_num_plants,total_facility_age,total_weighted_facility_age,date,yearly_num_plants
4368,2004,6,NE,13,969,137822100.51,2004-06,12
4369,2004,6,NH,5,363,64960225.2,2004-06,5
4370,2004,6,NJ,44,2811,167562505.41,2004-06,35
4371,2004,6,NM,12,822,288540382.65,2004-06,10
4372,2004,6,NV,14,846,190957609.77,2004-06,11
4373,2004,6,NY,91,5727,540340563.69,2004-06,81
4374,2004,6,OH,57,3270,1286374380.9,2004-06,35
4375,2004,6,OK,23,1647,376798931.58,2004-06,20
4376,2004,6,OR,6,267,25002763.47,2004-06,6
4377,2004,6,PA,75,4959,1012172145.9300001,2004-06,61
4378,2004,6,RI,5,297,21085842.87,2004-06,5
4379,2004,6,SC,30,1536,353490737.07,2004-06,20
4380,2004,6,SD,4,297,21046897.26,2004-06,4
4381,2004,6,TN,18,918,570586260.9,2004-06,11
4382,2004,6,TX,113,7797,1883746354.86,2004-06,103
4383,2004,6,UT,7,585,305039073.57,2004-06,9
4384,2004,6,VA,37,1365,302730319.5,2004-06,25
4385,2004,6,VT,1,90,1111612.5,2004-06,1
4386,2004,6,WA,4,207,66462978.6,2004-06,7
4387,2004,6,WI,29,2475,360775805.13,2004-06,28
4388,2004,6,WV,24,1623,797683169.85,2004-06,19
4389,2004,6,WY,8,639,369723630.06,2004-06,7
4390,2004,7,AL,31,1522,863888166.49,2004-07,21
4391,2004,7,AR,11,758,251558983.84,2004-07,8
4392,2004,7,AZ,21,1341,460572232.74,2004-07,20
4393,2004,7,CA,66,3624,478446465.36,2004-07,60
4394,2004,7,CO,24,1593,348534526.94,2004-07,21
4395,2004,7,CT,22,1267,65266993.03,2004-07,16
4396,2004,7,DC,2,131,87300.85,2004-07,0
4397,2004,7,DE,9,654,63998322.8,2004-07,8
4398,2004,7,FL,58,4513,1359764465.46,2004-07,57
4399,2004,7,GA,26,1883,983327997.83,2004-07,19
4400,2004,7,IA,24,2052,300984811.92,2004-07,24
4401,2004,7,ID,3,162,3628040.98,2004-07,2
4402,2004,7,IL,60,3726,961562837.9300001,2004-07,46
4403,2004,7,IN,40,2830,1164836987.53,2004-07,30
4404,2004,7,KS,19,1540,366320933.47,2004-07,12
4405,2004,7,KY,25,2233,899440174.73,2004-07,22
4406,2004,7,LA,26,1859,435696451.08,2004-07,24
4407,2004,7,MA,33,2190,264034406.24,2004-07,26
4408,2004,7,MD,14,1235,334565457.45,2004-07,14
4409,2004,7,ME,6,327,30514913.02,2004-07,5
4410,2004,7,MI,41,2711,575941007.65,2004-07,28
4411,2004,7,MN,20,1457,326195415.41,2004-07,20
4412,2004,7,MO,27,2280,850958335.1,2004-07,26
4413,2004,7,MS,19,1198,277604913.39,2004-07,18
4414,2004,7,MT,4,283,139230990.59000003,2004-07,4
4415,2004,7,NC,31,1507,561272851.54,2004-07,23
4416,2004,7,ND,7,637,244238164.17,2004-07,7
4417,2004,7,NE,13,982,176900260.33,2004-07,12
4418,2004,7,NH,7,436,70356645.92999999,2004-07,5
4419,2004,7,NJ,42,2730,201498448.37,2004-07,35
4420,2004,7,NM,12,834,295093589.31,2004-07,10
4421,2004,7,NV,14,860,181328529.56,2004-07,11
4422,2004,7,NY,91,5824,631295381.62,2004-07,81
4423,2004,7,OH,55,3259,1321110030.36,2004-07,35
4424,2004,7,OK,23,1670,450808184.13,2004-07,20
4425,2004,7,OR,6,360,42432743.79,2004-07,6
4426,2004,7,PA,76,5062,1177331480.2,2004-07,61
4427,2004,7,RI,5,302,19679812.28,2004-07,5
4428,2004,7,SC,29,1544,376237743.18,2004-07,20
4429,2004,7,SD,4,301,27579331.36,2004-07,4
4430,2004,7,TN,18,936,615780449.11,2004-07,11
4431,2004,7,TX,114,8001,2135183708.29,2004-07,103
4432,2004,7,UT,8,593,317038062.09,2004-07,9
4433,2004,7,VA,38,1412,384707515.99,2004-07,25
4434,2004,7,VT,1,91,1827644.0,2004-07,1
4435,2004,7,WA,6,279,108896540.25000001,2004-07,7
4436,2004,7,WI,29,2504,425561105.91,2004-07,28
4437,2004,7,WV,24,1647,904081488.69,2004-07,19
4438,2004,7,WY,8,647,387048181.59000003,2004-07,7
4439,2004,8,AL,31,1553,836085903.44,2004-08,21
4440,2004,8,AR,11,820,247502960.38,2004-08,8
4441,2004,8,AZ,21,1362,453333770.92,2004-08,20
4442,2004,8,CA,66,3690,465452507.71999997,2004-08,60
4443,2004,8,CO,23,1564,352985941.75,2004-08,21
4444,2004,8,CT,21,1254,72231138.83,2004-08,16
4445,2004,8,DC,2,133,390344.96,2004-08,0
4446,2004,8,DE,9,663,50593532.83,2004-08,8
4447,2004,8,FL,59,4663,1351294701.77,2004-08,57
4448,2004,8,GA,24,1839,922768452.27,2004-08,19
4449,2004,8,IA,24,2076,299509164.54,2004-08,24
4450,2004,8,ID,2,73,3833426.5,2004-08,2
4451,2004,8,IL,59,3673,924715539.39,2004-08,46
4452,2004,8,IN,40,2912,1154466461.29,2004-08,30
4453,2004,8,KS,19,1622,347226661.22,2004-08,12
4454,2004,8,KY,25,2258,929176139.0699999,2004-08,22
4455,2004,8,LA,28,2042,460802718.03999996,2004-08,24
4456,2004,8,MA,36,2340,249617622.74,2004-08,26
4457,2004,8,MD,15,1284,332397768.64,2004-08,14
4458,2004,8,ME,6,333,38313257.3,2004-08,5
4459,2004,8,MI,42,2778,587813385.03,2004-08,28
4460,2004,8,MN,20,1477,319176566.19,2004-08,20
4461,2004,8,MO,26,2281,828833209.49,2004-08,26
4462,2004,8,MS,20,1228,248823160.9,2004-08,18
4463,2004,8,MT,4,287,148495300.65,2004-08,4
4464,2004,8,NC,34,1724,520537525.08000004,2004-08,23
4465,2004,8,ND,7,644,244578347.6,2004-08,7
4466,2004,8,NE,13,995,188872279.97,2004-08,12
4467,2004,8,NH,7,443,71133597.25,2004-08,5
4468,2004,8,NJ,47,3004,189724186.12,2004-08,35
4469,2004,8,NM,11,796,303484672.42,2004-08,10
4470,2004,8,NV,13,782,220278277.70000002,2004-08,11
4471,2004,8,NY,89,5815,608605927.1,2004-08,81
4472,2004,8,OH,52,3161,1277780388.18,2004-08,35
4473,2004,8,OK,23,1693,430163533.49,2004-08,20
4474,2004,8,OR,6,366,77153419.9,2004-08,6
4475,2004,8,PA,73,5057,1196707662.55,2004-08,61
4476,2004,8,RI,5,307,20239828.56,2004-08,5
4477,2004,8,SC,30,1596,367320678.07,2004-08,20
4478,2004,8,SD,4,305,28355366.75,2004-08,4
4479,2004,8,TN,17,937,588547917.26,2004-08,11
4480,2004,8,TX,115,8207,2146197294.08,2004-08,103
4481,2004,8,UT,8,601,302430170.2,2004-08,9
4482,2004,8,VA,37,1439,354791323.89,2004-08,25
4483,2004,8,VT,1,92,2173891.0,2004-08,1
4484,2004,8,WA,5,250,125252542.43,2004-08,7
4485,2004,8,WI,27,2391,431770542.34999996,2004-08,28
4486,2004,8,WV,23,1633,873472073.75,2004-08,19
4487,2004,8,WY,8,655,416825723.68,2004-08,7
4488,2004,9,AL,31,1590,705122077.59,2004-09,21
4489,2004,9,AR,11,831,242925870.42,2004-09,8
4490,2004,9,AZ,21,1383,414159432.12,2004-09,20
4491,2004,9,CA,66,3756,427128415.77,2004-09,60
4492,2004,9,CO,23,1596,319875196.53,2004-09,21
4493,2004,9,CT,18,1140,53501116.379999995,2004-09,16
4494,2004,9,DC,1,42,0.0,2004-09,0
4495,2004,9,DE,8,636,53619483.78,2004-09,8
4496,2004,9,FL,58,4692,1227938546.43,2004-09,57
4497,2004,9,GA,23,1773,774121318.59,2004-09,19
4498,2004,9,IA,24,2100,294627577.89,2004-09,24
4499,2004,9,ID,2,75,3484377.69,2004-09,2
4500,2004,9,IL,53,3432,899711012.07,2004-09,46
4501,2004,9,IN,36,2793,1148418387.1200001,2004-09,30
4502,2004,9,KS,17,1479,324640368.51,2004-09,12
4503,2004,9,KY,25,2229,867904510.02,2004-09,22
4504,2004,9,LA,26,1899,435862729.98,2004-09,24
4505,2004,9,MA,31,2085,203399231.04,2004-09,26
4506,2004,9,MD,12,1077,283940787.87,2004-09,14
4507,2004,9,ME,6,339,29544233.46,2004-09,5
4508,2004,9,MI,38,2607,576562386.24,2004-09,28
4509,2004,9,MN,20,1497,328562204.37,2004-09,20
4510,2004,9,MO,24,2205,787771636.89,2004-09,26
4511,2004,9,MS,20,1329,231668563.47,2004-09,18
4512,2004,9,MT,4,291,145059893.01,2004-09,4
4513,2004,9,NC,32,1695,386600346.21,2004-09,23
4514,2004,9,ND,7,651,213158989.95,2004-09,7
4515,2004,9,NE,12,927,179513521.8,2004-09,12
4516,2004,9,NH,5,378,68356078.59,2004-09,5
4517,2004,9,NJ,44,2886,159916377.51,2004-09,35
4518,2004,9,NM,11,834,279434754.0,2004-09,10
4519,2004,9,NV,13,795,207086436.39000002,2004-09,11
4520,2004,9,NY,88,5838,531873532.05,2004-09,81
4521,2004,9,OH,49,3096,1218622351.05,2004-09,35
4522,2004,9,OK,23,1716,407439838.65000004,2004-09,20
4523,2004,9,OR,6,372,92508682.65,2004-09,6
4524,2004,9,PA,67,4728,1033981026.0,2004-09,61
4525,2004,9,RI,6,384,17072733.36,2004-09,5
4526,2004,9,SC,30,1626,307945777.35,2004-09,20
4527,2004,9,SD,3,216,28963643.01,2004-09,4
4528,2004,9,TN,18,972,530749970.43,2004-09,11
4529,2004,9,TX,109,7764,1957158179.52,2004-09,103
4530,2004,9,UT,8,609,306702072.03000003,2004-09,9
4531,2004,9,VA,38,1488,308232667.29,2004-09,25
4532,2004,9,VT,1,93,1702062.75,2004-09,1
4533,2004,9,WA,5,222,115714719.63000001,2004-09,7
4534,2004,9,WI,30,2565,380638596.63,2004-09,28
4535,2004,9,WV,23,1578,776698000.56,2004-09,19
4536,2004,9,WY,8,663,417732046.11,2004-09,7
4537,2004,10,AL,20,1424,756815939.1,2004-10,21
4538,2004,10,AR,9,654,192373141.15,2004-10,8
4539,2004,10,AZ,22,1420,382404014.93,2004-10,20
4540,2004,10,CA,63,3678,341670905.67,2004-10,60
4541,2004,10,CO,21,1530,317818392.2,2004-10,21
4542,2004,10,CT,13,919,36006539.25,2004-10,16
4543,2004,10,DC,1,43,0.0,2004-10,0
4544,2004,10,DE,6,456,25555236.24,2004-10,8
4545,2004,10,FL,57,4656,1195593804.03,2004-10,57
4546,2004,10,GA,18,1512,730121348.32,2004-10,19
4547,2004,10,IA,24,2124,295340337.09,2004-10,24
4548,2004,10,ID,2,77,3333501.6,2004-10,2
4549,2004,10,IL,37,2974,842290715.66,2004-10,46
4550,2004,10,IN,30,2718,1132032366.79,2004-10,30
4551,2004,10,KS,13,1270,299738702.62,2004-10,12
4552,2004,10,KY,21,2226,841542764.76,2004-10,22
4553,2004,10,LA,27,1992,418989167.73,2004-10,24
4554,2004,10,MA,25,1900,192790737.86,2004-10,26
4555,2004,10,MD,12,1089,223390077.43,2004-10,14
4556,2004,10,ME,5,251,30838833.869999997,2004-10,5
4557,2004,10,MI,29,2579,562795811.97,2004-10,28
4558,2004,10,MN,20,1517,341288187.57,2004-10,20
4559,2004,10,MO,22,2107,716008462.79,2004-10,26
4560,2004,10,MS,19,1204,198229546.44,2004-10,18
4561,2004,10,MT,4,295,162528919.12,2004-10,4
4562,2004,10,NC,20,1544,419790768.87,2004-10,23
4563,2004,10,ND,7,658,219141851.26,2004-10,7
4564,2004,10,NE,12,939,182314889.18,2004-10,12
4565,2004,10,NH,5,383,42499019.24,2004-10,5
4566,2004,10,NJ,28,2161,120953214.22,2004-10,35
4567,2004,10,NM,11,845,275527596.11,2004-10,10
4568,2004,10,NV,11,680,197669006.65,2004-10,11
4569,2004,10,NY,84,5805,451886098.09,2004-10,81
4570,2004,10,OH,28,2665,1249098311.48,2004-10,35
4571,2004,10,OK,22,1705,330403228.83000004,2004-10,20
4572,2004,10,OR,6,378,101102375.12,2004-10,6
4573,2004,10,PA,57,4380,923072772.12,2004-10,61
4574,2004,10,RI,5,317,15488646.44,2004-10,5
4575,2004,10,SC,18,1407,278812822.06,2004-10,20
4576,2004,10,SD,4,313,23199418.89,2004-10,4
4577,2004,10,TN,10,820,534691491.0,2004-10,11
4578,2004,10,TX,107,7685,1806271654.17,2004-10,103
4579,2004,10,UT,7,613,319176907.71999997,2004-10,9
4580,2004,10,VA,22,1219,239351802.46,2004-10,25
4581,2004,10,VT,1,94,2272238.5,2004-10,1
4582,2004,10,WA,5,227,119272250.64,2004-10,7
4583,2004,10,WI,25,2224,412016962.76,2004-10,28
4584,2004,10,WV,18,1632,721867727.1600001,2004-10,19
4585,2004,10,WY,7,631,397678892.49,2004-10,7
4586,2004,11,AL,20,1444,678224608.21,2004-11,21
4587,2004,11,AR,8,568,216958056.5,2004-11,8
4588,2004,11,AZ,18,1272,356619395.03000003,2004-11,20
4589,2004,11,CA,65,3793,325379308.83,2004-11,60
4590,2004,11,CO,23,1642,320343473.21999997,2004-11,21
4591,2004,11,CT,13,932,49037191.660000004,2004-11,16
4592,2004,11,DC,1,44,0.0,2004-11,0
4593,2004,11,DE,7,557,35483016.06,2004-11,8
4594,2004,11,FL,56,4618,1035187063.45,2004-11,57
4595,2004,11,GA,21,1704,680705742.58,2004-11,19
4596,2004,11,IA,24,2148,271652980.34,2004-11,24
4597,2004,11,ID,3,174,4078487.77,2004-11,2
4598,2004,11,IL,36,3000,902559162.66,2004-11,46
4599,2004,11,IN,30,2775,1117134873.32,2004-11,30
4600,2004,11,KS,13,1259,311477120.08,2004-11,12
4601,2004,11,KY,22,2291,774803736.8,2004-11,22
4602,2004,11,LA,24,1827,337701838.2,2004-11,24
4603,2004,11,MA,27,2073,220333339.56,2004-11,26
4604,2004,11,MD,12,1101,220053978.69,2004-11,14
4605,2004,11,ME,6,351,35273329.14,2004-11,5
4606,2004,11,MI,30,2595,598999589.39,2004-11,28
4607,2004,11,MN,18,1479,315396233.56,2004-11,20
4608,2004,11,MO,25,2318,747437016.92,2004-11,26
4609,2004,11,MS,17,1114,159126640.88,2004-11,18
4610,2004,11,MT,3,285,157508050.6,2004-11,4
4611,2004,11,NC,23,1708,418907363.8,2004-11,23
4612,2004,11,ND,7,665,249886746.95,2004-11,7
4613,2004,11,NE,11,886,185573429.85999998,2004-11,12
4614,2004,11,NH,5,388,73282855.16,2004-11,5
4615,2004,11,NJ,34,2537,142749857.2,2004-11,35
4616,2004,11,NM,11,856,283590891.95,2004-11,10
4617,2004,11,NV,11,691,214489304.79,2004-11,11
4618,2004,11,NY,80,5602,444456259.11,2004-11,81
4619,2004,11,OH,34,2888,1162463971.08,2004-11,35
4620,2004,11,OK,21,1632,332145889.32,2004-11,20
4621,2004,11,OR,6,363,103285804.8,2004-11,6
4622,2004,11,PA,62,4639,1055458031.15,2004-11,61
4623,2004,11,RI,5,322,19667745.39,2004-11,5
4624,2004,11,SC,19,1466,292178333.41,2004-11,20
4625,2004,11,SD,3,222,31343659.46,2004-11,4
4626,2004,11,TN,10,830,518769929.0,2004-11,11
4627,2004,11,TX,102,7362,1533830349.7,2004-11,103
4628,2004,11,UT,7,620,302599228.71000004,2004-11,9
4629,2004,11,VA,25,1403,267614547.84,2004-11,25
4630,2004,11,VT,1,95,1441055.0,2004-11,1
4631,2004,11,WA,7,308,112285942.36,2004-11,7
4632,2004,11,WI,28,2411,424513729.74,2004-11,28
4633,2004,11,WV,18,1650,789633003.58,2004-11,19
4634,2004,11,WY,8,679,415651071.89000005,2004-11,7
4635,2004,12,AL,21,1470,731610925.38,2004-12,21
4636,2004,12,AR,8,639,254660957.88,2004-12,8
4637,2004,12,AZ,20,1416,430077867.81,2004-12,20
4638,2004,12,CA,60,3438,301995084.09,2004-12,60
4639,2004,12,CO,21,1575,372390056.88,2004-12,21
4640,2004,12,CT,16,1179,67908367.28999999,2004-12,16
4641,2004,12,DC,2,141,0.0,2004-12,0
4642,2004,12,DE,8,660,86314099.32000001,2004-12,8
4643,2004,12,FL,57,4770,1106764154.58,2004-12,57
4644,2004,12,GA,19,1560,758850435.54,2004-12,19
4645,2004,12,IA,24,2172,299493035.61,2004-12,24
4646,2004,12,ID,2,138,4100574.0,2004-12,2
4647,2004,12,IL,46,3579,1031692858.83,2004-12,46
4648,2004,12,IN,30,2778,1261717936.05,2004-12,30
4649,2004,12,KS,12,1200,370505738.64,2004-12,12
4650,2004,12,KY,22,2310,1007244957.9,2004-12,22
4651,2004,12,LA,24,1851,384755030.49,2004-12,24
4652,2004,12,MA,26,2052,277219502.09999996,2004-12,26
4653,2004,12,MD,14,1305,299104517.40000004,2004-12,14
4654,2004,12,ME,5,297,38891034.39,2004-12,5
4655,2004,12,MI,28,2496,605914257.54,2004-12,28
4656,2004,12,MN,20,1557,340726581.87,2004-12,20
4657,2004,12,MO,26,2385,798283925.73,2004-12,26
4658,2004,12,MS,18,1272,216103668.33,2004-12,18
4659,2004,12,MT,4,303,164296617.69,2004-12,4
4660,2004,12,NC,23,1731,487505639.58,2004-12,23
4661,2004,12,ND,7,672,265301316.48000002,2004-12,7
4662,2004,12,NE,12,945,198379663.77,2004-12,12
4663,2004,12,NH,5,393,82762679.52,2004-12,5
4664,2004,12,NJ,35,2667,184074429.27,2004-12,35
4665,2004,12,NM,10,813,293306837.07,2004-12,10
4666,2004,12,NV,11,702,202013050.98,2004-12,11
4667,2004,12,NY,81,5715,520166565.15,2004-12,81
4668,2004,12,OH,35,3051,1411861388.22,2004-12,35
4669,2004,12,OK,20,1632,361574012.15999997,2004-12,20
4670,2004,12,OR,6,390,97911709.68,2004-12,6
4671,2004,12,PA,61,4749,1213297504.41,2004-12,61
4672,2004,12,RI,5,327,21476383.38,2004-12,5
4673,2004,12,SC,20,1566,362691392.49,2004-12,20
4674,2004,12,SD,4,321,33586254.24,2004-12,4
4675,2004,12,TN,11,906,598310506.32,2004-12,11
4676,2004,12,TX,103,7713,1852176448.95,2004-12,103
4677,2004,12,UT,9,666,328456391.79,2004-12,9
4678,2004,12,VA,25,1428,328222229.73,2004-12,25
4679,2004,12,VT,1,96,2411352.0,2004-12,1
4680,2004,12,WA,7,315,104963080.55999999,2004-12,7
4681,2004,12,WI,28,2439,451458285.24,2004-12,28
4682,2004,12,WV,19,1710,882241442.22,2004-12,19
4683,2004,12,WY,7,645,421389235.08000004,2004-12,7
4684,2005,1,AL,22,1516,791937506.71,2005-01,22
4685,2005,1,AR,8,584,250600580.95000002,2005-01,9
4686,2005,1,AZ,19,1324,420623749.54,2005-01,21
4687,2005,1,CA,63,3729,284060535.34,2005-01,70
4688,2005,1,CO,23,1679,368532579.1,2005-01,24
4689,2005,1,CT,15,1125,96348163.64,2005-01,14
4690,2005,1,DC,2,143,156732.6,2005-01,0
4691,2005,1,DE,8,668,86661248.74,2005-01,8
4692,2005,1,FL,57,4827,1160961572.99,2005-01,54
4693,2005,1,GA,23,1829,777283477.61,2005-01,21
4694,2005,1,IA,24,2196,318818000.72,2005-01,24
4695,2005,1,ID,1,43,6363290.5,2005-01,4
4696,2005,1,IL,48,3618,994547749.13,2005-01,47
4697,2005,1,IN,36,3057,1253592210.41,2005-01,32
4698,2005,1,KS,13,1234,396185147.34999996,2005-01,14
4699,2005,1,KY,23,2429,975545653.6999999,2005-01,24
4700,2005,1,LA,24,1914,394781270.90999997,2005-01,24
4701,2005,1,MA,27,2103,297782596.02,2005-01,23
4702,2005,1,MD,13,1222,344365795.03000003,2005-01,13
4703,2005,1,ME,5,302,50829230.6,2005-01,4
4704,2005,1,MI,31,2641,581440874.36,2005-01,31
4705,2005,1,MN,19,1480,380665357.25,2005-01,21
4706,2005,1,MO,25,2368,869135389.1,2005-01,25
4707,2005,1,MS,19,1231,217945589.63,2005-01,18
4708,2005,1,MT,4,307,167946846.63,2005-01,4
4709,2005,1,NC,23,1754,531125497.43,2005-01,21
4710,2005,1,ND,7,679,263646918.59,2005-01,7
4711,2005,1,NE,14,1064,194003087.54000002,2005-01,13
4712,2005,1,NH,5,398,83650636.16,2005-01,5
4713,2005,1,NJ,32,2492,192138528.44,2005-01,31
4714,2005,1,NM,11,878,291388996.86,2005-01,11
4715,2005,1,NV,11,713,215065341.15,2005-01,10
4716,2005,1,NY,84,5985,585886092.15,2005-01,75
4717,2005,1,OH,38,3224,1533164417.01,2005-01,34
4718,2005,1,OK,20,1592,389521264.46999997,2005-01,22
4719,2005,1,OR,6,396,109398341.35,2005-01,5
4720,2005,1,PA,59,4706,1235583269.36,2005-01,58
4721,2005,1,RI,5,332,18855408.71,2005-01,6
4722,2005,1,SC,20,1586,361384821.09,2005-01,19
4723,2005,1,SD,4,325,32819793.5,2005-01,3
4724,2005,1,TN,10,850,579954354.25,2005-01,9
4725,2005,1,TX,99,7230,1902004525.4,2005-01,104
4726,2005,1,UT,8,641,324600449.65999997,2005-01,9
4727,2005,1,VA,27,1482,363350876.51,2005-01,25
4728,2005,1,VT,1,97,2331710.25,2005-01,1
4729,2005,1,WA,6,282,123671711.52999999,2005-01,7
4730,2005,1,WI,29,2564,1301997383.34,2005-01,32
4731,2005,1,WV,19,1729,905061771.52,2005-01,19
4732,2005,1,WY,7,652,415485847.91999996,2005-01,8
4733,2005,2,AL,18,1443,665722420.78,2005-02,22
4734,2005,2,AR,7,494,223390583.38,2005-02,9
4735,2005,2,AZ,18,1365,316063958.15,2005-02,21
4736,2005,2,CA,56,3490,251061898.38,2005-02,70
4737,2005,2,CO,22,1652,331403153.40000004,2005-02,24
4738,2005,2,CT,15,1113,58572541.26,2005-02,14
4739,2005,2,DC,2,145,124810.84,2005-02,0
4740,2005,2,DE,7,641,50431221.42,2005-02,8
4741,2005,2,FL,53,4534,934929076.94,2005-02,54
4742,2005,2,GA,20,1771,769969107.72,2005-02,21
4743,2005,2,IA,23,2122,284209510.99,2005-02,24
4744,2005,2,ID,2,85,6416194.98,2005-02,4
4745,2005,2,IL,42,3375,818148074.45,2005-02,47
4746,2005,2,IN,33,2934,1105506451.51,2005-02,32
4747,2005,2,KS,13,1247,280883234.21999997,2005-02,14
4748,2005,2,KY,23,2365,856928455.3199999,2005-02,24
4749,2005,2,LA,21,1644,332022363.27,2005-02,24
4750,2005,2,MA,21,1782,246733188.76000002,2005-02,23
4751,2005,2,MD,13,1235,276919757.24,2005-02,13
4752,2005,2,ME,5,307,38225098.010000005,2005-02,4
4753,2005,2,MI,28,2582,566608088.91,2005-02,31
4754,2005,2,MN,18,1509,320044959.34,2005-02,21
4755,2005,2,MO,22,2249,799990757.45,2005-02,25
4756,2005,2,MS,13,842,193505065.36,2005-02,18
4757,2005,2,MT,4,311,146445590.32,2005-02,4
4758,2005,2,NC,21,1716,504910950.90999997,2005-02,21
4759,2005,2,ND,7,686,250515261.64,2005-02,7
4760,2005,2,NE,13,992,147300955.6,2005-02,13
4761,2005,2,NH,5,403,77819099.75999999,2005-02,5
4762,2005,2,NJ,28,2186,151824810.67,2005-02,31
4763,2005,2,NM,10,833,293219101.36,2005-02,11
4764,2005,2,NV,10,626,178977424.22,2005-02,10
4765,2005,2,NY,79,5750,491531332.49,2005-02,75
4766,2005,2,OH,32,2959,1305611069.84,2005-02,34
4767,2005,2,OK,19,1562,347816841.97,2005-02,22
4768,2005,2,OR,5,370,108375247.5,2005-02,5
4769,2005,2,PA,61,4835,1115032709.04,2005-02,58
4770,2005,2,RI,5,337,18740843.28,2005-02,6
4771,2005,2,SC,18,1479,309628406.15,2005-02,19
4772,2005,2,SD,3,231,28842252.25,2005-02,3
4773,2005,2,TN,10,860,542437994.0,2005-02,9
4774,2005,2,TX,96,7035,1633749342.02,2005-02,104
4775,2005,2,UT,8,649,271790804.73,2005-02,9
4776,2005,2,VA,23,1369,323361817.4,2005-02,25
4777,2005,2,VT,1,98,2448285.0,2005-02,1
4778,2005,2,WA,6,288,105017741.35000001,2005-02,7
4779,2005,2,WI,28,2549,963658147.6899999,2005-02,32
4780,2005,2,WV,19,1748,828864262.91,2005-02,19
4781,2005,2,WY,7,659,384256940.42,2005-02,8
4782,2005,3,AL,22,1569,766850154.96,2005-03,22
4783,2005,3,AR,8,600,179718269.94,2005-03,9
4784,2005,3,AZ,17,1212,343416941.4,2005-03,21
4785,2005,3,CA,53,3396,265561679.7,2005-03,70
4786,2005,3,CO,23,1734,381151380.81,2005-03,24
4787,2005,3,CT,15,1155,71654348.42999999,2005-03,14
4788,2005,3,DC,1,48,0.0,2005-03,0
4789,2005,3,DE,8,684,59693899.68,2005-03,8
4790,2005,3,FL,55,4743,1014431649.87,2005-03,54
4791,2005,3,GA,22,1875,878782897.95,2005-03,21
4792,2005,3,IA,22,2046,234965179.35,2005-03,24
4793,2005,3,ID,1,45,5922292.5,2005-03,4
4794,2005,3,IL,44,3492,876696501.39,2005-03,47
4795,2005,3,IN,33,2988,1213759626.39,2005-03,32
4796,2005,3,KS,15,1533,297286633.29,2005-03,14
4797,2005,3,KY,22,2352,918464177.7,2005-03,24
4798,2005,3,LA,23,1797,391307815.92,2005-03,24
4799,2005,3,MA,27,2160,272020387.5,2005-03,23
4800,2005,3,MD,11,1050,289191370.65,2005-03,13
4801,2005,3,ME,5,312,40687413.63,2005-03,4
4802,2005,3,MI,28,2580,543891240.99,2005-03,31
4803,2005,3,MN,19,1572,384573516.09,2005-03,21
4804,2005,3,MO,24,2349,794976010.44,2005-03,25
4805,2005,3,MS,16,1002,192733789.35,2005-03,18
4806,2005,3,MT,4,315,151004932.65,2005-03,4
4807,2005,3,NC,21,1692,535894663.38,2005-03,21
4808,2005,3,ND,7,693,249929545.14000002,2005-03,7
4809,2005,3,NE,12,999,200419134.69,2005-03,13
4810,2005,3,NH,5,408,64662151.919999994,2005-03,5
4811,2005,3,NJ,32,2553,158333167.23,2005-03,31
4812,2005,3,NM,12,930,281598147.24,2005-03,11
4813,2005,3,NV,11,675,205099835.1,2005-03,10
4814,2005,3,NY,82,6108,558637915.38,2005-03,75
4815,2005,3,OH,35,3111,1466023347.42,2005-03,34
4816,2005,3,OK,20,1620,371733269.66999996,2005-03,22
4817,2005,3,OR,5,375,110236522.38,2005-03,5
4818,2005,3,PA,61,4833,1313230969.68,2005-03,58
4819,2005,3,RI,4,264,15538064.850000001,2005-03,6
4820,2005,3,SC,20,1626,336869805.81,2005-03,19
4821,2005,3,SD,3,234,32616648.99,2005-03,3
4822,2005,3,TN,10,870,524927835.0,2005-03,9
4823,2005,3,TX,95,6882,1707191646.72,2005-03,104
4824,2005,3,UT,8,651,270129904.08,2005-03,9
4825,2005,3,VA,26,1512,332198386.56,2005-03,25
4826,2005,3,VT,1,99,3289794.75,2005-03,1
4827,2005,3,WA,7,336,121919177.91,2005-03,7
4828,2005,3,WI,27,2478,578116230.09,2005-03,32
4829,2005,3,WV,19,1767,863765004.48,2005-03,19
4830,2005,3,WY,7,666,422243595.92999995,2005-03,8
4831,2005,4,AL,23,1643,646805507.84,2005-04,22
4832,2005,4,AR,8,608,162764065.78,2005-04,9
4833,2005,4,AZ,21,1476,409266938.1,2005-04,21
4834,2005,4,CA,57,3384,236407478.82,2005-04,70
4835,2005,4,CO,22,1711,335820792.66,2005-04,24
4836,2005,4,CT,16,1243,79655493.8,2005-04,14
4837,2005,4,DC,1,49,0.0,2005-04,0
4838,2005,4,DE,7,592,30057307.58,2005-04,8
4839,2005,4,FL,57,4998,1017128840.9,2005-04,54
4840,2005,4,GA,20,1799,813649879.29,2005-04,21
4841,2005,4,IA,22,2068,247161609.17,2005-04,24
4842,2005,4,ID,2,47,5097915.6,2005-04,4
4843,2005,4,IL,50,3896,775410837.78,2005-04,47
4844,2005,4,IN,33,3009,1047017403.3,2005-04,32
4845,2005,4,KS,14,1424,307251357.76,2005-04,14
4846,2005,4,KY,24,2535,855048199.28,2005-04,24
4847,2005,4,LA,26,2081,311496906.7,2005-04,24
4848,2005,4,MA,26,2132,263244016.92,2005-04,23
