state,date,monthly_num_plants,yearly_num_plants,total_facility_age,total_weighted_facility_age
TN,2003-08,17,10,778,558183782.24
TX,2003-08,116,100,7177,1980193011.92
UT,2003-08,8,7,532,287713920.12
VA,2003-08,37,23,1118,360993658.41
VT,2003-08,1,1,80,1888020.0
WA,2003-08,5,6,211,105203106.6
WI,2003-08,28,27,2192,411724429.73
WV,2003-08,25,18,1442,817610398.81
WY,2003-08,8,8,559,339517791.42
AL,2003-09,27,19,1218,691286998.38
AR,2003-09,10,9,555,211298673.09
AZ,2003-09,22,20,1134,354188931.21
CA,2003-09,66,61,2958,332566132.71
CO,2003-09,23,23,1362,269878281.0
CT,2003-09,21,16,1071,37752350.67
DE,2003-09,12,7,660,56755533.72
FL,2003-09,59,55,4101,1115854869.48
GA,2003-09,23,20,1578,764533383.33
IA,2003-09,21,20,1746,248338914.48
ID,2003-09,2,3,51,2506375.32
IL,2003-09,48,42,2778,733874220.27
IN,2003-09,33,29,2355,938686686.84
KS,2003-09,17,12,1326,268774315.71
KY,2003-09,27,22,2109,715520553.81
LA,2003-09,27,25,1830,299505148.86
MA,2003-09,36,29,2016,191475348.29999998
MD,2003-09,12,12,933,257103583.8
ME,2003-09,6,6,267,23505295.14
MI,2003-09,35,29,2181,497542872.78
MN,2003-09,20,19,1257,298148022.51
MO,2003-09,23,26,1872,623915578.11
MS,2003-09,15,19,786,181050205.77
MT,2003-09,3,4,243,136385774.19
NC,2003-09,26,22,1389,436604483.52
ND,2003-09,7,7,567,192256806.42000002
NE,2003-09,11,11,804,155963071.2
NH,2003-09,7,5,378,54607196.22
NJ,2003-09,44,32,2487,132193511.31
NM,2003-09,10,10,663,208858697.10000002
NV,2003-09,12,9,726,169424182.73999998
NY,2003-09,82,76,4617,463009367.25
OH,2003-09,47,33,2790,1140714341.16
OK,2003-09,23,20,1440,306774562.89
OR,2003-09,6,5,300,80603853.9
PA,2003-09,71,61,4290,928264393.71
RI,2003-09,6,5,312,17681474.37
SC,2003-09,29,17,1335,279688285.74
SD,2003-09,4,3,261,25848681.39
TN,2003-09,17,10,750,510153996.75
TX,2003-09,109,100,6693,1586589959.19
UT,2003-09,8,7,540,266283472.59
VA,2003-09,36,23,1149,263994230.01
VT,2003-09,1,1,81,1266313.5
WA,2003-09,5,6,195,91340258.25
WI,2003-09,28,27,2220,357309957.15
WV,2003-09,23,18,1413,698243157.24
WY,2003-09,8,8,567,330368085.65999997
AL,2003-10,18,19,1155,610015219.87
AR,2003-10,7,9,382,186569558.0
AZ,2003-10,22,20,1156,342457072.26
CA,2003-10,65,61,3068,301550153.08
CO,2003-10,22,23,1351,268081867.82
CT,2003-10,13,16,799,40439769.699999996
DC,2003-10,1,0,31,0.0
DE,2003-10,8,7,548,25148213.12
FL,2003-10,57,55,4059,1105087343.69
GA,2003-10,18,20,1353,668790586.66
IA,2003-10,20,20,1760,262676622.86
ID,2003-10,1,3,28,1743994.0
IL,2003-10,38,42,2633,671151378.74
IN,2003-10,27,29,2274,863259711.38
KS,2003-10,15,12,1230,294347359.42
KY,2003-10,22,22,2002,687880037.3199999
LA,2003-10,26,25,1736,306240346.44
MA,2003-10,29,29,1823,228484908.44
MD,2003-10,13,12,1027,216308272.98000002
ME,2003-10,6,6,273,30914864.130000003
MI,2003-10,27,29,2061,486334491.72
MN,2003-10,20,19,1277,294133887.34999996
MO,2003-10,20,26,1697,635854960.74
MS,2003-10,15,19,798,183714691.54
MT,2003-10,3,4,246,136781107.78
NC,2003-10,20,22,1298,372976299.07
ND,2003-10,6,7,492,208643685.57999998
NE,2003-10,10,11,715,157668830.64
NH,2003-10,5,5,323,65021385.410000004
NJ,2003-10,32,32,1982,123514628.14
NM,2003-10,12,10,726,212431536.22
NV,2003-10,12,9,717,175424311.71
NY,2003-10,77,76,4619,416085552.49
OH,2003-10,30,33,2373,1236357232.97
OK,2003-10,22,20,1441,311690209.64
OR,2003-10,5,5,290,80627258.0
PA,2003-10,61,61,4060,887318030.0
RI,2003-10,6,5,318,16517702.959999999
SC,2003-10,17,17,1247,255449570.82
SD,2003-10,3,3,183,26582475.73
TN,2003-10,10,10,712,489829333.0
TX,2003-10,108,100,6717,1489317744.18
UT,2003-10,7,7,529,268057711.47
VA,2003-10,21,23,981,246695790.85
VT,2003-10,1,1,82,1299659.0
WA,2003-10,5,6,200,102707606.28
WI,2003-10,27,27,2166,379213927.39
WV,2003-10,17,18,1313,721023622.1
WY,2003-10,8,8,575,338451623.06
AL,2003-11,20,19,1231,606330289.21
AR,2003-11,8,9,409,208474366.5
AZ,2003-11,20,20,1078,319398015.95
CA,2003-11,53,61,2749,179099135.11
CO,2003-11,23,23,1408,294040224.58
CT,2003-11,15,16,915,36888047.92
DC,2003-11,1,0,32,0.0
DE,2003-11,7,7,473,24635617.47
FL,2003-11,55,55,3950,853854963.91
GA,2003-11,22,20,1499,577991220.1
IA,2003-11,19,20,1697,249677441.29
ID,2003-11,3,3,138,2975536.5
IL,2003-11,42,42,2898,757785282.92
IN,2003-11,26,29,2197,924976741.84
KS,2003-11,14,12,1186,299695581.88
KY,2003-11,22,22,2024,715373135.76
LA,2003-11,24,25,1635,285989928.59
MA,2003-11,28,29,1802,220730046.53
MD,2003-11,12,12,957,251393841.65
ME,2003-11,6,6,279,24568718.38
MI,2003-11,29,29,2194,491090120.18
MN,2003-11,19,19,1253,298503565.14
MO,2003-11,23,26,1882,664801195.0
MS,2003-11,16,19,824,149921259.0
MT,2003-11,4,4,251,123539468.08
NC,2003-11,21,22,1395,413166230.82
ND,2003-11,7,7,581,219911026.52
NE,2003-11,11,11,796,155674870.49
NH,2003-11,5,5,328,52033180.02
NJ,2003-11,32,32,2116,118232775.5
NM,2003-11,11,10,724,209809289.86
NV,2003-11,12,9,729,177429683.76000002
NY,2003-11,77,76,4723,367947042.38
OH,2003-11,34,33,2444,1195328873.75
OK,2003-11,21,20,1455,276976671.41
OR,2003-11,6,5,312,73706132.15
PA,2003-11,61,61,3968,887878772.99
RI,2003-11,5,5,262,16236710.36
SC,2003-11,17,17,1222,271481868.27
SD,2003-11,4,3,269,26754845.95
TN,2003-11,12,10,783,465059258.55
TX,2003-11,103,100,6470,1404200502.96
UT,2003-11,7,7,536,264988653.72
VA,2003-11,22,23,1079,236126136.2
VT,2003-11,1,1,83,1116951.75
WA,2003-11,6,6,231,92917736.66
WI,2003-11,27,27,2193,372117544.52
WV,2003-11,17,18,1330,714809180.65
WY,2003-11,8,8,583,357997165.88
AL,2003-12,19,19,1227,642989240.1
AR,2003-12,9,9,564,212707244.52
AZ,2003-12,20,20,1110,345387046.68
CA,2003-12,61,61,2898,204066500.37
CO,2003-12,23,23,1431,322450883.19
CT,2003-12,16,16,987,59578263.480000004
DC,2003-12,1,0,33,0.0
DE,2003-12,7,7,480,32422916.55
FL,2003-12,55,55,4005,905621693.97
GA,2003-12,20,20,1584,777356731.44
IA,2003-12,20,20,1800,251189628.12
ID,2003-12,3,3,141,2004960.45
IL,2003-12,42,42,2895,838687093.56
IN,2003-12,29,29,2439,1053741586.89
KS,2003-12,12,12,1056,337896624.6
KY,2003-12,22,22,2046,868043307.84
LA,2003-12,25,25,1689,305846388.48
MA,2003-12,29,29,1866,221881482.63
MD,2003-12,12,12,969,302919573.84
ME,2003-12,6,6,285,38803577.519999996
MI,2003-12,29,29,2154,503582510.09999996
MN,2003-12,19,19,1272,319456921.08
MO,2003-12,26,26,2037,760952577.39
MS,2003-12,19,19,1062,179949433.8
MT,2003-12,4,4,255,144133941.69
NC,2003-12,22,22,1458,501441326.46
ND,2003-12,7,7,588,234337744.2
NE,2003-12,11,11,807,171575499.03
NH,2003-12,5,5,333,68859712.17
NJ,2003-12,32,32,2082,111549839.37
NM,2003-12,10,10,693,249441454.65
NV,2003-12,9,9,564,180390611.01
NY,2003-12,76,76,4686,461461101.21
OH,2003-12,33,33,2622,1256924049.27
OK,2003-12,20,20,1317,338361651.36
OR,2003-12,5,5,300,64515082.86
PA,2003-12,61,61,4068,1067625423.33
RI,2003-12,5,5,267,14333629.56
SC,2003-12,17,17,1242,310887148.46999997
SD,2003-12,3,3,189,13736824.08
TN,2003-12,10,10,732,562469092.5
TX,2003-12,100,100,6435,1495032454.71
UT,2003-12,7,7,543,277080319.23
VA,2003-12,23,23,1119,326267464.74
VT,2003-12,1,1,84,1918308.0
WA,2003-12,6,6,237,103938001.28999999
WI,2003-12,27,27,2220,391717514.31
WV,2003-12,18,18,1431,795948081.06
WY,2003-12,8,8,591,372033029.94
AL,2004-01,19,21,1231,658893558.15
AR,2004-01,8,8,488,219181530.07
AZ,2004-01,18,20,1104,368422835.74
CA,2004-01,55,60,2776,196818180.66
CO,2004-01,22,21,1429,324446852.14
CT,2004-01,16,16,1003,92746730.60000001
DC,2004-01,2,0,119,1363519.85
DE,2004-01,8,8,572,79793285.85
FL,2004-01,54,57,4035,915759687.77
GA,2004-01,21,19,1485,798225384.89
IA,2004-01,20,24,1820,284020271.25
ID,2004-01,2,2,116,4005510.75
IL,2004-01,45,46,3123,926320400.9
IN,2004-01,33,30,2556,1139911683.68
KS,2004-01,14,12,1139,337073514.55
KY,2004-01,21,22,2037,950009176.4300001
LA,2004-01,24,24,1614,314929390.56
MA,2004-01,27,26,1827,296862982.46
MD,2004-01,12,14,1053,353022451.04
ME,2004-01,6,5,291,55472431.89
MI,2004-01,31,28,2290,509691812.45
MN,2004-01,19,20,1291,341014664.82
MO,2004-01,24,26,2049,765773919.96
MS,2004-01,18,18,948,190108361.44
MT,2004-01,4,4,259,149369437.89
NC,2004-01,22,23,1480,517053393.09
ND,2004-01,7,7,595,233154317.45
NE,2004-01,10,12,745,169005679.55
NH,2004-01,5,5,338,75749776.95
NJ,2004-01,31,35,2068,132335055.62
NM,2004-01,10,10,703,241764432.1
NV,2004-01,10,11,583,156238537.91
NY,2004-01,80,81,4958,601359141.77
OH,2004-01,34,35,2641,1327023402.48
OK,2004-01,21,20,1437,333149963.53000003
OR,2004-01,5,6,305,76199600.19999999
PA,2004-01,61,61,4186,1143362363.46
RI,2004-01,6,5,336,16423745.46
SC,2004-01,19,20,1345,339547786.61
SD,2004-01,4,4,277,30191410.490000002
TN,2004-01,11,11,797,558811229.4
TX,2004-01,105,103,6690,1581794566.63
UT,2004-01,7,9,550,279280532.11
VA,2004-01,21,25,1122,326299370.3
VT,2004-01,1,1,85,2666131.25
WA,2004-01,6,7,243,102052806.24
WI,2004-01,26,28,2162,404712829.73
WV,2004-01,19,19,1501,908197934.29
WY,2004-01,8,7,599,378975196.93
AL,2004-02,19,21,1265,562864694.8
AR,2004-02,8,8,496,181908128.12
AZ,2004-02,21,20,1236,306557974.85
CA,2004-02,62,60,3136,219868796.95
CO,2004-02,21,21,1413,301842451.59
CT,2004-02,15,16,960,44426250.42
DC,2004-02,2,0,121,79881.96
DE,2004-02,7,8,494,49276028.29
FL,2004-02,54,57,4029,833196051.59
GA,2004-02,22,19,1604,755848883.36
IA,2004-02,20,24,1840,281688843.64
ID,2004-02,2,2,61,3626954.98
IL,2004-02,39,46,2901,870968377.0
IN,2004-02,31,30,2537,1003400504.56
KS,2004-02,14,12,1102,297515437.87
KY,2004-02,21,22,2058,840295312.18
LA,2004-02,23,24,1498,290365092.99
MA,2004-02,24,26,1656,246231421.39
MD,2004-02,12,14,993,298188470.0
ME,2004-02,6,5,297,38332818.23
MI,2004-02,29,28,2182,455741641.0
MN,2004-02,18,20,1224,292587223.61
MO,2004-02,24,26,2001,671515975.14
MS,2004-02,16,18,875,209348989.71
MT,2004-02,4,4,263,138041330.01999998
NC,2004-02,20,23,1372,499633937.06
ND,2004-02,7,7,602,218748559.4
NE,2004-02,11,12,757,155278534.39999998
NH,2004-02,5,5,343,63902872.760000005
NJ,2004-02,30,35,2100,116584018.74000001
NM,2004-02,12,10,774,214543613.91
NV,2004-02,11,11,679,161079051.26999998
NY,2004-02,75,81,4752,490875628.88
OH,2004-02,33,35,2580,1137667078.17
OK,2004-02,20,20,1432,322276953.01
OR,2004-02,5,6,310,72123044.0
PA,2004-02,64,61,4316,1052890445.77
RI,2004-02,5,5,277,13841664.52
SC,2004-02,18,20,1347,304060567.71
SD,2004-02,3,4,258,27369951.5
TN,2004-02,10,11,752,507957185.0
TX,2004-02,99,103,6429,1491253313.02
UT,2004-02,7,9,557,241139626.13
VA,2004-02,21,25,1143,281464783.61
VT,2004-02,1,1,86,1769514.5
WA,2004-02,5,7,220,99420995.93999998
WI,2004-02,26,28,2188,371806125.19
WV,2004-02,17,19,1456,764279148.87
WY,2004-02,8,7,607,358353355.65999997
AL,2004-03,19,21,1284,602160053.82
AR,2004-03,8,8,504,154628503.5
AZ,2004-03,19,20,1095,327035667.87
CA,2004-03,60,60,2934,261071635.02
CO,2004-03,21,21,1449,305652714.78
CT,2004-03,15,16,948,50961773.94
DC,2004-03,2,0,123,147882.6
DE,2004-03,7,8,501,47984116.86
FL,2004-03,54,57,4188,906312303.39
GA,2004-03,22,19,1665,644234901.96
IA,2004-03,20,24,1860,247420385.73000002
ID,2004-03,2,2,63,2485580.55
IL,2004-03,41,46,2970,798814777.62
IN,2004-03,30,30,2505,994520410.53
KS,2004-03,15,12,1329,277738522.98
KY,2004-03,22,22,2112,820426204.86
LA,2004-03,25,24,1656,241624763.79
MA,2004-03,26,26,1791,270511120.44
MD,2004-03,11,14,990,284892486.36
ME,2004-03,6,5,303,30736110.03
MI,2004-03,26,28,2154,512401142.21999997
MN,2004-03,18,20,1296,263959075.95
MO,2004-03,24,26,2061,681979222.14
MS,2004-03,14,18,759,184614170.01
MT,2004-03,4,4,267,155385370.2
NC,2004-03,21,23,1479,489037247.13
ND,2004-03,7,7,609,219461836.07999998
NE,2004-03,12,12,855,145608077.19
NH,2004-03,5,5,348,48962429.7
NJ,2004-03,31,35,2109,121038197.82
NM,2004-03,11,10,768,217759013.73000002
NV,2004-03,11,11,690,170837594.67
NY,2004-03,82,81,5217,478262571.75
OH,2004-03,34,35,2697,1141529478.36
OK,2004-03,20,20,1452,267588824.45999998
OR,2004-03,5,6,315,68041062.0
PA,2004-03,61,61,4158,1067805095.4300001
RI,2004-03,5,5,282,12172423.02
SC,2004-03,19,20,1299,264550952.94
SD,2004-03,3,4,198,30232206.12
TN,2004-03,9,11,675,475843212.75
TX,2004-03,100,103,6435,1369318109.28
UT,2004-03,7,9,564,236617052.82000002
VA,2004-03,18,25,1002,239188146.66
VT,2004-03,1,1,87,1576070.25
WA,2004-03,4,7,204,101989381.14
WI,2004-03,25,28,2163,355376994.39
WV,2004-03,17,19,1473,793221518.85
WY,2004-03,8,7,615,368840024.78999996
AL,2004-04,21,21,1350,546890288.5
AR,2004-04,9,8,600,138509126.25
AZ,2004-04,20,20,1202,330304323.62
CA,2004-04,64,60,3250,247904887.46
CO,2004-04,19,21,1381,284020746.34000003
CT,2004-04,14,16,902,44474813.61
DC,2004-04,2,0,125,0.0
DE,2004-04,8,8,596,55884538.93
FL,2004-04,56,57,4250,911646628.5600001
GA,2004-04,26,19,1772,677536103.79
IA,2004-04,21,24,1893,232398873.67000002
ID,2004-04,2,2,65,8017.839999999999
IL,2004-04,41,46,2981,691291743.07
IN,2004-04,30,30,2517,976618856.91
KS,2004-04,16,12,1432,262378227.44
KY,2004-04,24,22,2196,725006887.32
LA,2004-04,24,24,1617,269770354.19
MA,2004-04,27,26,1884,234168969.55
MD,2004-04,13,14,1105,238233709.07999998
ME,2004-04,6,5,309,28997929.75
MI,2004-04,30,28,2388,457911642.49
MN,2004-04,18,20,1260,250843314.89
MO,2004-04,24,26,2067,676492286.1
MS,2004-04,16,18,1024,175719653.48
MT,2004-04,4,4,271,115878020.53
NC,2004-04,20,23,1373,396999207.13
ND,2004-04,7,7,616,187663458.4
NE,2004-04,11,12,779,142909560.47
NH,2004-04,5,5,353,51256502.2
NJ,2004-04,31,35,2113,122678386.52
NM,2004-04,9,10,720,211678383.98
NV,2004-04,11,11,680,114734456.97999999
NY,2004-04,81,81,5226,436017017.91
OH,2004-04,33,35,2604,1034993796.24
OK,2004-04,18,20,1296,254976293.0
OR,2004-04,5,6,320,64446266.12
PA,2004-04,65,61,4385,965480706.11
RI,2004-04,5,5,287,14296536.17
SC,2004-04,19,20,1318,266953321.01
SD,2004-04,3,4,201,27319169.52
TN,2004-04,9,11,759,496681128.0
TX,2004-04,101,103,6593,1462927567.26
UT,2004-04,7,9,571,255518069.91
VA,2004-04,22,25,1147,231549091.03
VT,2004-04,1,1,88,779768.0
WA,2004-04,6,7,261,105278367.69
WI,2004-04,24,28,2259,348587095.7
WV,2004-04,17,19,1490,620006276.16
WY,2004-04,7,7,589,330091525.70000005
AL,2004-05,30,21,1452,722327998.51
AR,2004-05,11,8,721,179653741.63
AZ,2004-05,21,20,1299,365974062.4
CA,2004-05,64,60,3356,286679439.16
CO,2004-05,20,21,1426,309672959.88
CT,2004-05,19,16,1097,50895975.11
DC,2004-05,2,0,127,69354.14
DE,2004-05,11,8,700,50548532.02
FL,2004-05,57,57,4395,1161572189.47
GA,2004-05,27,19,1878,898010284.84
IA,2004-05,21,24,1902,224851757.44
ID,2004-05,1,2,35,2887430.0
IL,2004-05,59,46,3580,816565055.88
IN,2004-05,37,30,2654,1006720026.89
KS,2004-05,18,12,1476,321492990.51
KY,2004-05,26,22,2209,863738669.36
LA,2004-05,28,24,1943,377250142.82
MA,2004-05,35,26,2143,176785045.06
MD,2004-05,14,14,1207,272459217.03000003
ME,2004-05,6,5,315,31070067.71
MI,2004-05,40,28,2642,472396689.1
MN,2004-05,19,20,1382,269921679.54999995
MO,2004-05,27,26,2226,696675951.8100001
MS,2004-05,18,18,1071,203250254.06
MT,2004-05,4,4,275,101212735.23
NC,2004-05,34,23,1622,504084945.66
ND,2004-05,7,7,623,203126181.85
NE,2004-05,12,12,867,120267302.37
NH,2004-05,4,5,341,56592119.13
NJ,2004-05,45,35,2799,142481823.73
NM,2004-05,11,10,763,272777552.6
NV,2004-05,11,11,625,165418024.19
NY,2004-05,87,81,5484,453683150.31
OH,2004-05,50,35,3061,1206869378.11
OK,2004-05,23,20,1624,323787536.40999997
OR,2004-05,5,6,226,27270645.96
PA,2004-05,74,61,4780,954964503.69
RI,2004-05,5,5,292,19862791.75
SC,2004-05,29,20,1498,319609656.3
SD,2004-05,4,4,293,30327943.25
TN,2004-05,18,11,900,542398843.16
TX,2004-05,109,103,7391,1785637618.86
UT,2004-05,8,9,604,296905372.23
VA,2004-05,37,25,1334,332350252.77
VT,2004-05,1,1,89,2533874.5
WA,2004-05,6,7,267,39180684.26
WI,2004-05,27,28,2331,356843721.09000003
WV,2004-05,25,19,1634,680782804.57
WY,2004-05,8,7,631,288292015.59
AL,2004-06,32,21,1506,772188187.95
AR,2004-06,10,8,708,236731267.38
AZ,2004-06,21,20,1320,411200491.11
CA,2004-06,64,60,3438,255354313.53
CO,2004-06,21,21,1491,311591778.72
CT,2004-06,21,16,1242,59731414.47
DC,2004-06,1,0,90,482192.1
DE,2004-06,11,8,711,50803667.01
FL,2004-06,57,57,4428,1316067993.06
GA,2004-06,22,19,1620,898822918.98
IA,2004-06,23,24,2028,271241080.11
ID,2004-06,2,2,69,1133384.28
IL,2004-06,61,46,3690,861681456.06
IN,2004-06,37,30,2736,1133111797.65
KS,2004-06,17,12,1404,332163081.21000004
KY,2004-06,26,22,2244,885423905.1899999
LA,2004-06,28,24,1935,381487205.07
MA,2004-06,31,26,2085,206587772.88
MD,2004-06,15,14,1254,293907032.04
ME,2004-06,6,5,321,28161937.53
MI,2004-06,42,28,2694,514270513.53
MN,2004-06,19,20,1386,298260486.45
MO,2004-06,26,26,2217,746155731.72
MS,2004-06,19,18,1140,242698632.21
MT,2004-06,4,4,279,104820918.75000001
NC,2004-06,33,23,1614,472836624.45
ND,2004-06,7,7,630,224546472.9
NE,2004-06,13,12,969,137822100.51
NH,2004-06,5,5,363,64960225.2
NJ,2004-06,44,35,2811,167562505.41
NM,2004-06,12,10,822,288540382.65
NV,2004-06,14,11,846,190957609.77
NY,2004-06,91,81,5727,540340563.69
OH,2004-06,57,35,3270,1286374380.9
OK,2004-06,23,20,1647,376798931.58
OR,2004-06,6,6,267,25002763.47
PA,2004-06,75,61,4959,1012172145.9300001
RI,2004-06,5,5,297,21085842.87
SC,2004-06,30,20,1536,353490737.07
SD,2004-06,4,4,297,21046897.26
TN,2004-06,18,11,918,570586260.9
TX,2004-06,113,103,7797,1883746354.86
UT,2004-06,7,9,585,305039073.57
VA,2004-06,37,25,1365,302730319.5
VT,2004-06,1,1,90,1111612.5
WA,2004-06,4,7,207,66462978.6
WI,2004-06,29,28,2475,360775805.13
WV,2004-06,24,19,1623,797683169.85
WY,2004-06,8,7,639,369723630.06
AL,2004-07,31,21,1522,863888166.49
AR,2004-07,11,8,758,251558983.84
AZ,2004-07,21,20,1341,460572232.74
CA,2004-07,66,60,3624,478446465.36
CO,2004-07,24,21,1593,348534526.94
CT,2004-07,22,16,1267,65266993.03
DC,2004-07,2,0,131,87300.85
DE,2004-07,9,8,654,63998322.8
FL,2004-07,58,57,4513,1359764465.46
GA,2004-07,26,19,1883,983327997.83
IA,2004-07,24,24,2052,300984811.92
ID,2004-07,3,2,162,3628040.98
IL,2004-07,60,46,3726,961562837.9300001
IN,2004-07,40,30,2830,1164836987.53
KS,2004-07,19,12,1540,366320933.47
KY,2004-07,25,22,2233,899440174.73
LA,2004-07,26,24,1859,435696451.08
MA,2004-07,33,26,2190,264034406.24
MD,2004-07,14,14,1235,334565457.45
ME,2004-07,6,5,327,30514913.02
MI,2004-07,41,28,2711,575941007.65
MN,2004-07,20,20,1457,326195415.41
MO,2004-07,27,26,2280,850958335.1
MS,2004-07,19,18,1198,277604913.39
MT,2004-07,4,4,283,139230990.59000003
NC,2004-07,31,23,1507,561272851.54
ND,2004-07,7,7,637,244238164.17
NE,2004-07,13,12,982,176900260.33
NH,2004-07,7,5,436,70356645.92999999
NJ,2004-07,42,35,2730,201498448.37
NM,2004-07,12,10,834,295093589.31
NV,2004-07,14,11,860,181328529.56
NY,2004-07,91,81,5824,631295381.62
OH,2004-07,55,35,3259,1321110030.36
OK,2004-07,23,20,1670,450808184.13
OR,2004-07,6,6,360,42432743.79
PA,2004-07,76,61,5062,1177331480.2
RI,2004-07,5,5,302,19679812.28
SC,2004-07,29,20,1544,376237743.18
SD,2004-07,4,4,301,27579331.36
TN,2004-07,18,11,936,615780449.11
TX,2004-07,114,103,8001,2135183708.29
UT,2004-07,8,9,593,317038062.09
VA,2004-07,38,25,1412,384707515.99
VT,2004-07,1,1,91,1827644.0
WA,2004-07,6,7,279,108896540.25000001
WI,2004-07,29,28,2504,425561105.91
WV,2004-07,24,19,1647,904081488.69
WY,2004-07,8,7,647,387048181.59000003
AL,2004-08,31,21,1553,836085903.44
AR,2004-08,11,8,820,247502960.38
AZ,2004-08,21,20,1362,453333770.92
CA,2004-08,66,60,3690,465452507.71999997
CO,2004-08,23,21,1564,352985941.75
CT,2004-08,21,16,1254,72231138.83
DC,2004-08,2,0,133,390344.96
DE,2004-08,9,8,663,50593532.83
FL,2004-08,59,57,4663,1351294701.77
GA,2004-08,24,19,1839,922768452.27
IA,2004-08,24,24,2076,299509164.54
ID,2004-08,2,2,73,3833426.5
IL,2004-08,59,46,3673,924715539.39
IN,2004-08,40,30,2912,1154466461.29
KS,2004-08,19,12,1622,347226661.22
KY,2004-08,25,22,2258,929176139.0699999
LA,2004-08,28,24,2042,460802718.03999996
MA,2004-08,36,26,2340,249617622.74
MD,2004-08,15,14,1284,332397768.64
ME,2004-08,6,5,333,38313257.3
MI,2004-08,42,28,2778,587813385.03
MN,2004-08,20,20,1477,319176566.19
MO,2004-08,26,26,2281,828833209.49
MS,2004-08,20,18,1228,248823160.9
MT,2004-08,4,4,287,148495300.65
NC,2004-08,34,23,1724,520537525.08000004
ND,2004-08,7,7,644,244578347.6
NE,2004-08,13,12,995,188872279.97
NH,2004-08,7,5,443,71133597.25
NJ,2004-08,47,35,3004,189724186.12
NM,2004-08,11,10,796,303484672.42
NV,2004-08,13,11,782,220278277.70000002
NY,2004-08,89,81,5815,608605927.1
OH,2004-08,52,35,3161,1277780388.18
OK,2004-08,23,20,1693,430163533.49
OR,2004-08,6,6,366,77153419.9
PA,2004-08,73,61,5057,1196707662.55
RI,2004-08,5,5,307,20239828.56
SC,2004-08,30,20,1596,367320678.07
SD,2004-08,4,4,305,28355366.75
TN,2004-08,17,11,937,588547917.26
TX,2004-08,115,103,8207,2146197294.08
UT,2004-08,8,9,601,302430170.2
VA,2004-08,37,25,1439,354791323.89
VT,2004-08,1,1,92,2173891.0
WA,2004-08,5,7,250,125252542.43
WI,2004-08,27,28,2391,431770542.34999996
WV,2004-08,23,19,1633,873472073.75
WY,2004-08,8,7,655,416825723.68
AL,2004-09,31,21,1590,705122077.59
AR,2004-09,11,8,831,242925870.42
AZ,2004-09,21,20,1383,414159432.12
CA,2004-09,66,60,3756,427128415.77
CO,2004-09,23,21,1596,319875196.53
CT,2004-09,18,16,1140,53501116.379999995
DC,2004-09,1,0,42,0.0
DE,2004-09,8,8,636,53619483.78
FL,2004-09,58,57,4692,1227938546.43
GA,2004-09,23,19,1773,774121318.59
IA,2004-09,24,24,2100,294627577.89
ID,2004-09,2,2,75,3484377.69
IL,2004-09,53,46,3432,899711012.07
IN,2004-09,36,30,2793,1148418387.1200001
KS,2004-09,17,12,1479,324640368.51
KY,2004-09,25,22,2229,867904510.02
LA,2004-09,26,24,1899,435862729.98
MA,2004-09,31,26,2085,203399231.04
MD,2004-09,12,14,1077,283940787.87
ME,2004-09,6,5,339,29544233.46
MI,2004-09,38,28,2607,576562386.24
MN,2004-09,20,20,1497,328562204.37
MO,2004-09,24,26,2205,787771636.89
MS,2004-09,20,18,1329,231668563.47
MT,2004-09,4,4,291,145059893.01
NC,2004-09,32,23,1695,386600346.21
ND,2004-09,7,7,651,213158989.95
NE,2004-09,12,12,927,179513521.8
NH,2004-09,5,5,378,68356078.59
NJ,2004-09,44,35,2886,159916377.51
NM,2004-09,11,10,834,279434754.0
NV,2004-09,13,11,795,207086436.39000002
NY,2004-09,88,81,5838,531873532.05
OH,2004-09,49,35,3096,1218622351.05
OK,2004-09,23,20,1716,407439838.65000004
OR,2004-09,6,6,372,92508682.65
PA,2004-09,67,61,4728,1033981026.0
RI,2004-09,6,5,384,17072733.36
SC,2004-09,30,20,1626,307945777.35
SD,2004-09,3,4,216,28963643.01
TN,2004-09,18,11,972,530749970.43
TX,2004-09,109,103,7764,1957158179.52
UT,2004-09,8,9,609,306702072.03000003
VA,2004-09,38,25,1488,308232667.29
VT,2004-09,1,1,93,1702062.75
WA,2004-09,5,7,222,115714719.63000001
WI,2004-09,30,28,2565,380638596.63
WV,2004-09,23,19,1578,776698000.56
WY,2004-09,8,7,663,417732046.11
AL,2004-10,20,21,1424,756815939.1
AR,2004-10,9,8,654,192373141.15
