state,date,monthly_renew_pct,monthly_fossil_pct,monthly_coal_pct,yearly_renew_pct,yearly_fossil_pct,yearly_coal_pct
WA,1996-01,0.8094576576650195,0.10753487147073439,0.05873645576134533,0.8302663571342923,0.10923507543503214,0.06798629696951575
WA,1996-02,0.8115966268046,0.10770963894315597,0.05968726601834921,0.8302663571342923,0.10923507543503214,0.06798629696951575
WA,1996-03,0.8136803993520155,0.10787989650062814,0.060613540397293476,0.8302663571342923,0.10923507543503214,0.06798629696951575
WA,1996-04,0.8157110846326464,0.10804581648853838,0.061516216531250834,0.8302663571342923,0.10923507543503214,0.06798629696951575
WA,1996-05,0.8176906858471883,0.10820756258120809,0.062396184878962986,0.8302663571342923,0.10923507543503214,0.06798629696951575
WA,1996-06,0.8196211066629483,0.10836529032044352,0.06325429165478977,0.8302663571342923,0.10923507543503214,0.06798629696951575
WA,1996-07,0.8215041573199117,0.10851914761444068,0.06409134154296629,0.8302663571342923,0.10923507543503214,0.06798629696951575
WA,1996-08,0.8233415602927538,0.10866927520040787,0.06490810021446843,0.8302663571342923,0.10923507543503214,0.06798629696951575
WA,1996-09,0.8251349555460159,0.10881580707394718,0.0657052966630334,0.8302663571342923,0.10923507543503214,0.06798629696951575
WA,1996-10,0.8268859054161499,0.10895887088794882,0.06648362537531655,0.8302663571342923,0.10923507543503214,0.06798629696951575
WA,1996-11,0.8285958991509786,0.10909858832349414,0.06724374834876273,0.8302663571342923,0.10923507543503214,0.06798629696951575
WA,1996-12,0.8302663571342924,0.10923507543503214,0.06798629696951576,0.8302663571342923,0.10923507543503214,0.06798629696951575
WA,1997-01,0.8322093093654653,0.10702142251893484,0.06706685009483894,0.8529748665574676,0.08336271619824112,0.057240140845491366
WA,1997-02,0.8341428429946617,0.10481850044603437,0.06615186030562852,0.8529748665574676,0.08336271619824112,0.057240140845491366
WA,1997-03,0.8360670263423221,0.10262623137718414,0.06524129527117918,0.8529748665574676,0.08336271619824112,0.057240140845491366
WA,1997-04,0.8379819270697064,0.10044453822425878,0.0643351229727244,0.8529748665574676,0.08336271619824112,0.057240140845491366
WA,1997-05,0.8398876121868244,0.09827334464111828,0.06343331169968326,0.8529748665574676,0.08336271619824112,0.057240140845491366
WA,1997-06,0.841784148060252,0.09611257501470227,0.0625358300459616,0.8529748665574676,0.08336271619824112,0.057240140845491366
WA,1997-07,0.8436716004208361,0.0939621544562521,0.061642646906305894,0.8529748665574676,0.08336271619824112,0.057240140845491366
WA,1997-08,0.8455500343712875,0.09182200879265906,0.06075373147270985,0.8529748665574676,0.08336271619824112,0.057240140845491366
WA,1997-09,0.8474195143936684,0.08969206455793617,0.059869053230872146,0.8529748665574676,0.08336271619824112,0.057240140845491366
WA,1997-10,0.8492801043567687,0.08757224898481152,0.058988581956704686,0.8529748665574676,0.08336271619824112,0.057240140845491366
WA,1997-11,0.8511318675233801,0.08546248999644142,0.058112287712890655,0.8529748665574676,0.08336271619824112,0.057240140845491366
WA,1997-12,0.8529748665574676,0.08336271619824111,0.057240140845491366,0.8529748665574676,0.08336271619824112,0.057240140845491366
WA,1998-01,0.8479082785823792,0.08698030086333897,0.05963690773262618,0.7812824752687265,0.13455166161980361,0.09115447339931786
WA,1998-02,0.8426997582089271,0.09069922640524102,0.06210081622951537,0.7812824752687265,0.13455166161980361,0.09115447339931786
WA,1998-03,0.8373432566988535,0.09452381167183316,0.06463472771261917,0.7812824752687265,0.13455166161980361,0.09115447339931786
WA,1998-04,0.8318323766552317,0.09845862445610173,0.06724166849258141,0.7812824752687265,0.13455166161980361,0.09115447339931786
WA,1998-05,0.8261603465336294,0.10250849969536949,0.0699248418718122,0.7812824752687265,0.13455166161980361,0.09115447339931786
WA,1998-06,0.8203199928840433,0.10667855929077633,0.0726876412755352,0.7812824752687265,0.13455166161980361,0.09115447339931786
WA,1998-07,0.8143037100843674,0.110974233717829,0.07553366456947602,0.7812824752687265,0.13455166161980361,0.09115447339931786
WA,1998-08,0.8081034272968721,0.11540128561973985,0.07846672969121246,0.7812824752687265,0.13455166161980361,0.09115447339931786
