,state,date,total_co2
6130,KS,2010-11-01,2658977.661
6131,KS,2010-12-01,3170501.5829999996
6132,KS,2011-01-01,3124053.014
6133,KS,2011-02-01,2681273.671
6134,KS,2011-03-01,2943858.2
6135,KS,2011-04-01,2982173.737
6136,KS,2011-05-01,3440807.705
6137,KS,2011-06-01,3865233.056
6138,KS,2011-07-01,4223410.237
6139,KS,2011-08-01,3898925.616
6140,KS,2011-09-01,2722283.961
6141,KS,2011-10-01,2827801.411
6142,KS,2011-11-01,3069967.321
6143,KS,2011-12-01,3343590.145
6144,KS,2012-01-01,2915251.511
6145,KS,2012-02-01,2556046.3079999997
6146,KS,2012-03-01,2270323.14
6147,KS,2012-04-01,2002260.6069999998
6148,KS,2012-05-01,2674228.88
6149,KS,2012-06-01,3302638.414
6150,KS,2012-07-01,3966617.419
6151,KS,2012-08-01,3673428.2199999997
6152,KS,2012-09-01,3259094.313
6153,KS,2012-10-01,2652915.603
6154,KS,2012-11-01,2743312.872
6155,KS,2012-12-01,3038404.698
6156,KS,2013-01-01,3055490.327
6157,KS,2013-02-01,3175237.413
6158,KS,2013-03-01,2723160.692
6159,KS,2013-04-01,2643046.348
6160,KS,2013-05-01,2767124.9000000004
6161,KS,2013-06-01,3046789.154
6162,KS,2013-07-01,3739633.814
6163,KS,2013-08-01,3663129.332
6164,KS,2013-09-01,3264621.7369999997
6165,KS,2013-10-01,2633155.605
6166,KS,2013-11-01,2530709.443
6167,KS,2013-12-01,3083035.386
6168,KS,2014-01-01,3142163.437
6169,KS,2014-02-01,2935723.6939999997
6170,KS,2014-03-01,2793102.986
6171,KS,2014-04-01,2551230.018
6172,KS,2014-05-01,2706346.919
6173,KS,2014-06-01,3196032.0
6174,KS,2014-07-01,3750838.238
6175,KS,2014-08-01,3578230.426
6176,KS,2014-09-01,2610438.585
6177,KS,2014-10-01,2490220.857
6178,KS,2014-11-01,2566163.477
6179,KS,2014-12-01,2578905.46
6180,KS,2015-01-01,2557847.059
6181,KS,2015-02-01,2342173.676
6182,KS,2015-03-01,2573306.8770000003
6183,KS,2015-04-01,2618684.16
6184,KS,2015-05-01,2425414.938
6185,KS,2015-06-01,2967819.33
6186,KS,2015-07-01,3465653.379
6187,KS,2015-08-01,3084325.139
6188,KS,2015-09-01,2760058.732
6189,KS,2015-10-01,2267694.028
6190,KS,2015-11-01,1535954.014
6191,KS,2015-12-01,1900422.28
6192,KS,2016-01-01,2535366.332
6193,KS,2016-02-01,2003310.905
6194,KS,2016-03-01,1473289.229
6195,KS,2016-04-01,1445388.2289999998
6196,KS,2016-05-01,1914891.758
6197,KS,2016-06-01,2926158.816
6198,KS,2016-07-01,3212395.604
6199,KS,2016-08-01,3395443.8680000002
6200,KS,2016-09-01,2571560.85
6201,KS,2016-10-01,2078703.8809999998
6202,KS,2016-11-01,2018344.433
6203,KS,2016-12-01,2696135.4960000003
6204,KS,2017-01-01,2436899.642
6205,KS,2017-02-01,1735411.002
6206,KS,2017-03-01,1526619.546
6207,KS,2017-04-01,945164.168
6208,KS,2017-05-01,1510801.113
6209,KS,2017-06-01,2405514.51
6210,KS,2017-07-01,3087641.547
6211,KS,2017-08-01,2579478.892
6212,KS,2017-09-01,2266852.657
6213,KS,2017-10-01,1571061.089
6214,KS,2017-11-01,1718237.913
6215,KS,2017-12-01,2281736.341
6216,KS,2018-01-01,2399866.79
6217,KS,2018-02-01,2016208.5860000001
6218,KS,2018-03-01,1538120.994
6219,KS,2018-04-01,1722338.0399999998
6220,KS,2018-05-01,2310262.64
6221,KS,2018-06-01,1890782.4340000001
6222,KS,2018-07-01,2986114.932
6223,KS,2018-08-01,2539985.809
6224,KS,2018-09-01,1916653.0
6225,KS,2018-10-01,1749542.8869999999
6226,KS,2018-11-01,1819845.0270000002
6227,KS,2018-12-01,2422510.092
6228,KS,2019-01-01,1981151.453
6229,KS,2019-02-01,2374897.1
6230,KS,2019-03-01,1505818.03
6231,KS,2019-04-01,873949.591
6232,KS,2019-05-01,1561788.641
6233,KS,2019-06-01,1956491.527
6234,KS,2019-07-01,2554118.015
6235,KS,2019-08-01,2387312.033
6236,KS,2019-09-01,2103134.758
6237,KS,2019-10-01,1562044.848
6238,KS,2019-11-01,1825812.7359999998
6239,KS,2019-12-01,1649941.449
6240,KS,2020-01-01,1684720.5320000001
6241,KS,2020-02-01,1488761.238
6242,KS,2020-03-01,1171668.582
6243,KS,2020-04-01,1101813.975
6244,KS,2020-05-01,1365913.532
6245,KS,2020-06-01,2172151.443
6246,KS,2020-07-01,2829390.072
6247,KS,2020-08-01,2792273.4729999998
6248,KS,2020-09-01,2014579.0979999998
6249,KS,2020-10-01,1547927.5320000001
6250,KS,2020-11-01,1495040.182
6251,KS,2020-12-01,1909818.1069999998
6252,KS,2021-01-01,1683437.223
6253,KS,2021-02-01,2130513.684
6254,KS,2021-03-01,1711660.706
6255,KS,2021-04-01,1459748.61
6256,KS,2021-05-01,1709496.427
6257,KS,2021-06-01,2629283.624
6258,KS,2021-07-01,3031749.1
6259,KS,2021-08-01,2463371.002
6260,KS,2021-09-01,1871279.834
6261,KS,2021-10-01,1352435.877
6262,KS,2021-11-01,1420305.764
6263,KS,2021-12-01,1888853.454
6264,KS,2022-01-01,2079857.982
6265,KS,2022-02-01,1774183.04
6266,KS,2022-03-01,1464381.99
6267,KS,2022-04-01,962838.231
6268,KS,2022-05-01,1830387.021
6269,KS,2022-06-01,2663567.787
6270,KS,2022-07-01,3414291.611
6271,KS,2022-08-01,3147567.249
6272,KS,2022-09-01,2536486.843
6273,KS,2022-10-01,1934034.558
6274,KS,2022-11-01,1143367.3969999999
6275,KS,2022-12-01,2064273.564
6276,KS,2023-01-01,2077777.657
6277,KS,2023-02-01,1367653.8730000001
6278,KS,2023-03-01,1625185.136
6279,KS,2023-04-01,657280.954
6280,KS,2023-05-01,1248747.249
6281,KS,2023-06-01,2167899.858
6282,KS,2023-07-01,2685403.451
6283,KS,2023-08-01,3005492.773
6284,KS,2023-09-01,1764295.2079999999
6285,KS,2023-10-01,1442824.637
6286,KS,2023-11-01,1452603.478
6287,KS,2023-12-01,1461170.246
6288,KS,2024-01-01,2187991.079
6289,KS,2024-02-01,838050.202
6290,KS,2024-03-01,786940.113
6291,KS,2024-04-01,650723.215
6292,KS,2024-05-01,1407130.341
6293,KS,2024-06-01,1715633.248
6294,KS,2024-07-01,2535261.639
6295,KS,2024-08-01,2332096.304
6296,KS,2024-09-01,2055035.902
6297,KS,2024-10-01,888837.632
6298,KS,2024-11-01,1027295.429
6299,KS,2024-12-01,1719302.096
6300,KY,1990-01-01,6272557.473622132
6301,KY,1990-02-01,5474237.361439874
6302,KY,1990-03-01,5401065.817344678
6303,KY,1990-04-01,4806267.771965958
6304,KY,1990-05-01,5270481.502544687
6305,KY,1990-06-01,5959654.664656224
6306,KY,1990-07-01,6528815.244628186
6307,KY,1990-08-01,6508461.387290874
6308,KY,1990-09-01,5580617.8718260825
6309,KY,1990-10-01,5144603.338670374
6310,KY,1990-11-01,5083196.250111015
6311,KY,1990-12-01,5869054.315899919
6312,KY,1991-01-01,6382085.863848892
6313,KY,1991-02-01,5569825.868749551
6314,KY,1991-03-01,5495376.638245125
6315,KY,1991-04-01,4890192.514668747
6316,KY,1991-05-01,5362512.122769565
6317,KY,1991-06-01,6063719.296103955
6318,KY,1991-07-01,6642818.285148614
6319,KY,1991-08-01,6622109.018516379
6320,KY,1991-09-01,5678063.9445870295
6321,KY,1991-10-01,5234435.934770031
6322,KY,1991-11-01,5171956.585081666
6323,KY,1991-12-01,5971536.927510448
6324,KY,1992-01-01,6489530.607678355
6325,KY,1992-02-01,5663595.919232952
6326,KY,1992-03-01,5587893.308772428
6327,KY,1992-04-01,4972520.689692463
6328,KY,1992-05-01,5452791.970707224
6329,KY,1992-06-01,6165804.222618991
6330,KY,1992-07-01,6754652.554411018
6331,KY,1992-08-01,6733594.639719878
6332,KY,1992-09-01,5773656.222564552
6333,KY,1992-10-01,5322559.573357984
6334,KY,1992-11-01,5259028.3610239085
6335,KY,1992-12-01,6072069.930220254
6336,KY,1993-01-01,7230492.356984672
6337,KY,1993-02-01,6310254.081953334
6338,KY,1993-03-01,6225907.897394012
6339,KY,1993-04-01,5540273.25169394
6340,KY,1993-05-01,6075380.956178409
6341,KY,1993-06-01,6869803.534567144
6342,KY,1993-07-01,7525885.402400205
6343,KY,1993-08-01,7502423.136724446
6344,KY,1993-09-01,6432880.852694653
6345,KY,1993-10-01,5930278.881684557
6346,KY,1993-11-01,5859493.80137875
6347,KY,1993-12-01,6765366.846345884
6348,KY,1994-01-01,7084523.388547998
6349,KY,1994-02-01,6182862.856924756
6350,KY,1994-03-01,6100219.450674826
6351,KY,1994-04-01,5428426.377168742
6352,KY,1994-05-01,5952731.342950271
6353,KY,1994-06-01,6731116.141538549
6354,KY,1994-07-01,7373953.047793705
6355,KY,1994-08-01,7350964.437651869
6356,KY,1994-09-01,6303014.0420013545
6357,KY,1994-10-01,5810558.584896596
6358,KY,1994-11-01,5741202.511723749
6359,KY,1994-12-01,6628787.818127587
6360,KY,1995-01-01,7319743.371156715
6361,KY,1995-02-01,6388145.952754298
6362,KY,1995-03-01,6302758.624363853
6363,KY,1995-04-01,5608660.711646963
6364,KY,1995-05-01,6150373.624042395
6365,KY,1995-06-01,6954602.314836999
6366,KY,1995-07-01,7618782.65912131
6367,KY,1995-08-01,7595030.782323244
6368,KY,1995-09-01,6512286.391322503
6369,KY,1995-10-01,6003480.453359286
6370,KY,1995-11-01,5931821.623398045
6371,KY,1995-12-01,6848876.491674393
6372,KY,1996-01-01,7533106.545103551
6373,KY,1996-02-01,6574353.996807611
6374,KY,1996-03-01,6486477.713480299
6375,KY,1996-04-01,5772147.543131166
6376,KY,1996-05-01,6329650.843316985
6377,KY,1996-06-01,7157321.993409165
6378,KY,1996-07-01,7840862.528228026
6379,KY,1996-08-01,7816418.308056175
6380,KY,1996-09-01,6702113.004585828
6381,KY,1996-10-01,6178475.8841149565
6382,KY,1996-11-01,6104728.271169588
6383,KY,1996-12-01,7048514.368596654
6384,KY,1997-01-01,9119493.77
6385,KY,1997-02-01,7673114.057
6386,KY,1997-03-01,7974911.387
6387,KY,1997-04-01,8130257.388
6388,KY,1997-05-01,7872854.734
6389,KY,1997-06-01,7959001.089
6390,KY,1997-07-01,9097024.691
6391,KY,1997-08-01,8729952.376
6392,KY,1997-09-01,7993243.919
6393,KY,1997-10-01,8589216.911
6394,KY,1997-11-01,8097990.606
6395,KY,1997-12-01,8955109.395
6396,KY,1998-01-01,8473793.111
6397,KY,1998-02-01,7273502.4120000005
6398,KY,1998-03-01,8114729.086
6399,KY,1998-04-01,6871397.561
6400,KY,1998-05-01,7457034.640000001
6401,KY,1998-06-01,8723638.289
6402,KY,1998-07-01,9737396.252
6403,KY,1998-08-01,9410288.572
6404,KY,1998-09-01,8830153.181
6405,KY,1998-10-01,8052571.232
6406,KY,1998-11-01,7741813.019
6407,KY,1998-12-01,8304334.6899999995
6408,KY,1999-01-01,8625957.387
6409,KY,1999-02-01,7452108.503
6410,KY,1999-03-01,8446842.947999999
6411,KY,1999-04-01,8271743.958
6412,KY,1999-05-01,8647922.995
6413,KY,1999-06-01,9444694.568
6414,KY,1999-07-01,10193990.878
6415,KY,1999-08-01,9989469.723
6416,KY,1999-09-01,8403055.665
6417,KY,1999-10-01,8137109.6790000005
6418,KY,1999-11-01,7873094.751
6419,KY,1999-12-01,9156973.59
6420,KY,2000-01-01,9822937.679
6421,KY,2000-02-01,8376662.257999999
6422,KY,2000-03-01,8147386.174000001
6423,KY,2000-04-01,6466852.226
6424,KY,2000-05-01,7804786.377
6425,KY,2000-06-01,9210873.731
6426,KY,2000-07-01,9524713.524
6427,KY,2000-08-01,9559529.376
6428,KY,2000-09-01,8995256.480999999
6429,KY,2000-10-01,8349775.875
6430,KY,2000-11-01,7808076.229
6431,KY,2000-12-01,9570161.678
6432,KY,2001-01-01,8806408.684
6433,KY,2001-02-01,8286663.428
6434,KY,2001-03-01,8841572.248
6435,KY,2001-04-01,7804304.242
6436,KY,2001-05-01,8412683.304
6437,KY,2001-06-01,8917092.856
6438,KY,2001-07-01,9746857.837
6439,KY,2001-08-01,9712913.692
6440,KY,2001-09-01,8571523.365
6441,KY,2001-10-01,7896092.713
6442,KY,2001-11-01,7128314.914
6443,KY,2001-12-01,8613725.684
6444,KY,2002-01-01,8522613.489
6445,KY,2002-02-01,7377866.396
6446,KY,2002-03-01,8461135.669
6447,KY,2002-04-01,7603303.777
6448,KY,2002-05-01,7881988.229
6449,KY,2002-06-01,8709741.99
6450,KY,2002-07-01,9594096.106
6451,KY,2002-08-01,9538092.645
6452,KY,2002-09-01,8199405.161
6453,KY,2002-10-01,7035306.871
6454,KY,2002-11-01,6771014.67
6455,KY,2002-12-01,8339075.633
6456,KY,2003-01-01,9229390.434
6457,KY,2003-02-01,8004299.064
6458,KY,2003-03-01,7420584.845
6459,KY,2003-04-01,7302449.347
6460,KY,2003-05-01,7402323.388
6461,KY,2003-06-01,8099493.35
6462,KY,2003-07-01,8946405.038
6463,KY,2003-08-01,9049801.38
6464,KY,2003-09-01,7452691.959
6465,KY,2003-10-01,6977721.799
6466,KY,2003-11-01,7208463.158
6467,KY,2003-12-01,8678436.942
6468,KY,2004-01-01,9417536.672
6469,KY,2004-02-01,8224040.649
6470,KY,2004-03-01,7952919.153
6471,KY,2004-04-01,6937114.68
6472,KY,2004-05-01,8172010.349
6473,KY,2004-06-01,8202831.226
6474,KY,2004-07-01,8356041.105
6475,KY,2004-08-01,8506202.742
6476,KY,2004-09-01,7849190.324
6477,KY,2004-10-01,7411343.088
6478,KY,2004-11-01,6776228.669
6479,KY,2004-12-01,8743047.752
6480,KY,2005-01-01,8412507.165
6481,KY,2005-02-01,7398886.158
6482,KY,2005-03-01,8041607.83
6483,KY,2005-04-01,7400924.935
6484,KY,2005-05-01,7792958.216
6485,KY,2005-06-01,8777461.693
6486,KY,2005-07-01,9403990.263
6487,KY,2005-08-01,9248027.684
6488,KY,2005-09-01,8778739.972000001
6489,KY,2005-10-01,7814271.452
6490,KY,2005-11-01,7770485.933
6491,KY,2005-12-01,9334507.971
6492,KY,2006-01-01,9075859.908
6493,KY,2006-02-01,8369131.12
6494,KY,2006-03-01,8072393.739
6495,KY,2006-04-01,7156169.356
6496,KY,2006-05-01,8213777.607
6497,KY,2006-06-01,8694921.756000001
6498,KY,2006-07-01,9726826.949000001
6499,KY,2006-08-01,9568115.444
6500,KY,2006-09-01,8200536.93
6501,KY,2006-10-01,8154897.049
6502,KY,2006-11-01,8303232.215
6503,KY,2006-12-01,8792087.274
6504,KY,2007-01-01,9498809.481
6505,KY,2007-02-01,8630321.310999999
6506,KY,2007-03-01,8120524.255
6507,KY,2007-04-01,6770941.329
6508,KY,2007-05-01,7502390.528
6509,KY,2007-06-01,8722267.607
6510,KY,2007-07-01,9202607.391
6511,KY,2007-08-01,10358949.675
6512,KY,2007-09-01,8564922.141999999
6513,KY,2007-10-01,8193372.992
6514,KY,2007-11-01,7800183.404
6515,KY,2007-12-01,8456319.747
6516,KY,2008-01-01,9549252.383
6517,KY,2008-02-01,8559712.997
6518,KY,2008-03-01,8310727.0
6519,KY,2008-04-01,7264599.359
6520,KY,2008-05-01,7391735.6450000005
6521,KY,2008-06-01,8401408.67
6522,KY,2008-07-01,9359384.278
6523,KY,2008-08-01,9071486.712
6524,KY,2008-09-01,8658001.76
6525,KY,2008-10-01,7954534.283
6526,KY,2008-11-01,8361360.3950000005
6527,KY,2008-12-01,8551986.217
6528,KY,2009-01-01,8418560.224
6529,KY,2009-02-01,7276007.869
6530,KY,2009-03-01,7739003.399999999
6531,KY,2009-04-01,6772319.669
6532,KY,2009-05-01,7114403.143
6533,KY,2009-06-01,8407480.905
6534,KY,2009-07-01,7953832.2
6535,KY,2009-08-01,8771996.847
6536,KY,2009-09-01,7700420.562
6537,KY,2009-10-01,7234603.466
6538,KY,2009-11-01,6843965.475
6539,KY,2009-12-01,8381757.547
6540,KY,2010-01-01,9380088.377
6541,KY,2010-02-01,8672186.447
6542,KY,2010-03-01,8026919.612
6543,KY,2010-04-01,7009615.240999999
6544,KY,2010-05-01,7119156.616
6545,KY,2010-06-01,9100683.426
6546,KY,2010-07-01,9434512.021
6547,KY,2010-08-01,9892015.425999999
6548,KY,2010-09-01,8264366.987
6549,KY,2010-10-01,7543323.96
6550,KY,2010-11-01,7695965.587
6551,KY,2010-12-01,9535853.06
6552,KY,2011-01-01,9757966.998
6553,KY,2011-02-01,8314489.899
6554,KY,2011-03-01,8040407.492
6555,KY,2011-04-01,7307495.856
6556,KY,2011-05-01,7740095.796
6557,KY,2011-06-01,8499646.68
6558,KY,2011-07-01,10196291.627
6559,KY,2011-08-01,9447738.335
6560,KY,2011-09-01,7799780.002
6561,KY,2011-10-01,8067151.431
6562,KY,2011-11-01,7438647.755
6563,KY,2011-12-01,8306928.0370000005
6564,KY,2012-01-01,8320017.836999999
6565,KY,2012-02-01,7233298.022
6566,KY,2012-03-01,6914367.362
6567,KY,2012-04-01,6086422.188
6568,KY,2012-05-01,7751521.149
6569,KY,2012-06-01,8743718.744
6570,KY,2012-07-01,9351131.204
6571,KY,2012-08-01,9005038.366
6572,KY,2012-09-01,6861390.523
6573,KY,2012-10-01,7163399.563
6574,KY,2012-11-01,7644163.243
6575,KY,2012-12-01,8093542.159
6576,KY,2013-01-01,8443277.569
6577,KY,2013-02-01,7806235.881
6578,KY,2013-03-01,8595118.445
6579,KY,2013-04-01,6318851.024
6580,KY,2013-05-01,6816361.851
6581,KY,2013-06-01,7628611.449
6582,KY,2013-07-01,8006839.752
6583,KY,2013-08-01,8554016.158
6584,KY,2013-09-01,7721327.789
6585,KY,2013-10-01,7198668.203
6586,KY,2013-11-01,6805652.6049999995
6587,KY,2013-12-01,8360631.865
6588,KY,2014-01-01,9197478.838
6589,KY,2014-02-01,8344885.631
6590,KY,2014-03-01,7787211.7
6591,KY,2014-04-01,6707056.004
6592,KY,2014-05-01,6643311.196
6593,KY,2014-06-01,7763762.975
6594,KY,2014-07-01,8359881.609999999
6595,KY,2014-08-01,8784093.359
6596,KY,2014-09-01,7287552.264
6597,KY,2014-10-01,6747760.131
6598,KY,2014-11-01,7393120.374
6599,KY,2014-12-01,8160182.634000001
6600,KY,2015-01-01,8231784.132
6601,KY,2015-02-01,8420322.598
6602,KY,2015-03-01,6931012.377
6603,KY,2015-04-01,5902230.966999999
6604,KY,2015-05-01,7414919.535
6605,KY,2015-06-01,7433083.418
6606,KY,2015-07-01,8159894.884
6607,KY,2015-08-01,7495865.482
6608,KY,2015-09-01,6781637.917
6609,KY,2015-10-01,5896628.626
6610,KY,2015-11-01,5279044.613
6611,KY,2015-12-01,5903527.267
6612,KY,2016-01-01,7368367.491
6613,KY,2016-02-01,6491421.416999999
6614,KY,2016-03-01,5661879.143
6615,KY,2016-04-01,5374355.043
6616,KY,2016-05-01,5541876.812
6617,KY,2016-06-01,6822968.455
6618,KY,2016-07-01,8123012.556
6619,KY,2016-08-01,8217949.077
6620,KY,2016-09-01,6876001.229
6621,KY,2016-10-01,6160857.784
6622,KY,2016-11-01,5472644.373
6623,KY,2016-12-01,7066212.523
6624,KY,2017-01-01,6928543.927
6625,KY,2017-02-01,5079829.616
6626,KY,2017-03-01,5456683.112
6627,KY,2017-04-01,4590984.031
6628,KY,2017-05-01,5853354.068
6629,KY,2017-06-01,6400684.766
6630,KY,2017-07-01,7169201.8209999995
6631,KY,2017-08-01,6816338.706
6632,KY,2017-09-01,4885307.291
6633,KY,2017-10-01,5013432.184
6634,KY,2017-11-01,4933302.478
6635,KY,2017-12-01,5634150.783
6636,KY,2018-01-01,7027310.367000001
6637,KY,2018-02-01,4796401.241
6638,KY,2018-03-01,4544851.86
6639,KY,2018-04-01,4481954.37
6640,KY,2018-05-01,5883727.559
6641,KY,2018-06-01,6848310.562
6642,KY,2018-07-01,7209632.454
6643,KY,2018-08-01,7448018.491
6644,KY,2018-09-01,6496375.0879999995
6645,KY,2018-10-01,5739524.074
6646,KY,2018-11-01,5891481.033
6647,KY,2018-12-01,6131374.11
6648,KY,2019-01-01,6602487.629
6649,KY,2019-02-01,5133750.349
6650,KY,2019-03-01,5230731.0200000005
6651,KY,2019-04-01,3616814.034
6652,KY,2019-05-01,5069734.098999999
6653,KY,2019-06-01,5850742.529
6654,KY,2019-07-01,6444773.439
6655,KY,2019-08-01,6344737.272
6656,KY,2019-09-01,6312368.509
6657,KY,2019-10-01,4448806.894
6658,KY,2019-11-01,4072530.4560000002
6659,KY,2019-12-01,4997148.171
6660,KY,2020-01-01,5014749.702
6661,KY,2020-02-01,4511772.603
6662,KY,2020-03-01,3728417.7600000002
6663,KY,2020-04-01,2779712.3340000003
6664,KY,2020-05-01,3512081.903
6665,KY,2020-06-01,5101324.444
6666,KY,2020-07-01,6452089.726
6667,KY,2020-08-01,5902408.244
6668,KY,2020-09-01,4345406.043
6669,KY,2020-10-01,3553014.454
6670,KY,2020-11-01,3652338.251
6671,KY,2020-12-01,5147248.957
6672,KY,2021-01-01,5359809.589
6673,KY,2021-02-01,5688812.058999999
6674,KY,2021-03-01,4337668.804
6675,KY,2021-04-01,4493310.26
6676,KY,2021-05-01,4925467.3040000005
6677,KY,2021-06-01,5843488.947
6678,KY,2021-07-01,6459171.885
6679,KY,2021-08-01,6586010.636
6680,KY,2021-09-01,4978516.292
6681,KY,2021-10-01,3941984.713
6682,KY,2021-11-01,4470650.849
6683,KY,2021-12-01,4031608.259
6684,KY,2022-01-01,5958401.329
6685,KY,2022-02-01,4720761.707
6686,KY,2022-03-01,4512980.025
6687,KY,2022-04-01,4751704.471
6688,KY,2022-05-01,4991134.978
6689,KY,2022-06-01,5632499.405
6690,KY,2022-07-01,6006944.67
6691,KY,2022-08-01,5581834.778
6692,KY,2022-09-01,4546412.7530000005
6693,KY,2022-10-01,3775742.53
6694,KY,2022-11-01,4394378.503
6695,KY,2022-12-01,5479847.675
6696,KY,2023-01-01,4754482.762
6697,KY,2023-02-01,3851309.761
6698,KY,2023-03-01,4277180.863
6699,KY,2023-04-01,3941594.275
6700,KY,2023-05-01,4211424.694
6701,KY,2023-06-01,4564393.652
6702,KY,2023-07-01,6010173.792
6703,KY,2023-08-01,5676865.750999999
6704,KY,2023-09-01,4536382.82
6705,KY,2023-10-01,4000912.583
6706,KY,2023-11-01,4269225.288
6707,KY,2023-12-01,4877286.466
6708,KY,2024-01-01,5963058.63
6709,KY,2024-02-01,4476494.61
6710,KY,2024-03-01,4111606.499
6711,KY,2024-04-01,4109336.028
6712,KY,2024-05-01,4766403.238
6713,KY,2024-06-01,5470672.624
6714,KY,2024-07-01,6151640.6850000005
6715,KY,2024-08-01,6034564.931
6716,KY,2024-09-01,4479402.085
6717,KY,2024-10-01,3833782.392
6718,KY,2024-11-01,3853155.868
6719,KY,2024-12-01,5233926.654
6720,LA,1990-01-01,2866168.0736298505
6721,LA,1990-02-01,2416367.8463432845
6722,LA,1990-03-01,2369360.191682556
6723,LA,1990-04-01,2297012.101097202
6724,LA,1990-05-01,2900226.811773897
6725,LA,1990-06-01,3271993.513861033
6726,LA,1990-07-01,3624695.474326899
6727,LA,1990-08-01,3638400.225063476
6728,LA,1990-09-01,3092170.23854845
6729,LA,1990-10-01,2640460.924868233
6730,LA,1990-11-01,2491987.823385833
6731,LA,1990-12-01,2752989.775419284
6732,LA,1991-01-01,2871222.553312519
6733,LA,1991-02-01,2420629.10453591
6734,LA,1991-03-01,2373538.5520027224
6735,LA,1991-04-01,2301062.8757543685
6736,LA,1991-05-01,2905341.353949603
6737,LA,1991-06-01,3277763.6656151447
6738,LA,1991-07-01,3631087.615038885
6739,LA,1991-08-01,3644816.534066496
6740,LA,1991-09-01,3097623.272440598
6741,LA,1991-10-01,2645117.370601621
6742,LA,1991-11-01,2496382.437204418
6743,LA,1991-12-01,2757844.665477712
6744,LA,1992-01-01,2986843.5779515225
6745,LA,1992-02-01,2518105.218679184
6746,LA,1992-03-01,2469118.380562553
6747,LA,1992-04-01,2393724.187273585
6748,LA,1992-05-01,3022336.305762786
6749,LA,1992-06-01,3409755.660838814
6750,LA,1992-07-01,3777307.583296112
6751,LA,1992-08-01,3791589.351033875
6752,LA,1992-09-01,3222361.20900076
6753,LA,1992-10-01,2751633.38425112
6754,LA,1992-11-01,2596909.056064872
6755,LA,1992-12-01,2868900.0852848147
6756,LA,1993-01-01,3128021.183591766
6757,LA,1993-02-01,2637127.2083634054
6758,LA,1993-03-01,2585824.9344588937
6759,LA,1993-04-01,2506867.122450054
6760,LA,1993-05-01,3165191.527990327
6761,LA,1993-06-01,3570922.835299834
6762,LA,1993-07-01,3955847.646228439
6763,LA,1993-08-01,3970804.4629672314
6764,LA,1993-09-01,3374670.905883759
6765,LA,1993-10-01,2881693.430132317
6766,LA,1993-11-01,2719655.826370181
6767,LA,1993-12-01,3004502.916263791
6768,LA,1994-01-01,3237021.596387733
6769,LA,1994-02-01,2729021.7120882887
6770,LA,1994-03-01,2675931.736405318
6771,LA,1994-04-01,2594222.525477707
6772,LA,1994-05-01,3275487.1950845914
6773,LA,1994-06-01,3695356.795386796
6774,LA,1994-07-01,4093694.866911817
6775,LA,1994-08-01,4109172.8755169534
6776,LA,1994-09-01,3492266.184241016
6777,LA,1994-10-01,2982110.19683566
6778,LA,1994-11-01,2814426.1589025566
6779,LA,1994-12-01,3109199.15676156
6780,LA,1995-01-01,3313656.2231984683
6781,LA,1995-02-01,2793629.7334551094
6782,LA,1995-03-01,2739282.883094999
6783,LA,1995-04-01,2655639.253535944
6784,LA,1995-05-01,3353032.472848188
6785,LA,1995-06-01,3782842.244746479
6786,LA,1995-07-01,4190610.7412924175
6787,LA,1995-08-01,4206455.182860051
6788,LA,1995-09-01,3574943.580045762
6789,LA,1995-10-01,3052709.942694017
6790,LA,1995-11-01,2881056.081487736
6791,LA,1995-12-01,3182807.6607408253
6792,LA,1996-01-01,2954003.68165528
6793,LA,1996-02-01,2490419.030204203
6794,LA,1996-03-01,2441970.795011243
6795,LA,1996-04-01,2367405.54954774
6796,LA,1996-05-01,2989106.1722578737
6797,LA,1996-06-01,3372265.90974369
6798,LA,1996-07-01,3735776.654046871
6799,LA,1996-08-01,3749901.395894528
6800,LA,1996-09-01,3186931.8317431817
6801,LA,1996-10-01,2721379.5886887624
6802,LA,1996-11-01,2568356.4312399607
6803,LA,1996-12-01,2837356.959966665
6804,LA,1997-01-01,3169976.625
6805,LA,1997-02-01,2691691.708
6806,LA,1997-03-01,2941108.682
6807,LA,1997-04-01,2915020.625
6808,LA,1997-05-01,3715223.0749999997
6809,LA,1997-06-01,4097394.1999999997
6810,LA,1997-07-01,4899602.625
6811,LA,1997-08-01,4311750.975
6812,LA,1997-09-01,4087233.525
6813,LA,1997-10-01,3316229.725
6814,LA,1997-11-01,2918782.525
6815,LA,1997-12-01,3371127.6999999997
6816,LA,1998-01-01,3043766.6
6817,LA,1998-02-01,2638598.25
6818,LA,1998-03-01,2957935.6
6819,LA,1998-04-01,3204923.25
6820,LA,1998-05-01,3804866.25
6821,LA,1998-06-01,4611366.655
6822,LA,1998-07-01,4827756.600000001
6823,LA,1998-08-01,4567342.225
6824,LA,1998-09-01,4395712.225
6825,LA,1998-10-01,3659965.0749999997
6826,LA,1998-11-01,3076882.875
6827,LA,1998-12-01,3391420.025
6828,LA,1999-01-01,3657426.9499999997
6829,LA,1999-02-01,2942755.325
6830,LA,1999-03-01,3159398.5
6831,LA,1999-04-01,3154435.325
6832,LA,1999-05-01,3604335.625
6833,LA,1999-06-01,4638123.625
6834,LA,1999-07-01,5513755.325
6835,LA,1999-08-01,5586616.075
6836,LA,1999-09-01,4553904.975
