,state,date,total_co2
12576,NJ,2023-01-01,1008746.3119999999
12577,NJ,2023-02-01,706774.951
12578,NJ,2023-03-01,874943.534
12579,NJ,2023-04-01,1146092.929
12580,NJ,2023-05-01,1161803.396
12581,NJ,2023-06-01,1179236.591
12582,NJ,2023-07-01,2051929.2950000002
12583,NJ,2023-08-01,1657229.55
12584,NJ,2023-09-01,1250141.803
12585,NJ,2023-10-01,1291198.275
12586,NJ,2023-11-01,1288736.236
12587,NJ,2023-12-01,1075905.492
12588,NJ,2024-01-01,1239771.854
12589,NJ,2024-02-01,922169.132
12590,NJ,2024-03-01,769838.676
12591,NJ,2024-04-01,1191812.041
12592,NJ,2024-05-01,886720.354
12593,NJ,2024-06-01,1302740.003
12594,NJ,2024-07-01,1762426.416
12595,NJ,2024-08-01,1228074.859
12596,NJ,2024-09-01,916593.931
12597,NJ,2024-10-01,1152126.595
12598,NJ,2024-11-01,1033984.65
12599,NJ,2024-12-01,927012.497
12600,NM,1990-01-01,2349876.2591397697
12601,NM,1990-02-01,2011868.0797218804
12602,NM,1990-03-01,2087611.9381160664
12603,NM,1990-04-01,1966764.4561852408
12604,NM,1990-05-01,2197766.972609419
12605,NM,1990-06-01,2453619.7957261736
12606,NM,1990-07-01,2674426.2005399014
12607,NM,1990-08-01,2649055.928923593
12608,NM,1990-09-01,2388329.9462863198
12609,NM,1990-10-01,2249742.2421900965
12610,NM,1990-11-01,2167644.4120386555
12611,NM,1990-12-01,2357424.768522885
12612,NM,1991-01-01,2026232.7877887709
12613,NM,1991-02-01,1734777.757757515
12614,NM,1991-03-01,1800089.575243646
12615,NM,1991-04-01,1695886.1605925327
12616,NM,1991-05-01,1895073.1905562847
12617,NM,1991-06-01,2115687.9471976697
12618,NM,1991-07-01,2306083.154369608
12619,NM,1991-08-01,2284207.07643396
12620,NM,1991-09-01,2059390.330193252
12621,NM,1991-10-01,1939890.016535488
12622,NM,1991-11-01,1869099.3463407687
12623,NM,1991-12-01,2032741.6569905044
12624,NM,1992-01-01,2269762.012111314
12625,NM,1992-02-01,1943277.533432219
12626,NM,1992-03-01,2016439.0591785992
12627,NM,1992-04-01,1899711.6261152483
12628,NM,1992-05-01,2122838.582031497
12629,NM,1992-06-01,2369968.624025467
12630,NM,1992-07-01,2583247.0839987346
12631,NM,1992-08-01,2558741.760142778
12632,NM,1992-09-01,2306904.699081054
12633,NM,1992-10-01,2173041.860610367
12634,NM,1992-11-01,2093742.9888379767
12635,NM,1992-12-01,2277053.170434746
12636,NM,1993-01-01,2305464.2012901795
12637,NM,1993-02-01,1973844.2896627984
12638,NM,1993-03-01,2048156.6085843544
12639,NM,1993-04-01,1929593.113028393
12640,NM,1993-05-01,2156229.7412135927
12641,NM,1993-06-01,2407247.011676437
12642,NM,1993-07-01,2623880.232142264
12643,NM,1993-08-01,2598989.4521444184
12644,NM,1993-09-01,2343191.123624565
12645,NM,1993-10-01,2207222.6915464425
12646,NM,1993-11-01,2126676.4893021435
12647,NM,1993-12-01,2312870.0457844115
12648,NM,1994-01-01,2390428.360405538
12649,NM,1994-02-01,2046587.1326017608
12650,NM,1994-03-01,2123638.112000261
12651,NM,1994-04-01,2000705.1503315517
12652,NM,1994-05-01,2235694.1053616963
12653,NM,1994-06-01,2495962.211858505
12654,NM,1994-07-01,2720579.0997363133
12655,NM,1994-08-01,2694771.010247798
12656,NM,1994-09-01,2429545.647522148
12657,NM,1994-10-01,2288566.318509999
12658,NM,1994-11-01,2205051.716088507
12659,NM,1994-12-01,2398107.1353359222
12660,NM,1995-01-01,2365143.133221416
12661,NM,1995-02-01,2024938.953782815
12662,NM,1995-03-01,2101174.911258416
12663,NM,1995-04-01,1979542.2972243384
12664,NM,1995-05-01,2212045.610261561
12665,NM,1995-06-01,2469560.679557774
12666,NM,1995-07-01,2691801.638027509
12667,NM,1995-08-01,2666266.5386928567
12668,NM,1995-09-01,2403846.6495227376
12669,NM,1995-10-01,2264358.557153101
12670,NM,1995-11-01,2181727.3469011453
12671,NM,1995-12-01,2372740.6843963307
12672,NM,1996-01-01,2408467.4169116486
12673,NM,1996-02-01,2062031.4360333928
12674,NM,1996-03-01,2139663.870619692
12675,NM,1996-04-01,2015803.2113555488
12676,NM,1996-05-01,2252565.4799508746
12677,NM,1996-06-01,2514797.6658393107
12678,NM,1996-07-01,2741109.595827466
12679,NM,1996-08-01,2715106.748950564
12680,NM,1996-09-01,2447879.897544345
12681,NM,1996-10-01,2305836.686374351
12682,NM,1996-11-01,2221691.8518751604
12683,NM,1996-12-01,2416204.138717647
12684,NM,1997-01-01,3141695.5250000004
12685,NM,1997-02-01,2708068.0500000003
12686,NM,1997-03-01,2891781.025
12687,NM,1997-04-01,2964196.575
12688,NM,1997-05-01,2826455.7
12689,NM,1997-06-01,2782758.125
12690,NM,1997-07-01,3048144.895
12691,NM,1997-08-01,3334487.4329999997
12692,NM,1997-09-01,2624660.1350000002
12693,NM,1997-10-01,2440239.2600000002
12694,NM,1997-11-01,2798663.13
12695,NM,1997-12-01,3240318.61
12696,NM,1998-01-01,2750340.1
12697,NM,1998-02-01,2374584.65
12698,NM,1998-03-01,2852335.05
12699,NM,1998-04-01,2616670.2750000004
12700,NM,1998-05-01,2653034.5
12701,NM,1998-06-01,2903538.85
12702,NM,1998-07-01,3309198.075
12703,NM,1998-08-01,3364933.625
12704,NM,1998-09-01,3133056.85
12705,NM,1998-10-01,3077166.2
12706,NM,1998-11-01,2996380.025
12707,NM,1998-12-01,3341652.55
12708,NM,1999-01-01,3032645.625
12709,NM,1999-02-01,2878596.4000000004
12710,NM,1999-03-01,3033647.65
12711,NM,1999-04-01,3044739.125
12712,NM,1999-05-01,2916337.825
12713,NM,1999-06-01,2850267.075
12714,NM,1999-07-01,3494914.55
12715,NM,1999-08-01,3338390.7750000004
12716,NM,1999-09-01,3202027.2
12717,NM,1999-10-01,2628094.275
12718,NM,1999-11-01,2657513.275
12719,NM,1999-12-01,2813862.9
12720,NM,2000-01-01,3068342.055
12721,NM,2000-02-01,2546204.258
12722,NM,2000-03-01,2848409.978
12723,NM,2000-04-01,2444620.958
12724,NM,2000-05-01,2808395.3959999997
12725,NM,2000-06-01,3329256.251
12726,NM,2000-07-01,3298745.028
12727,NM,2000-08-01,3472723.012
12728,NM,2000-09-01,3168730.8649999998
12729,NM,2000-10-01,3010574.873
12730,NM,2000-11-01,2912916.514
12731,NM,2000-12-01,3069073.3479999998
12732,NM,2001-01-01,3200570.7600000002
12733,NM,2001-02-01,2862093.6920000003
12734,NM,2001-03-01,2686644.944
12735,NM,2001-04-01,2591689.0100000002
12736,NM,2001-05-01,3259634.018
12737,NM,2001-06-01,3194543.573
12738,NM,2001-07-01,3476463.4579999996
12739,NM,2001-08-01,3012874.5700000003
12740,NM,2001-09-01,2824097.217
12741,NM,2001-10-01,2953147.6350000002
12742,NM,2001-11-01,2674992.5190000003
12743,NM,2001-12-01,3072725.903
12744,NM,2002-01-01,2595581.696
12745,NM,2002-02-01,2327898.084
12746,NM,2002-03-01,2750454.6399999997
12747,NM,2002-04-01,2788405.204
12748,NM,2002-05-01,2929494.395
12749,NM,2002-06-01,3070502.1270000003
12750,NM,2002-07-01,3070888.7950000004
12751,NM,2002-08-01,3061150.842
12752,NM,2002-09-01,2824300.335
12753,NM,2002-10-01,2763032.594
12754,NM,2002-11-01,2604579.939
12755,NM,2002-12-01,2584248.546
12756,NM,2003-01-01,2895961.743
12757,NM,2003-02-01,2465874.259
12758,NM,2003-03-01,2652572.7479999997
12759,NM,2003-04-01,2674431.969
12760,NM,2003-05-01,2868817.14
12761,NM,2003-06-01,2883253.17
12762,NM,2003-07-01,3126930.959
12763,NM,2003-08-01,3148402.072
12764,NM,2003-09-01,2418910.16
12765,NM,2003-10-01,2419332.332
12766,NM,2003-11-01,2361936.276
12767,NM,2003-12-01,2750210.752
12768,NM,2004-01-01,2597507.333
12769,NM,2004-02-01,2290018.077
12770,NM,2004-03-01,2333964.617
12771,NM,2004-04-01,2229487.269
12772,NM,2004-05-01,2811268.091
12773,NM,2004-06-01,2967452.759
12774,NM,2004-07-01,3011433.3019999997
12775,NM,2004-08-01,3037457.782
12776,NM,2004-09-01,2754619.63
12777,NM,2004-10-01,2755942.2890000003
12778,NM,2004-11-01,2764474.887
12779,NM,2004-12-01,2858963.575
12780,NM,2005-01-01,2794455.521
12781,NM,2005-02-01,2738488.734
12782,NM,2005-03-01,2663721.632
12783,NM,2005-04-01,2466372.3819999998
12784,NM,2005-05-01,2644996.128
12785,NM,2005-06-01,2962284.8019999997
12786,NM,2005-07-01,2964310.202
12787,NM,2005-08-01,3094619.948
12788,NM,2005-09-01,2960199.841
12789,NM,2005-10-01,3004078.919
12790,NM,2005-11-01,2636216.778
12791,NM,2005-12-01,2777638.715
12792,NM,2006-01-01,2949921.0810000002
12793,NM,2006-02-01,2305650.284
12794,NM,2006-03-01,2727478.563
12795,NM,2006-04-01,2482553.619
12796,NM,2006-05-01,2909806.0300000003
12797,NM,2006-06-01,2827014.887
12798,NM,2006-07-01,3355144.7849999997
12799,NM,2006-08-01,3364988.4110000003
12800,NM,2006-09-01,2876330.612
12801,NM,2006-10-01,2853392.111
12802,NM,2006-11-01,2724500.318
12803,NM,2006-12-01,2997505.623
12804,NM,2007-01-01,2960442.085
12805,NM,2007-02-01,2357712.3759999997
12806,NM,2007-03-01,2478818.803
12807,NM,2007-04-01,2304745.461
12808,NM,2007-05-01,2465641.713
12809,NM,2007-06-01,2601895.931
12810,NM,2007-07-01,3158641.58
12811,NM,2007-08-01,3133969.7569999998
12812,NM,2007-09-01,2884389.0390000003
12813,NM,2007-10-01,2773524.159
12814,NM,2007-11-01,2610848.168
12815,NM,2007-12-01,2551330.571
12816,NM,2008-01-01,2493477.9189999998
12817,NM,2008-02-01,2163953.751
12818,NM,2008-03-01,1949136.47
12819,NM,2008-04-01,2405256.778
12820,NM,2008-05-01,2686681.701
12821,NM,2008-06-01,3078122.8989999997
12822,NM,2008-07-01,3273455.129
12823,NM,2008-08-01,3203017.773
12824,NM,2008-09-01,2697813.714
12825,NM,2008-10-01,2895454.068
12826,NM,2008-11-01,2922778.365
12827,NM,2008-12-01,3168260.65
12828,NM,2009-01-01,3022945.56
12829,NM,2009-02-01,2405892.975
12830,NM,2009-03-01,2653696.332
12831,NM,2009-04-01,2888610.9519999996
12832,NM,2009-05-01,3047010.92
12833,NM,2009-06-01,3086530.6450000005
12834,NM,2009-07-01,3254858.351
12835,NM,2009-08-01,3481459.385
12836,NM,2009-09-01,3003621.153
12837,NM,2009-10-01,2908683.73
12838,NM,2009-11-01,3085308.032
12839,NM,2009-12-01,3193335.5609999998
12840,NM,2010-01-01,2706767.525
12841,NM,2010-02-01,2083907.403
12842,NM,2010-03-01,2212688.467
12843,NM,2010-04-01,2160389.027
12844,NM,2010-05-01,2726413.295
12845,NM,2010-06-01,2944415.253
12846,NM,2010-07-01,2995335.156
12847,NM,2010-08-01,3007731.9540000004
12848,NM,2010-09-01,3242292.3230000003
12849,NM,2010-10-01,3023815.6599999997
12850,NM,2010-11-01,2743359.1610000003
12851,NM,2010-12-01,2811699.404
12852,NM,2011-01-01,2946579.786
12853,NM,2011-02-01,2432124.227
12854,NM,2011-03-01,2886515.519
12855,NM,2011-04-01,2524137.1399999997
12856,NM,2011-05-01,2472965.137
12857,NM,2011-06-01,2951740.038
12858,NM,2011-07-01,3212792.379
12859,NM,2011-08-01,3244666.984
12860,NM,2011-09-01,3167638.221
12861,NM,2011-10-01,2541403.089
12862,NM,2011-11-01,2455959.077
12863,NM,2011-12-01,3057757.978
12864,NM,2012-01-01,2849890.658
12865,NM,2012-02-01,2468725.293
12866,NM,2012-03-01,2182738.921
12867,NM,2012-04-01,1816822.623
12868,NM,2012-05-01,2592201.373
12869,NM,2012-06-01,2976944.163
12870,NM,2012-07-01,3323160.355
12871,NM,2012-08-01,3108826.499
12872,NM,2012-09-01,3273802.489
12873,NM,2012-10-01,2810510.024
12874,NM,2012-11-01,2651528.981
12875,NM,2012-12-01,2937053.533
12876,NM,2013-01-01,3172883.87
12877,NM,2013-02-01,2673783.7070000004
12878,NM,2013-03-01,2854840.844
12879,NM,2013-04-01,2284981.269
12880,NM,2013-05-01,2763048.224
12881,NM,2013-06-01,2996470.0039999997
12882,NM,2013-07-01,3130307.44
12883,NM,2013-08-01,2995736.0500000003
12884,NM,2013-09-01,2729201.787
12885,NM,2013-10-01,2705454.983
12886,NM,2013-11-01,2890615.0840000003
12887,NM,2013-12-01,2362135.684
12888,NM,2014-01-01,1973354.5289999999
12889,NM,2014-02-01,2359391.618
12890,NM,2014-03-01,2382295.181
12891,NM,2014-04-01,2392235.925
12892,NM,2014-05-01,2408728.34
12893,NM,2014-06-01,2428034.421
12894,NM,2014-07-01,2939901.742
12895,NM,2014-08-01,2522937.541
12896,NM,2014-09-01,2440576.1640000003
12897,NM,2014-10-01,2141472.257
12898,NM,2014-11-01,2054011.845
12899,NM,2014-12-01,2790347.755
12900,NM,2015-01-01,2260443.391
12901,NM,2015-02-01,2069443.223
12902,NM,2015-03-01,2144603.409
12903,NM,2015-04-01,2282201.722
12904,NM,2015-05-01,2425998.583
12905,NM,2015-06-01,2556875.784
12906,NM,2015-07-01,2842969.948
12907,NM,2015-08-01,2818487.56
12908,NM,2015-09-01,2417102.3540000003
12909,NM,2015-10-01,2466312.826
12910,NM,2015-11-01,2302325.58
12911,NM,2015-12-01,2423753.7290000003
12912,NM,2016-01-01,2333208.892
12913,NM,2016-02-01,1667273.9849999999
12914,NM,2016-03-01,1669126.94
12915,NM,2016-04-01,1235585.077
12916,NM,2016-05-01,1828627.594
12917,NM,2016-06-01,2698699.565
12918,NM,2016-07-01,2753722.446
12919,NM,2016-08-01,2163582.1339999996
12920,NM,2016-09-01,1871706.5639999998
12921,NM,2016-10-01,2684283.869
12922,NM,2016-11-01,2354265.619
12923,NM,2016-12-01,2530976.144
12924,NM,2017-01-01,2518974.145
12925,NM,2017-02-01,1970765.619
12926,NM,2017-03-01,2392791.925
12927,NM,2017-04-01,1924746.657
12928,NM,2017-05-01,1644921.509
12929,NM,2017-06-01,2268206.1920000003
12930,NM,2017-07-01,2559905.245
12931,NM,2017-08-01,2854192.6659999997
12932,NM,2017-09-01,1983037.71
12933,NM,2017-10-01,2054676.9729999998
12934,NM,2017-11-01,1998290.665
12935,NM,2017-12-01,1786841.185
12936,NM,2018-01-01,1304803.795
12937,NM,2018-02-01,1024304.55
12938,NM,2018-03-01,1358012.271
12939,NM,2018-04-01,1404057.464
12940,NM,2018-05-01,1623829.698
12941,NM,2018-06-01,1835776.6500000001
12942,NM,2018-07-01,2449757.609
12943,NM,2018-08-01,2314855.699
12944,NM,2018-09-01,1966719.075
12945,NM,2018-10-01,1891041.421
12946,NM,2018-11-01,2147710.877
12947,NM,2018-12-01,2254485.2739999997
12948,NM,2019-01-01,2048521.848
12949,NM,2019-02-01,1964245.7550000001
12950,NM,2019-03-01,1241221.192
12951,NM,2019-04-01,1494265.696
12952,NM,2019-05-01,1484498.467
12953,NM,2019-06-01,2032764.121
12954,NM,2019-07-01,2399384.863
12955,NM,2019-08-01,2527652.272
12956,NM,2019-09-01,2228481.67
12957,NM,2019-10-01,1979197.663
12958,NM,2019-11-01,1896590.791
12959,NM,2019-12-01,1822888.628
12960,NM,2020-01-01,2044428.501
12961,NM,2020-02-01,1610724.494
12962,NM,2020-03-01,1413561.45
12963,NM,2020-04-01,1325879.664
12964,NM,2020-05-01,1399075.99
12965,NM,2020-06-01,1844760.528
12966,NM,2020-07-01,2396491.304
12967,NM,2020-08-01,2342681.876
12968,NM,2020-09-01,2235408.274
12969,NM,2020-10-01,1623609.38
12970,NM,2020-11-01,1206603.332
12971,NM,2020-12-01,1785176.091
12972,NM,2021-01-01,1981269.643
12973,NM,2021-02-01,1331300.304
12974,NM,2021-03-01,1217850.615
12975,NM,2021-04-01,1074421.663
12976,NM,2021-05-01,1284078.651
12977,NM,2021-06-01,2027309.623
12978,NM,2021-07-01,1908478.773
12979,NM,2021-08-01,2220745.733
12980,NM,2021-09-01,1843057.989
12981,NM,2021-10-01,1417708.3869999999
12982,NM,2021-11-01,1620604.817
12983,NM,2021-12-01,1843971.589
12984,NM,2022-01-01,1918538.271
12985,NM,2022-02-01,1311558.22
12986,NM,2022-03-01,1318483.9849999999
12987,NM,2022-04-01,1359957.404
12988,NM,2022-05-01,1744822.366
12989,NM,2022-06-01,2040376.442
12990,NM,2022-07-01,1780757.618
12991,NM,2022-08-01,2015748.55
12992,NM,2022-09-01,1858374.455
12993,NM,2022-10-01,1559437.746
12994,NM,2022-11-01,1477032.145
12995,NM,2022-12-01,1652381.537
12996,NM,2023-01-01,1165882.007
12997,NM,2023-02-01,1379061.1570000001
12998,NM,2023-03-01,1552207.675
12999,NM,2023-04-01,559428.971
13000,NM,2023-05-01,1158270.807
13001,NM,2023-06-01,1609752.975
13002,NM,2023-07-01,1719993.037
13003,NM,2023-08-01,1624347.736
13004,NM,2023-09-01,1471202.1369999999
13005,NM,2023-10-01,928807.59
13006,NM,2023-11-01,566746.461
13007,NM,2023-12-01,1201199.5929999999
13008,NM,2024-01-01,1543104.785
13009,NM,2024-02-01,1392832.384
13010,NM,2024-03-01,1079980.301
13011,NM,2024-04-01,1074773.594
13012,NM,2024-05-01,1338689.914
13013,NM,2024-06-01,1625419.703
13014,NM,2024-07-01,1722047.063
13015,NM,2024-08-01,1408772.991
13016,NM,2024-09-01,1321129.84
13017,NM,2024-10-01,967658.329
13018,NM,2024-11-01,706182.2189999999
13019,NM,2024-12-01,818479.753
13020,NV,1990-01-01,1408860.2145154355
13021,NV,1990-02-01,1231055.5755258678
13022,NV,1990-03-01,1239449.6587077582
13023,NV,1990-04-01,1005437.9052896796
13024,NV,1990-05-01,1186464.8149387117
13025,NV,1990-06-01,1460092.939122037
13026,NV,1990-07-01,1774759.0778265782
13027,NV,1990-08-01,1809388.4200503044
13028,NV,1990-09-01,1550356.5031968711
13029,NV,1990-10-01,1441783.5778984723
13030,NV,1990-11-01,1369671.646110871
13031,NV,1990-12-01,1443211.6668174115
13032,NV,1991-01-01,1513900.3470526405
13033,NV,1991-02-01,1322839.160214841
13034,NV,1991-03-01,1331859.0795165035
13035,NV,1991-04-01,1080400.1547317803
13036,NV,1991-05-01,1274923.8544714283
13037,NV,1991-06-01,1568952.820508329
13038,NV,1991-07-01,1907079.4647860676
13039,NV,1991-08-01,1944290.6605246984
13040,NV,1991-09-01,1665946.148569693
13041,NV,1991-10-01,1549278.3715991443
13042,NV,1991-11-01,1471790.0037432644
13043,NV,1991-12-01,1550812.9342816086
13044,NV,1992-01-01,1566585.2331268275
13045,NV,1992-02-01,1368874.9713473744
13046,NV,1992-03-01,1378208.790716325
13047,NV,1992-04-01,1117998.9036701734
13048,NV,1992-05-01,1319292.1764398196
13049,NV,1992-06-01,1623553.5746234755
13050,NV,1992-07-01,1973447.2838649687
13051,NV,1992-08-01,2011953.457580183
13052,NV,1992-09-01,1723922.344436219
13053,NV,1992-10-01,1603194.439895062
13054,NV,1992-11-01,1523009.417770947
13055,NV,1992-12-01,1604782.4065286228
13056,NV,1993-01-01,1528547.4531197578
13057,NV,1993-02-01,1335637.7341283257
13058,NV,1993-03-01,1344744.9218654474
13059,NV,1993-04-01,1090853.1120166474
13060,NV,1993-05-01,1287258.8439971898
13061,NV,1993-06-01,1584132.5636275036
13062,NV,1993-07-01,1925530.6100371568
13063,NV,1993-08-01,1963101.827049268
13064,NV,1993-09-01,1682064.3098394966
13065,NV,1993-10-01,1564267.7628628977
13066,NV,1993-11-01,1486029.6888951438
13067,NV,1993-12-01,1565817.1725611645
13068,NV,1994-01-01,1651028.8432955977
13069,NV,1994-02-01,1442661.4095225425
13070,NV,1994-03-01,1452498.3495564335
13071,NV,1994-04-01,1178262.3745585096
13072,NV,1994-05-01,1390405.954286194
13073,NV,1994-06-01,1711067.9480801784
13074,NV,1994-07-01,2079821.9704147049
13075,NV,1994-08-01,2120403.741584522
13076,NV,1994-09-01,1816846.893536075
13077,NV,1994-10-01,1689611.3953498425
13078,NV,1994-11-01,1605104.1617006587
13079,NV,1994-12-01,1691284.9581147402
13080,NV,1995-01-01,1523292.619702092
13081,NV,1995-02-01,1331046.0848570724
13082,NV,1995-03-01,1340121.9639459976
13083,NV,1995-04-01,1087102.9821956265
13084,NV,1995-05-01,1282833.5114523503
13085,NV,1995-06-01,1578686.639972093
13086,NV,1995-07-01,1918911.0297449585
13087,NV,1995-08-01,1956353.084599693
13088,NV,1995-09-01,1676281.716876506
13089,NV,1995-10-01,1558890.130328368
13090,NV,1995-11-01,1480921.0228521551
13091,NV,1995-12-01,1560434.2134730865
13092,NV,1996-01-01,1640560.808136342
13093,NV,1996-02-01,1433514.4885471105
13094,NV,1996-03-01,1443289.0593289123
13095,NV,1996-04-01,1170791.8255043293
13096,NV,1996-05-01,1381590.3491111484
13097,NV,1996-06-01,1700219.2463672357
13098,NV,1996-07-01,2066635.253780588
13099,NV,1996-08-01,2106959.7239291933
13100,NV,1996-09-01,1805327.520487112
13101,NV,1996-10-01,1678898.734838899
13102,NV,1996-11-01,1594927.303272546
13103,NV,1996-12-01,1680561.6866965827
13104,NV,1997-01-01,1938674.3169999998
13105,NV,1997-02-01,1446829.161
13106,NV,1997-03-01,1369552.384
13107,NV,1997-04-01,1028005.902
13108,NV,1997-05-01,1637785.347
13109,NV,1997-06-01,1468133.662
13110,NV,1997-07-01,1848327.922
13111,NV,1997-08-01,2790518.852
13112,NV,1997-09-01,1830991.23
13113,NV,1997-10-01,1846797.073
13114,NV,1997-11-01,1970427.945
13115,NV,1997-12-01,1612750.2550000001
13116,NV,1998-01-01,1826606.973
13117,NV,1998-02-01,1509736.903
13118,NV,1998-03-01,1738791.887
13119,NV,1998-04-01,1219599.449
13120,NV,1998-05-01,1061114.7149999999
13121,NV,1998-06-01,1470846.97
13122,NV,1998-07-01,2092016.853
13123,NV,1998-08-01,2212069.386
13124,NV,1998-09-01,1949263.946
13125,NV,1998-10-01,2110108.502
13126,NV,1998-11-01,2030981.3479999998
13127,NV,1998-12-01,2109267.526
13128,NV,1999-01-01,1927514.261
13129,NV,1999-02-01,1556018.415
13130,NV,1999-03-01,1500737.88
13131,NV,1999-04-01,1195798.244
13132,NV,1999-05-01,1143086.473
13133,NV,1999-06-01,1602895.2989999999
13134,NV,1999-07-01,2031211.036
13135,NV,1999-08-01,2178160.044
13136,NV,1999-09-01,2077230.708
13137,NV,1999-10-01,1767513.591
13138,NV,1999-11-01,1968601.862
13139,NV,1999-12-01,1845554.497
13140,NV,2000-01-01,1781401.371
13141,NV,2000-02-01,1781088.399
13142,NV,2000-03-01,1748473.49
13143,NV,2000-04-01,1331516.117
13144,NV,2000-05-01,1768576.592
13145,NV,2000-06-01,2308036.4189999998
13146,NV,2000-07-01,2258952.045
13147,NV,2000-08-01,2390174.251
13148,NV,2000-09-01,2176853.844
13149,NV,2000-10-01,2151596.345
13150,NV,2000-11-01,2372598.211
13151,NV,2000-12-01,2353262.872
13152,NV,2001-01-01,1977618.845
13153,NV,2001-02-01,1936149.815
13154,NV,2001-03-01,1893636.222
13155,NV,2001-04-01,1309754.162
13156,NV,2001-05-01,1986045.0210000002
13157,NV,2001-06-01,2062899.2140000002
13158,NV,2001-07-01,2137889.928
13159,NV,2001-08-01,2253237.202
13160,NV,2001-09-01,1932537.8029999998
13161,NV,2001-10-01,2148969.706
13162,NV,2001-11-01,1965125.0960000001
13163,NV,2001-12-01,1911956.5539999998
13164,NV,2002-01-01,2126840.715
13165,NV,2002-02-01,1895782.8150000002
13166,NV,2002-03-01,1920571.975
13167,NV,2002-04-01,1370526.845
13168,NV,2002-05-01,1999908.229
13169,NV,2002-06-01,2057948.203
13170,NV,2002-07-01,2286580.6319999998
13171,NV,2002-08-01,2113843.2339999997
13172,NV,2002-09-01,2025414.298
13173,NV,2002-10-01,1938632.881
13174,NV,2002-11-01,1900452.162
13175,NV,2002-12-01,2147216.661
13176,NV,2003-01-01,2086766.9230000002
13177,NV,2003-02-01,1595360.866
13178,NV,2003-03-01,1727212.384
13179,NV,2003-04-01,1415853.068
13180,NV,2003-05-01,1246975.893
13181,NV,2003-06-01,2121395.342
13182,NV,2003-07-01,2386762.077
13183,NV,2003-08-01,2155833.436
13184,NV,2003-09-01,2097887.17
13185,NV,2003-10-01,2179395.967
13186,NV,2003-11-01,2127499.302
13187,NV,2003-12-01,2145687.486
13188,NV,2004-01-01,1842567.467
13189,NV,2004-02-01,1900176.3190000001
13190,NV,2004-03-01,1987124.896
13191,NV,2004-04-01,1470091.357
13192,NV,2004-05-01,2116550.219
13193,NV,2004-06-01,2383584.469
13194,NV,2004-07-01,2338517.476
13195,NV,2004-08-01,2705327.8019999997
13196,NV,2004-09-01,2518468.99
13197,NV,2004-10-01,2350692.339
13198,NV,2004-11-01,2589096.585
13199,NV,2004-12-01,2296449.84
13200,NV,2005-01-01,2403868.163
13201,NV,2005-02-01,2006428.091
13202,NV,2005-03-01,2173320.769
13203,NV,2005-04-01,1605831.392
13204,NV,2005-05-01,2063770.3690000002
13205,NV,2005-06-01,2368736.743
13206,NV,2005-07-01,2592893.7399999998
13207,NV,2005-08-01,2641884.877
13208,NV,2005-09-01,2390881.94
13209,NV,2005-10-01,2409089.555
13210,NV,2005-11-01,2258999.269
13211,NV,2005-12-01,2461384.768
13212,NV,2006-01-01,1434391.393
13213,NV,2006-02-01,1338666.74
13214,NV,2006-03-01,1267489.304
13215,NV,2006-04-01,1008257.249
13216,NV,2006-05-01,1166645.818
13217,NV,2006-06-01,1488672.308
13218,NV,2006-07-01,1752353.94
13219,NV,2006-08-01,1872571.967
13220,NV,2006-09-01,1649982.419
13221,NV,2006-10-01,1484591.079
13222,NV,2006-11-01,1426064.396
13223,NV,2006-12-01,1509749.48
13224,NV,2007-01-01,1512538.574
13225,NV,2007-02-01,1385172.477
13226,NV,2007-03-01,1460790.11
13227,NV,2007-04-01,986302.481
13228,NV,2007-05-01,1190910.277
13229,NV,2007-06-01,1498094.5629999998
13230,NV,2007-07-01,1793491.673
13231,NV,2007-08-01,1727016.0340000002
13232,NV,2007-09-01,1569617.746
13233,NV,2007-10-01,1365243.814
13234,NV,2007-11-01,1258332.1330000001
13235,NV,2007-12-01,1302306.489
13236,NV,2008-01-01,1416490.507
13237,NV,2008-02-01,1322424.687
13238,NV,2008-03-01,1343087.529
13239,NV,2008-04-01,1137109.366
13240,NV,2008-05-01,1260732.543
13241,NV,2008-06-01,1420646.062
13242,NV,2008-07-01,1913549.3029999998
13243,NV,2008-08-01,1958717.778
13244,NV,2008-09-01,1729900.149
13245,NV,2008-10-01,1474698.574
13246,NV,2008-11-01,1468210.622
13247,NV,2008-12-01,1758287.843
13248,NV,2009-01-01,1670349.204
13249,NV,2009-02-01,1471303.066
13250,NV,2009-03-01,1518958.636
13251,NV,2009-04-01,1213256.337
13252,NV,2009-05-01,1518600.379
13253,NV,2009-06-01,1440760.102
13254,NV,2009-07-01,1894537.106
13255,NV,2009-08-01,1817958.001
13256,NV,2009-09-01,1552764.4100000001
13257,NV,2009-10-01,1410236.808
13258,NV,2009-11-01,1483530.473
13259,NV,2009-12-01,1678398.087
13260,NV,2010-01-01,1604136.434
13261,NV,2010-02-01,1450880.78
13262,NV,2010-03-01,1375140.459
13263,NV,2010-04-01,1298297.144
13264,NV,2010-05-01,1208759.335
13265,NV,2010-06-01,1374179.335
13266,NV,2010-07-01,1919949.102
13267,NV,2010-08-01,1711075.191
13268,NV,2010-09-01,1508982.937
13269,NV,2010-10-01,1278364.504
13270,NV,2010-11-01,1129415.541
13271,NV,2010-12-01,1323197.284
13272,NV,2011-01-01,1153396.459
13273,NV,2011-02-01,1001813.868
