state,date,monthly_population,yearly_population
AL,1990-01,,4050055
AL,1990-02,,4050055
AL,1990-03,,4050055
AL,1990-04,,4050055
AL,1990-05,,4050055
AL,1990-06,4050055.0,4050055
AL,1990-07,4054146.75,4050055
AL,1990-08,4058238.5,4050055
AL,1990-09,4062330.25,4050055
AL,1990-10,4066422.0,4050055
AL,1990-11,4070513.75,4050055
AL,1990-12,4074605.5,4050055
AL,1991-01,4078697.25,4099156
AL,1991-02,4082789.0,4099156
AL,1991-03,4086880.75,4099156
AL,1991-04,4090972.5,4099156
AL,1991-05,4095064.25,4099156
AL,1991-06,4099156.0,4099156
AL,1991-07,4103727.5,4099156
AL,1991-08,4108299.0,4099156
AL,1991-09,4112870.5,4099156
AL,1991-10,4117442.0,4099156
AL,1991-11,4122013.5,4099156
AL,1991-12,4126585.0,4099156
AL,1992-01,4131156.5,4154014
AL,1992-02,4135728.0,4154014
AL,1992-03,4140299.5,4154014
AL,1992-04,4144871.0,4154014
AL,1992-05,4149442.5,4154014
AL,1992-06,4154014.0,4154014
AL,1992-07,4159029.6666666665,4154014
AL,1992-08,4164045.3333333335,4154014
AL,1992-09,4169061.0,4154014
AL,1992-10,4174076.6666666665,4154014
AL,1992-11,4179092.3333333335,4154014
AL,1992-12,4184108.0,4154014
AL,1993-01,4189123.6666666665,4214202
AL,1993-02,4194139.3333333335,4214202
AL,1993-03,4199155.0,4214202
AL,1993-04,4204170.666666667,4214202
AL,1993-05,4209186.333333333,4214202
AL,1993-06,4214202.0,4214202
AL,1993-07,4218037.583333333,4214202
AL,1993-08,4221873.166666667,4214202
AL,1993-09,4225708.75,4214202
AL,1993-10,4229544.333333333,4214202
AL,1993-11,4233379.916666667,4214202
AL,1993-12,4237215.5,4214202
AL,1994-01,4241051.083333333,4260229
AL,1994-02,4244886.666666667,4260229
AL,1994-03,4248722.25,4260229
AL,1994-04,4252557.833333333,4260229
AL,1994-05,4256393.416666667,4260229
AL,1994-06,4260229.0,4260229
AL,1994-07,4263276.583333333,4260229
AL,1994-08,4266324.166666667,4260229
AL,1994-09,4269371.75,4260229
AL,1994-10,4272419.333333333,4260229
AL,1994-11,4275466.916666667,4260229
AL,1994-12,4278514.5,4260229
AL,1995-01,4281562.083333333,4296800
AL,1995-02,4284609.666666667,4296800
AL,1995-03,4287657.25,4296800
AL,1995-04,4290704.833333333,4296800
AL,1995-05,4293752.416666667,4296800
AL,1995-06,4296800.0,4296800
AL,1995-07,4299658.5,4296800
AL,1995-08,4302517.0,4296800
AL,1995-09,4305375.5,4296800
AL,1995-10,4308234.0,4296800
AL,1995-11,4311092.5,4296800
AL,1995-12,4313951.0,4296800
AL,1996-01,4316809.5,4331102
AL,1996-02,4319668.0,4331102
AL,1996-03,4322526.5,4331102
AL,1996-04,4325385.0,4331102
AL,1996-05,4328243.5,4331102
AL,1996-06,4331102.0,4331102
AL,1996-07,4334171.416666667,4331102
AL,1996-08,4337240.833333333,4331102
AL,1996-09,4340310.25,4331102
AL,1996-10,4343379.666666667,4331102
AL,1996-11,4346449.083333333,4331102
AL,1996-12,4349518.5,4331102
AL,1997-01,4352587.916666667,4367935
AL,1997-02,4355657.333333333,4367935
AL,1997-03,4358726.75,4367935
AL,1997-04,4361796.166666667,4367935
AL,1997-05,4364865.583333333,4367935
AL,1997-06,4367935.0,4367935
AL,1997-07,4370998.833333333,4367935
AL,1997-08,4374062.666666667,4367935
AL,1997-09,4377126.5,4367935
AL,1997-10,4380190.333333333,4367935
AL,1997-11,4383254.166666667,4367935
AL,1997-12,4386318.0,4367935
AL,1998-01,4389381.833333333,4404701
AL,1998-02,4392445.666666667,4404701
AL,1998-03,4395509.5,4404701
AL,1998-04,4398573.333333333,4404701
AL,1998-05,4401637.166666667,4404701
AL,1998-06,4404701.0,4404701
AL,1998-07,4406821.0,4404701
AL,1998-08,4408941.0,4404701
AL,1998-09,4411061.0,4404701
AL,1998-10,4413181.0,4404701
AL,1998-11,4415301.0,4404701
AL,1998-12,4417421.0,4404701
AL,1999-01,4419541.0,4430141
AL,1999-02,4421661.0,4430141
AL,1999-03,4423781.0,4430141
AL,1999-04,4425901.0,4430141
AL,1999-05,4428021.0,4430141
AL,1999-06,4430141.0,4430141
AL,1999-07,4431977.0,4430141
AL,1999-08,4433813.0,4430141
AL,1999-09,4435649.0,4430141
AL,1999-10,4437485.0,4430141
AL,1999-11,4439321.0,4430141
AL,1999-12,4441157.0,4430141
AL,2000-01,4442993.0,4452173
AL,2000-02,4444829.0,4452173
AL,2000-03,4446665.0,4452173
AL,2000-04,4448501.0,4452173
AL,2000-05,4450337.0,4452173
AL,2000-06,4452173.0,4452173
AL,2000-07,4453461.416666667,4452173
AL,2000-08,4454749.833333333,4452173
AL,2000-09,4456038.25,4452173
AL,2000-10,4457326.666666667,4452173
AL,2000-11,4458615.083333333,4452173
AL,2000-12,4459903.5,4452173
AL,2001-01,4461191.916666667,4467634
AL,2001-02,4462480.333333333,4467634
AL,2001-03,4463768.75,4467634
AL,2001-04,4465057.166666667,4467634
AL,2001-05,4466345.583333333,4467634
AL,2001-06,4467634.0,4467634
AL,2001-07,4468671.916666667,4467634
AL,2001-08,4469709.833333333,4467634
AL,2001-09,4470747.75,4467634
AL,2001-10,4471785.666666667,4467634
AL,2001-11,4472823.583333333,4467634
AL,2001-12,4473861.5,4467634
AL,2002-01,4474899.416666667,4480089
AL,2002-02,4475937.333333333,4480089
AL,2002-03,4476975.25,4480089
AL,2002-04,4478013.166666667,4480089
AL,2002-05,4479051.083333333,4480089
AL,2002-06,4480089.0,4480089
AL,2002-07,4482039.166666667,4480089
AL,2002-08,4483989.333333333,4480089
AL,2002-09,4485939.5,4480089
AL,2002-10,4487889.666666667,4480089
AL,2002-11,4489839.833333333,4480089
AL,2002-12,4491790.0,4480089
AL,2003-01,4493740.166666667,4503491
AL,2003-02,4495690.333333333,4503491
AL,2003-03,4497640.5,4503491
AL,2003-04,4499590.666666667,4503491
AL,2003-05,4501540.833333333,4503491
AL,2003-06,4503491.0,4503491
AL,2003-07,4505760.833333333,4503491
AL,2003-08,4508030.666666667,4503491
AL,2003-09,4510300.5,4503491
AL,2003-10,4512570.333333333,4503491
AL,2003-11,4514840.166666667,4503491
AL,2003-12,4517110.0,4503491
AL,2004-01,4519379.833333333,4530729
AL,2004-02,4521649.666666667,4530729
AL,2004-03,4523919.5,4530729
AL,2004-04,4526189.333333333,4530729
AL,2004-05,4528459.166666667,4530729
AL,2004-06,4530729.0,4530729
AL,2004-07,4533985.333333333,4530729
AL,2004-08,4537241.666666667,4530729
AL,2004-09,4540498.0,4530729
AL,2004-10,4543754.333333333,4530729
AL,2004-11,4547010.666666667,4530729
AL,2004-12,4550267.0,4530729
AL,2005-01,4553523.333333333,4569805
AL,2005-02,4556779.666666667,4569805
AL,2005-03,4560036.0,4569805
AL,2005-04,4563292.333333333,4569805
AL,2005-05,4566548.666666667,4569805
AL,2005-06,4569805.0,4569805
AL,2005-07,4574736.333333333,4569805
AL,2005-08,4579667.666666667,4569805
AL,2005-09,4584599.0,4569805
AL,2005-10,4589530.333333333,4569805
AL,2005-11,4594461.666666667,4569805
AL,2005-12,4599393.0,4569805
AL,2006-01,4604324.333333333,4628981
AL,2006-02,4609255.666666667,4628981
AL,2006-03,4614187.0,4628981
AL,2006-04,4619118.333333333,4628981
AL,2006-05,4624049.666666667,4628981
AL,2006-06,4628981.0,4628981
AL,2006-07,4632635.916666667,4628981
AL,2006-08,4636290.833333333,4628981
AL,2006-09,4639945.75,4628981
AL,2006-10,4643600.666666667,4628981
AL,2006-11,4647255.583333333,4628981
AL,2006-12,4650910.5,4628981
AL,2007-01,4654565.416666667,4672840
AL,2007-02,4658220.333333333,4672840
AL,2007-03,4661875.25,4672840
AL,2007-04,4665530.166666667,4672840
AL,2007-05,4669185.083333333,4672840
AL,2007-06,4672840.0,4672840
AL,2007-07,4676620.5,4672840
AL,2007-08,4680401.0,4672840
AL,2007-09,4684181.5,4672840
AL,2007-10,4687962.0,4672840
AL,2007-11,4691742.5,4672840
AL,2007-12,4695523.0,4672840
AL,2008-01,4699303.5,4718206
AL,2008-02,4703084.0,4718206
AL,2008-03,4706864.5,4718206
AL,2008-04,4710645.0,4718206
AL,2008-05,4714425.5,4718206
AL,2008-06,4718206.0,4718206
AL,2008-07,4721517.0,4718206
AL,2008-08,4724828.0,4718206
AL,2008-09,4728139.0,4718206
AL,2008-10,4731450.0,4718206
AL,2008-11,4734761.0,4718206
AL,2008-12,4738072.0,4718206
AL,2009-01,4741383.0,4757938
AL,2009-02,4744694.0,4757938
AL,2009-03,4748005.0,4757938
AL,2009-04,4751316.0,4757938
AL,2009-05,4754627.0,4757938
AL,2009-06,4757938.0,4757938
AL,2009-07,4760451.083333333,4757938
AL,2009-08,4762964.166666667,4757938
AL,2009-09,4765477.25,4757938
AL,2009-10,4767990.333333333,4757938
AL,2009-11,4770503.416666667,4757938
AL,2009-12,4773016.5,4757938
AL,2010-01,4775529.583333333,4788095
AL,2010-02,4778042.666666667,4788095
AL,2010-03,4780555.75,4788095
AL,2010-04,4783068.833333333,4788095
AL,2010-05,4785581.916666667,4788095
AL,2010-06,4788095.0,4788095
AL,2010-07,4790135.083333333,4788095
AL,2010-08,4792175.166666667,4788095
AL,2010-09,4794215.25,4788095
AL,2010-10,4796255.333333333,4788095
AL,2010-11,4798295.416666667,4788095
AL,2010-12,4800335.5,4788095
AL,2011-01,4802375.583333333,4812576
AL,2011-02,4804415.666666667,4812576
AL,2011-03,4806455.75,4812576
AL,2011-04,4808495.833333333,4812576
AL,2011-05,4810535.916666667,4812576
AL,2011-06,4812576.0,4812576
AL,2011-07,4814856.916666667,4812576
AL,2011-08,4817137.833333333,4812576
AL,2011-09,4819418.75,4812576
AL,2011-10,4821699.666666667,4812576
AL,2011-11,4823980.583333333,4812576
AL,2011-12,4826261.5,4812576
AL,2012-01,4828542.416666667,4839947
AL,2012-02,4830823.333333333,4839947
AL,2012-03,4833104.25,4839947
AL,2012-04,4835385.166666667,4839947
AL,2012-05,4837666.083333333,4839947
AL,2012-06,4839947.0,4839947
AL,2012-07,4842055.833333333,4839947
AL,2012-08,4844164.666666667,4839947
AL,2012-09,4846273.5,4839947
AL,2012-10,4848382.333333333,4839947
AL,2012-11,4850491.166666667,4839947
AL,2012-12,4852600.0,4839947
AL,2013-01,4854708.833333333,4865253
AL,2013-02,4856817.666666667,4865253
AL,2013-03,4858926.5,4865253
AL,2013-04,4861035.333333333,4865253
AL,2013-05,4863144.166666667,4865253
AL,2013-06,4865253.0,4865253
AL,2013-07,4867128.333333333,4865253
AL,2013-08,4869003.666666667,4865253
AL,2013-09,4870879.0,4865253
AL,2013-10,4872754.333333333,4865253
AL,2013-11,4874629.666666667,4865253
AL,2013-12,4876505.0,4865253
AL,2014-01,4878380.333333333,4887757
AL,2014-02,4880255.666666667,4887757
AL,2014-03,4882131.0,4887757
AL,2014-04,4884006.333333333,4887757
AL,2014-05,4885881.666666667,4887757
AL,2014-06,4887757.0,4887757
AL,2014-07,4889542.0,4887757
AL,2014-08,4891327.0,4887757
AL,2014-09,4893112.0,4887757
AL,2014-10,4894897.0,4887757
AL,2014-11,4896682.0,4887757
AL,2014-12,4898467.0,4887757
AL,2015-01,4900252.0,4909177
AL,2015-02,4902037.0,4909177
AL,2015-03,4903822.0,4909177
AL,2015-04,4905607.0,4909177
AL,2015-05,4907392.0,4909177
AL,2015-06,4909177.0,4909177
AL,2015-07,4911043.833333333,4909177
AL,2015-08,4912910.666666667,4909177
AL,2015-09,4914777.5,4909177
AL,2015-10,4916644.333333333,4909177
AL,2015-11,4918511.166666667,4909177
AL,2015-12,4920378.0,4909177
AL,2016-01,4922244.833333333,4931579
AL,2016-02,4924111.666666667,4931579
AL,2016-03,4925978.5,4931579
AL,2016-04,4927845.333333333,4931579
AL,2016-05,4929712.166666667,4931579
AL,2016-06,4931579.0,4931579
AL,2016-07,4933372.083333333,4931579
AL,2016-08,4935165.166666667,4931579
AL,2016-09,4936958.25,4931579
AL,2016-10,4938751.333333333,4931579
AL,2016-11,4940544.416666667,4931579
AL,2016-12,4942337.5,4931579
AL,2017-01,4944130.583333333,4953096
AL,2017-02,4945923.666666667,4953096
AL,2017-03,4947716.75,4953096
AL,2017-04,4949509.833333333,4953096
AL,2017-05,4951302.916666667,4953096
AL,2017-06,4953096.0,4953096
AL,2017-07,4955095.333333333,4953096
AL,2017-08,4957094.666666667,4953096
AL,2017-09,4959094.0,4953096
AL,2017-10,4961093.333333333,4953096
AL,2017-11,4963092.666666667,4953096
AL,2017-12,4965092.0,4953096
AL,2018-01,4967091.333333333,4977088
AL,2018-02,4969090.666666667,4977088
AL,2018-03,4971090.0,4977088
AL,2018-04,4973089.333333333,4977088
AL,2018-05,4975088.666666667,4977088
AL,2018-06,4977088.0,4977088
AL,2018-07,4979312.166666667,4977088
AL,2018-08,4981536.333333333,4977088
AL,2018-09,4983760.5,4977088
AL,2018-10,4985984.666666667,4977088
AL,2018-11,4988208.833333333,4977088
AL,2018-12,4990433.0,4977088
AL,2019-01,4992657.166666667,5003778
AL,2019-02,4994881.333333333,5003778
AL,2019-03,4997105.5,5003778
AL,2019-04,4999329.666666667,5003778
AL,2019-05,5001553.833333333,5003778
AL,2019-06,5003778.0,5003778
AL,2019-07,5003778.0,5003778
AL,2019-08,5003778.0,5003778
AL,2019-09,5003778.0,5003778
AL,2019-10,5003778.0,5003778
AL,2019-11,5003778.0,5003778
AL,2019-12,5003778.0,5003778
AK,1990-01,,553290
AK,1990-02,,553290
AK,1990-03,,553290
AK,1990-04,,553290
AK,1990-05,,553290
AK,1990-06,553290.0,553290
AK,1990-07,554698.5833333334,553290
AK,1990-08,556107.1666666666,553290
AK,1990-09,557515.75,553290
AK,1990-10,558924.3333333334,553290
AK,1990-11,560332.9166666666,553290
AK,1990-12,561741.5,553290
AK,1991-01,563150.0833333334,570193
AK,1991-02,564558.6666666666,570193
AK,1991-03,565967.25,570193
AK,1991-04,567375.8333333334,570193
AK,1991-05,568784.4166666666,570193
AK,1991-06,570193.0,570193
AK,1991-07,571738.25,570193
AK,1991-08,573283.5,570193
AK,1991-09,574828.75,570193
AK,1991-10,576374.0,570193
AK,1991-11,577919.25,570193
AK,1991-12,579464.5,570193
AK,1992-01,581009.75,588736
AK,1992-02,582555.0,588736
AK,1992-03,584100.25,588736
AK,1992-04,585645.5,588736
AK,1992-05,587190.75,588736
AK,1992-06,588736.0,588736
AK,1992-07,589627.3333333334,588736
AK,1992-08,590518.6666666666,588736
AK,1992-09,591410.0,588736
AK,1992-10,592301.3333333334,588736
AK,1992-11,593192.6666666666,588736
AK,1992-12,594084.0,588736
AK,1993-01,594975.3333333334,599432
AK,1993-02,595866.6666666666,599432
AK,1993-03,596758.0,599432
AK,1993-04,597649.3333333334,599432
AK,1993-05,598540.6666666666,599432
AK,1993-06,599432.0,599432
AK,1993-07,599755.0,599432
AK,1993-08,600078.0,599432
AK,1993-09,600401.0,599432
AK,1993-10,600724.0,599432
AK,1993-11,601047.0,599432
AK,1993-12,601370.0,599432
AK,1994-01,601693.0,603308
AK,1994-02,602016.0,603308
AK,1994-03,602339.0,603308
AK,1994-04,602662.0,603308
AK,1994-05,602985.0,603308
AK,1994-06,603308.0,603308
AK,1994-07,603400.0,603308
AK,1994-08,603492.0,603308
AK,1994-09,603584.0,603308
AK,1994-10,603676.0,603308
AK,1994-11,603768.0,603308
AK,1994-12,603860.0,603308
AK,1995-01,603952.0,604412
AK,1995-02,604044.0,604412
AK,1995-03,604136.0,604412
AK,1995-04,604228.0,604412
AK,1995-05,604320.0,604412
AK,1995-06,604412.0,604412
AK,1995-07,604758.4166666666,604412
AK,1995-08,605104.8333333334,604412
AK,1995-09,605451.25,604412
AK,1995-10,605797.6666666666,604412
AK,1995-11,606144.0833333334,604412
AK,1995-12,606490.5,604412
AK,1996-01,606836.9166666666,608569
AK,1996-02,607183.3333333334,608569
AK,1996-03,607529.75,608569
AK,1996-04,607876.1666666666,608569
AK,1996-05,608222.5833333334,608569
AK,1996-06,608569.0,608569
AK,1996-07,608935.5833333334,608569
AK,1996-08,609302.1666666666,608569
AK,1996-09,609668.75,608569
AK,1996-10,610035.3333333334,608569
AK,1996-11,610401.9166666666,608569
AK,1996-12,610768.5,608569
AK,1997-01,611135.0833333334,612968
AK,1997-02,611501.6666666666,612968
AK,1997-03,611868.25,612968
AK,1997-04,612234.8333333334,612968
AK,1997-05,612601.4166666666,612968
AK,1997-06,612968.0,612968
AK,1997-07,613548.3333333334,612968
AK,1997-08,614128.6666666666,612968
AK,1997-09,614709.0,612968
AK,1997-10,615289.3333333334,612968
AK,1997-11,615869.6666666666,612968
AK,1997-12,616450.0,612968
AK,1998-01,617030.3333333334,619932
AK,1998-02,617610.6666666666,619932
AK,1998-03,618191.0,619932
AK,1998-04,618771.3333333334,619932
AK,1998-05,619351.6666666666,619932
AK,1998-06,619932.0,619932
AK,1998-07,620335.9166666666,619932
AK,1998-08,620739.8333333334,619932
AK,1998-09,621143.75,619932
AK,1998-10,621547.6666666666,619932
AK,1998-11,621951.5833333334,619932
AK,1998-12,622355.5,619932
AK,1999-01,622759.4166666666,624779
AK,1999-02,623163.3333333334,624779
AK,1999-03,623567.25,624779
AK,1999-04,623971.1666666666,624779
AK,1999-05,624375.0833333334,624779
AK,1999-06,624779.0,624779
AK,1999-07,625044.3333333334,624779
AK,1999-08,625309.6666666666,624779
AK,1999-09,625575.0,624779
AK,1999-10,625840.3333333334,624779
AK,1999-11,626105.6666666666,624779
AK,1999-12,626371.0,624779
AK,2000-01,626636.3333333334,627963
AK,2000-02,626901.6666666666,627963
AK,2000-03,627167.0,627963
AK,2000-04,627432.3333333334,627963
AK,2000-05,627697.6666666666,627963
AK,2000-06,627963.0,627963
AK,2000-07,628442.25,627963
AK,2000-08,628921.5,627963
AK,2000-09,629400.75,627963
AK,2000-10,629880.0,627963
AK,2000-11,630359.25,627963
AK,2000-12,630838.5,627963
AK,2001-01,631317.75,633714
AK,2001-02,631797.0,633714
AK,2001-03,632276.25,633714
AK,2001-04,632755.5,633714
AK,2001-05,633234.75,633714
AK,2001-06,633714.0,633714
AK,2001-07,634432.5833333334,633714
AK,2001-08,635151.1666666666,633714
AK,2001-09,635869.75,633714
AK,2001-10,636588.3333333334,633714
AK,2001-11,637306.9166666666,633714
AK,2001-12,638025.5,633714
AK,2002-01,638744.0833333334,642337
AK,2002-02,639462.6666666666,642337
AK,2002-03,640181.25,642337
AK,2002-04,640899.8333333334,642337
AK,2002-05,641618.4166666666,642337
AK,2002-06,642337.0,642337
AK,2002-07,642843.4166666666,642337
AK,2002-08,643349.8333333334,642337
AK,2002-09,643856.25,642337
AK,2002-10,644362.6666666666,642337
AK,2002-11,644869.0833333334,642337
AK,2002-12,645375.5,642337
AK,2003-01,645881.9166666666,648414
AK,2003-02,646388.3333333334,648414
AK,2003-03,646894.75,648414
AK,2003-04,647401.1666666666,648414
AK,2003-05,647907.5833333334,648414
AK,2003-06,648414.0,648414
AK,2003-07,649320.0,648414
AK,2003-08,650226.0,648414
AK,2003-09,651132.0,648414
AK,2003-10,652038.0,648414
AK,2003-11,652944.0,648414
AK,2003-12,653850.0,648414
AK,2004-01,654756.0,659286
AK,2004-02,655662.0,659286
AK,2004-03,656568.0,659286
AK,2004-04,657474.0,659286
AK,2004-05,658380.0,659286
AK,2004-06,659286.0,659286
AK,2004-07,659924.3333333334,659286
AK,2004-08,660562.6666666666,659286
AK,2004-09,661201.0,659286
AK,2004-10,661839.3333333334,659286
AK,2004-11,662477.6666666666,659286
AK,2004-12,663116.0,659286
AK,2005-01,663754.3333333334,666946
AK,2005-02,664392.6666666666,666946
AK,2005-03,665031.0,666946
AK,2005-04,665669.3333333334,666946
AK,2005-05,666307.6666666666,666946
AK,2005-06,666946.0,666946
AK,2005-07,667642.3333333334,666946
AK,2005-08,668338.6666666666,666946
AK,2005-09,669035.0,666946
AK,2005-10,669731.3333333334,666946
AK,2005-11,670427.6666666666,666946
AK,2005-12,671124.0,666946
AK,2006-01,671820.3333333334,675302
AK,2006-02,672516.6666666666,675302
AK,2006-03,673213.0,675302
AK,2006-04,673909.3333333334,675302
AK,2006-05,674605.6666666666,675302
AK,2006-06,675302.0,675302
AK,2006-07,675718.5,675302
AK,2006-08,676135.0,675302
AK,2006-09,676551.5,675302
AK,2006-10,676968.0,675302
AK,2006-11,677384.5,675302
AK,2006-12,677801.0,675302
AK,2007-01,678217.5,680300
AK,2007-02,678634.0,680300
AK,2007-03,679050.5,680300
AK,2007-04,679467.0,680300
AK,2007-05,679883.5,680300
AK,2007-06,680300.0,680300
AK,2007-07,680896.25,680300
AK,2007-08,681492.5,680300
AK,2007-09,682088.75,680300
AK,2007-10,682685.0,680300
AK,2007-11,683281.25,680300
AK,2007-12,683877.5,680300
AK,2008-01,684473.75,687455
AK,2008-02,685070.0,687455
AK,2008-03,685666.25,687455
AK,2008-04,686262.5,687455
AK,2008-05,686858.75,687455
AK,2008-06,687455.0,687455
AK,2008-07,688408.3333333334,687455
AK,2008-08,689361.6666666666,687455
AK,2008-09,690315.0,687455
AK,2008-10,691268.3333333334,687455
AK,2008-11,692221.6666666666,687455
AK,2008-12,693175.0,687455
AK,2009-01,694128.3333333334,698895
AK,2009-02,695081.6666666666,698895
AK,2009-03,696035.0,698895
AK,2009-04,696988.3333333334,698895
AK,2009-05,697941.6666666666,698895
AK,2009-06,698895.0,698895
AK,2009-07,700155.0,698895
AK,2009-08,701415.0,698895
AK,2009-09,702675.0,698895
AK,2009-10,703935.0,698895
AK,2009-11,705195.0,698895
AK,2009-12,706455.0,698895
AK,2010-01,707715.0,714015
AK,2010-02,708975.0,714015
AK,2010-03,710235.0,714015
AK,2010-04,711495.0,714015
AK,2010-05,712755.0,714015
AK,2010-06,714015.0,714015
AK,2010-07,714723.1666666666,714015
AK,2010-08,715431.3333333334,714015
AK,2010-09,716139.5,714015
AK,2010-10,716847.6666666666,714015
AK,2010-11,717555.8333333334,714015
AK,2010-12,718264.0,714015
AK,2011-01,718972.1666666666,722513
AK,2011-02,719680.3333333334,722513
AK,2011-03,720388.5,722513
AK,2011-04,721096.6666666666,722513
AK,2011-05,721804.8333333334,722513
AK,2011-06,722513.0,722513
AK,2011-07,723229.0833333334,722513
AK,2011-08,723945.1666666666,722513
AK,2011-09,724661.25,722513
AK,2011-10,725377.3333333334,722513
AK,2011-11,726093.4166666666,722513
AK,2011-12,726809.5,722513
AK,2012-01,727525.5833333334,731106
AK,2012-02,728241.6666666666,731106
AK,2012-03,728957.75,731106
AK,2012-04,729673.8333333334,731106
AK,2012-05,730389.9166666666,731106
AK,2012-06,731106.0,731106
AK,2012-07,731685.0,731106
AK,2012-08,732264.0,731106
AK,2012-09,732843.0,731106
AK,2012-10,733422.0,731106
AK,2012-11,734001.0,731106
AK,2012-12,734580.0,731106
AK,2013-01,735159.0,738054
AK,2013-02,735738.0,738054
AK,2013-03,736317.0,738054
AK,2013-04,736896.0,738054
AK,2013-05,737475.0,738054
AK,2013-06,738054.0,738054
AK,2013-07,738019.0,738054
AK,2013-08,737984.0,738054
AK,2013-09,737949.0,738054
AK,2013-10,737914.0,738054
AK,2013-11,737879.0,738054
AK,2013-12,737844.0,738054
AK,2014-01,737809.0,737634
AK,2014-02,737774.0,737634
AK,2014-03,737739.0,737634
AK,2014-04,737704.0,737634
AK,2014-05,737669.0,737634
AK,2014-06,737634.0,737634
AK,2014-07,737757.8333333334,737634
AK,2014-08,737881.6666666666,737634
AK,2014-09,738005.5,737634
AK,2014-10,738129.3333333334,737634
AK,2014-11,738253.1666666666,737634
AK,2014-12,738377.0,737634
AK,2015-01,738500.8333333334,739120
AK,2015-02,738624.6666666666,739120
AK,2015-03,738748.5,739120
AK,2015-04,738872.3333333334,739120
AK,2015-05,738996.1666666666,739120
AK,2015-06,739120.0,739120
AK,2015-07,739476.4166666666,739120
AK,2015-08,739832.8333333334,739120
AK,2015-09,740189.25,739120
AK,2015-10,740545.6666666666,739120
AK,2015-11,740902.0833333334,739120
AK,2015-12,741258.5,739120
AK,2016-01,741614.9166666666,743397
AK,2016-02,741971.3333333334,743397
AK,2016-03,742327.75,743397
AK,2016-04,742684.1666666666,743397
AK,2016-05,743040.5833333334,743397
AK,2016-06,743397.0,743397
AK,2016-07,743275.3333333334,743397
AK,2016-08,743153.6666666666,743397
AK,2016-09,743032.0,743397
AK,2016-10,742910.3333333334,743397
AK,2016-11,742788.6666666666,743397
AK,2016-12,742667.0,743397
AK,2017-01,742545.3333333334,741937
AK,2017-02,742423.6666666666,741937
AK,2017-03,742302.0,741937
AK,2017-04,742180.3333333334,741937
AK,2017-05,742058.6666666666,741937
AK,2017-06,741937.0,741937
AK,2017-07,741584.75,741937
AK,2017-08,741232.5,741937
AK,2017-09,740880.25,741937
AK,2017-10,740528.0,741937
AK,2017-11,740175.75,741937
AK,2017-12,739823.5,741937
AK,2018-01,739471.25,737710
AK,2018-02,739119.0,737710
AK,2018-03,738766.75,737710
AK,2018-04,738414.5,737710
AK,2018-05,738062.25,737710
AK,2018-06,737710.0,737710
AK,2018-07,737469.1666666666,737710
AK,2018-08,737228.3333333334,737710
AK,2018-09,736987.5,737710
AK,2018-10,736746.6666666666,737710
AK,2018-11,736505.8333333334,737710
AK,2018-12,736265.0,737710
AK,2019-01,736024.1666666666,734820
AK,2019-02,735783.3333333334,734820
AK,2019-03,735542.5,734820
AK,2019-04,735301.6666666666,734820
AK,2019-05,735060.8333333334,734820
AK,2019-06,734820.0,734820
AK,2019-07,734820.0,734820
AK,2019-08,734820.0,734820
AK,2019-09,734820.0,734820
AK,2019-10,734820.0,734820
AK,2019-11,734820.0,734820
AK,2019-12,734820.0,734820
AZ,1990-01,,3684097
AZ,1990-02,,3684097
AZ,1990-03,,3684097
AZ,1990-04,,3684097
AZ,1990-05,,3684097
AZ,1990-06,3684097.0,3684097
AZ,1990-07,3692803.5833333335,3684097
AZ,1990-08,3701510.1666666665,3684097
AZ,1990-09,3710216.75,3684097
AZ,1990-10,3718923.3333333335,3684097
AZ,1990-11,3727629.9166666665,3684097
AZ,1990-12,3736336.5,3684097
AZ,1991-01,3745043.0833333335,3788576
AZ,1991-02,3753749.6666666665,3788576
AZ,1991-03,3762456.25,3788576
AZ,1991-04,3771162.8333333335,3788576
AZ,1991-05,3779869.4166666665,3788576
AZ,1991-06,3788576.0,3788576
AZ,1991-07,3799173.0,3788576
AZ,1991-08,3809770.0,3788576
AZ,1991-09,3820367.0,3788576
AZ,1991-10,3830964.0,3788576
AZ,1991-11,3841561.0,3788576
AZ,1991-12,3852158.0,3788576
AZ,1992-01,3862755.0,3915740
AZ,1992-02,3873352.0,3915740
AZ,1992-03,3883949.0,3915740
AZ,1992-04,3894546.0,3915740
AZ,1992-05,3905143.0,3915740
AZ,1992-06,3915740.0,3915740
AZ,1992-07,3928215.0,3915740
AZ,1992-08,3940690.0,3915740
AZ,1992-09,3953165.0,3915740
AZ,1992-10,3965640.0,3915740
AZ,1992-11,3978115.0,3915740
AZ,1992-12,3990590.0,3915740
AZ,1993-01,4003065.0,4065440
AZ,1993-02,4015540.0,4065440
AZ,1993-03,4028015.0,4065440
AZ,1993-04,4040490.0,4065440
AZ,1993-05,4052965.0,4065440
AZ,1993-06,4065440.0,4065440
AZ,1993-07,4080410.75,4065440
AZ,1993-08,4095381.5,4065440
AZ,1993-09,4110352.25,4065440
AZ,1993-10,4125323.0,4065440
AZ,1993-11,4140293.75,4065440
AZ,1993-12,4155264.5,4065440
AZ,1994-01,4170235.25,4245089
AZ,1994-02,4185206.0,4245089
AZ,1994-03,4200176.75,4245089
AZ,1994-04,4215147.5,4245089
AZ,1994-05,4230118.25,4245089
